subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
95,0,1,EC_subj,nonword,c,critical,40,neg,objective,csfirst,right,left,yes,cs_40_neg_none,some us,Kälte,trelle,word,word,us,maskedcs,#969696,1500,maske_4.png,maske_1.png,no,no,no,1000,NA,NA,NA,NA,NA,3050916,3051818,3051920,3051962,3052014,3053514,no,yes,no,no,no,no,3055532
95,1,1,EC_subj,nonword,c,cs_w_us,40,neutral,objective,usfirst,right,left,yes,filler_40_neu_none,some us,neu5395.png,avouco,picture,word,us,maskedcs,#969696,0,maske_3.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,3056619,3057521,3058422,3058525,3058567,NA,3058617,no,yes,no,no,no,no,3062028
95,2,1,EC_subj,nonword,c,us_w_us,999,neu-neu,none,none,none,both,no,none,none,Schrank,Bein,word,word,us,us,#000000,999,maske_5.png,maske_6.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,3062898,NA,NA,NA,NA,NA,NA,NA,NA,NA,3064900
95,3,1,EC_subj,nonword,c,cs_w_us,70,neutral,none,usfirst,right,left,yes,filler_50_neu_task,some us,Klinke,itafy,word,word,us,maskedcs,#969696,0,maske_7.png,maske_9.png,yes_right,no,yes,0,space,3065870,3067903,3069803,3065873,3066775,3067676,3067779,3067851,NA,NA,NA,NA,NA,NA,NA,NA,3069806
95,4,1,EC_subj,nonword,c,critical,50,neg,objective,csfirst,right,left,yes,cs_50_neg_none,some us,Krieg,pubio,word,word,us,maskedcs,#969696,1500,maske_1.png,maske_10.png,no,no,no,250,NA,NA,NA,NA,NA,3070762,3071664,3071767,3071820,3071872,3073372,no,no,yes,no,no,no,3076085
95,5,1,EC_subj,nonword,c,cswcs,50,none,objective,csfirst,left,right,yes,filler_50_neu_task,o_filler_1000_neu_none_1,naptor,37_mittel.png,word,picture,maskedcs,controlcs,#969696,1500,maske_12.png,maske_8.png,no,yes_right,no,250,NA,NA,NA,NA,NA,3077040,3077941,3078044,3078096,3078148,3079648,no,no,yes,no,no,no,3081564
95,6,1,EC_subj,nonword,c,cswcs,40,none,objective,csfirst,right,left,yes,filler_40_neu_none,filler_1000_neu_none_1,hesire,avouco,word,word,controlcs,maskedcs,#969696,1500,maske_1.png,maske_12.png,no,no,no,250,NA,NA,NA,NA,NA,3082553,3083454,3083557,3083599,3083651,3085151,no,no,yes,no,no,no,3087012
95,7,1,EC_subj,nonword,c,critical,50,neg,objective,csfirst,right,left,yes,cs_50_neg_task,some us,AIDS,zillie,word,word,us,maskedcs,#969696,1500,maske_12.png,maske_2.png,no,no,no,250,NA,NA,NA,NA,NA,3087956,3088858,3088960,3089012,3089064,3090564,no,no,yes,no,no,no,3092397
95,8,1,EC_subj,nonword,c,us_w_us,999,pos-pos,none,none,none,both,no,none,none,Kunst,8170.png,word,picture,us,us,#000000,999,maske_12.png,maske_2.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,3093317,NA,NA,NA,NA,NA,NA,NA,NA,NA,3095320
95,9,1,EC_subj,nonword,c,control,1000,pos,none,csfirst,left,right,no,control_1000_pos_none,some us,teutos,8540.png,word,picture,controlcs,us,#000000,600,maske_3.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,3096321,NA,3097323,NA,NA,NA,NA,NA,NA,NA,3097926
95,10,1,EC_subj,nonword,c,critical,50,pos,objective,usfirst,left,right,yes,cs_50_pos_none,some us,altine,8370.png,word,picture,maskedcs,us,#969696,0,maske_7.png,maske_2.png,no,no,no,250,NA,NA,NA,NA,3099013,3099915,3100816,3100919,3100971,NA,3101021,no,no,yes,no,no,no,3104293
95,11,1,EC_subj,nonword,c,critical,40,pos,objective,csfirst,right,left,yes,cs_40_pos_task,some us,Ruhe,roosle,word,word,us,maskedcs,#969696,1500,maske_6.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,3105238,3106139,3106242,3106284,3106336,3107836,no,no,yes,no,no,no,3109532
95,12,1,EC_subj,nonword,c,cswcs,50,none,none,csfirst,right,left,yes,o_filler_50_neu_none,o_filler_1000_neu_none_2,11_mittel.png,23_mittel.png,picture,picture,controlcs,maskedcs,#969696,1500,fmaske_2.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,NA,3110421,3111322,3111425,3111478,3111530,NA,NA,NA,NA,NA,NA,NA,3113032
95,13,1,EC_subj,nonword,c,control,1000,neg,none,csfirst,left,right,no,control_1000_neg_none,some us,minair,Gift,word,word,controlcs,us,#000000,600,maske_10.png,maske_1.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,3113978,NA,3114980,NA,NA,NA,NA,NA,NA,NA,3115583
95,14,1,EC_subj,nonword,c,us_alone,999,neutral,none,none,none,left,no,none,none,Sessel,none,word,none,us,none,#000000,999,maske_10.png,maske_9.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,3116423,NA,NA,NA,NA,NA,NA,NA,NA,NA,3118425
95,15,1,EC_subj,nonword,c,cswcs,40,none,objective,csfirst,right,left,yes,filler_40_neu_none,filler_1000_neu_none_1,hesire,avouco,word,word,controlcs,maskedcs,#969696,1500,maske_12.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,NA,3119418,3120320,3120422,3120464,3120516,3122016,no,yes,no,no,no,no,3123932
95,16,1,EC_subj,nonword,c,critical,40,neg,objective,csfirst,right,left,yes,cs_40_neg_none,some us,7380.png,trelle,picture,word,us,maskedcs,#969696,1500,maske_2.png,maske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,3124980,3125882,3125985,3126027,3126079,3127579,no,yes,no,no,no,no,3129621
95,17,1,EC_subj,nonword,c,us_w_us,999,neg-neg,none,none,none,both,no,none,none,Ekel,9404.png,word,picture,us,us,#000000,999,maske_6.png,maske_2.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,3130545,NA,NA,NA,NA,NA,NA,NA,NA,NA,3132548
95,18,1,EC_subj,nonword,c,cs_alone,40,none,objective,none,right,none,yes,filler_40_neu_task,none,none,coskie,none,word,none,maskedcs,#969696,999,maske_9.png,maske_11.png,no,no,no,250,NA,NA,NA,NA,NA,3133408,3134310,3134413,3134455,NA,3134505,no,yes,no,no,no,no,3137629
95,19,1,EC_subj,nonword,c,critical,40,neg,objective,csfirst,left,right,yes,cs_40_neg_none,some us,trelle,9520.png,word,picture,maskedcs,us,#969696,1500,maske_1.png,maske_2.png,no,no,no,250,NA,NA,NA,NA,NA,3138685,3139588,3139690,3139732,3139784,3141284,no,no,yes,no,no,no,3143797
