subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
138,EC_subj,nonword,c,0,filler_50_neu_none,roosle,neu,filler,50,none,no,no,no,yes,2832694,2842988
138,EC_subj,nonword,c,1,filler_1000_neu_none_2,lobee,neu,filler,1000,none,no,yes,no,no,2844299,2846083
138,EC_subj,nonword,c,2,filler_1000_neu_none_1,tafta,neu,filler,1000,none,no,yes,no,no,2847394,2853620
138,EC_subj,nonword,c,3,cs_50_neg_none,minair,neg,critical,50,none,no,no,no,yes,2854930,2856819
138,EC_subj,nonword,c,4,cs_40_pos_task,trelle,pos,critical,40,subjective,no,no,no,yes,2858128,2860939
138,EC_subj,nonword,c,5,cs_50_pos_none,teutos,pos,critical,50,none,no,no,yes,no,2862249,2869700
138,EC_subj,nonword,c,6,cs_40_pos_none,babit,pos,critical,40,none,no,no,no,yes,2871009,2872659
138,EC_subj,nonword,c,7,filler_50_neu_task,seloom,neu,filler,50,subjective,no,yes,no,no,2873969,2879219
138,EC_subj,nonword,c,8,filler_40_neu_task,parlic,neu,filler,40,subjective,no,no,no,yes,2880531,2884548
138,EC_subj,nonword,c,9,control_1000_pos_none_2,coskie,pos,control,1000,none,no,no,no,yes,2885857,2888244
138,EC_subj,nonword,c,10,cs_50_neg_task,tavoo,neg,critical,50,subjective,yes,no,no,no,2889553,2891636
138,EC_subj,nonword,c,11,cs_40_neg_none,zillie,neg,critical,40,none,no,yes,no,no,2892946,2895396
138,EC_subj,nonword,c,12,control_1000_neg_none_2,naptor,neg,control,1000,none,no,yes,no,no,2896706,2900876
138,EC_subj,nonword,c,13,control_1000_neg_none,avouco,neg,control,1000,none,no,no,yes,no,2902186,2909764
138,EC_subj,nonword,c,14,cs_40_neg_task,altine,neg,critical,40,subjective,no,no,no,yes,2911074,2913628
138,EC_subj,nonword,c,15,filler_40_neu_none,hesire,neu,filler,40,none,no,no,no,yes,2914937,2916691
138,EC_subj,nonword,c,16,control_1000_pos_none,makan,pos,control,1000,none,yes,no,no,no,2918001,2920964
138,EC_subj,nonword,c,17,cs_50_pos_task,pubio,pos,critical,50,subjective,yes,no,no,no,2922284,2923948
