subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
100,EC_only,pokemon,d,0,cs_50_neg_none,22_mittel.png,neg,critical,50,none,15,2108845,2120277
100,EC_only,pokemon,d,1,filler_40_neu_none,24_mittel.png,neu,filler,40,none,19,2122568,2125583
100,EC_only,pokemon,d,2,filler_50_neu_task,5_mittel.png,neu,filler,50,none,10,2127874,2131514
100,EC_only,pokemon,d,3,control_1000_neg_none,10_mittel.png,neg,control,1000,none,16,2133806,2140916
100,EC_only,pokemon,d,4,filler_1000_neu_none_2,17_mittel.png,neu,filler,1000,none,18,2143205,2146883
100,EC_only,pokemon,d,5,cs_40_pos_task,16_mittel.png,pos,critical,40,none,18,2149252,2156638
100,EC_only,pokemon,d,6,control_1000_pos_none,37_mittel.png,pos,control,1000,none,4,2158926,2165941
100,EC_only,pokemon,d,7,cs_50_pos_none,23_mittel.png,pos,critical,50,none,12,2168228,2173601
100,EC_only,pokemon,d,8,control_1000_pos_none_2,18_mittel.png,pos,control,1000,none,6,2175890,2179005
100,EC_only,pokemon,d,9,filler_1000_neu_none_1,15_mittel.png,neu,filler,1000,none,18,2181290,2184124
100,EC_only,pokemon,d,10,cs_50_neg_task,4_mittel.png,neg,critical,50,none,15,2186413,2191390
100,EC_only,pokemon,d,11,cs_40_neg_task,11_mittel.png,neg,critical,40,none,3,2193679,2199049
100,EC_only,pokemon,d,12,cs_50_pos_task,25_mittel.png,pos,critical,50,none,2,2201337,2204358
100,EC_only,pokemon,d,13,cs_40_pos_none,7_mittel.png,pos,critical,40,none,3,2206650,2209313
100,EC_only,pokemon,d,14,filler_50_neu_none,39_mittel.png,neu,filler,50,none,0,2211604,2214455
100,EC_only,pokemon,d,15,control_1000_neg_none_2,2_mittel.png,neg,control,1000,none,19,2216742,2219129
100,EC_only,pokemon,d,16,filler_40_neu_task,40_mittel.png,neu,filler,40,none,9,2221419,2225542
100,EC_only,pokemon,d,17,cs_40_neg_none,9_mittel.png,neg,critical,40,none,4,2227829,2230380
