subject_nr,trial_nr,block,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
120,0,1,1,EC_subj,nonword,c,cs_w_us,40,neutral,none,usfirst,right,left,yes,filler_40_neu_none,some us,Schrank,minair,word,word,us,maskedcs,#969696,0,maske_8.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,262487,263390,264291,264394,264436,NA,NA,NA,NA,NA,NA,NA,NA,264488
120,1,1,1,EC_subj,nonword,c,critical,40,pos,none,usfirst,left,right,yes,cs_40_pos_none,some us,hesire,8080.png,word,picture,maskedcs,us,#969696,0,maske_2.png,maske_12.png,no,no,no,1000,NA,NA,NA,NA,265592,266494,267395,267498,267540,NA,NA,NA,NA,NA,NA,NA,NA,267592
120,2,1,1,EC_subj,nonword,c,cs_w_us,40,neutral,subjective,usfirst,left,right,yes,filler_40_neu_task,some us,tavoo,Kreis,word,word,maskedcs,us,#969696,0,maske_9.png,maske_12.png,no,no,no,250,NA,NA,NA,NA,268558,269460,270361,270464,270506,NA,270556,yes,no,no,no,no,no,277959
120,3,1,1,EC_subj,nonword,c,critical,40,neg,none,usfirst,right,left,yes,cs_40_neg_none,some us,Betrug,roosle,word,word,us,maskedcs,#969696,0,maske_12.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,278926,279828,280730,280832,280874,NA,NA,NA,NA,NA,NA,NA,NA,280926
120,4,1,1,EC_subj,nonword,c,us_w_us,999,neg-pos,none,none,none,both,no,none,none,2141.png,Familie,picture,word,us,us,#000000,999,maske_4.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,281840,NA,NA,NA,NA,NA,NA,NA,NA,NA,283844
120,5,1,1,EC_subj,nonword,c,us_alone,999,neutral,none,none,none,left,no,none,none,Tuch,none,word,none,us,none,#000000,999,maske_7.png,maske_10.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,284682,NA,NA,NA,NA,NA,NA,NA,NA,NA,286684
120,6,1,1,EC_subj,nonword,c,cs_alone,1000,none,none,none,right,none,no,filler_1000_neu_none_2,none,none,naptor,none,word,none,controlcs,#000000,999,maske_3.png,maske_8.png,no,yes_right,no,250,NA,NA,NA,NA,NA,NA,NA,287526,NA,NA,NA,NA,NA,NA,NA,NA,NA,288528
120,7,1,1,EC_subj,nonword,c,cswcs,50,none,none,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_1,coskie,avouco,word,word,maskedcs,controlcs,#969696,1500,maske_3.png,maske_10.png,yes_left,no,no,250,NA,NA,NA,NA,NA,289523,290424,290527,290579,290631,NA,NA,NA,NA,NA,NA,NA,292133
120,8,1,1,EC_subj,nonword,c,cs_alone,1000,none,none,none,right,none,no,o_filler_1000_neu_none_2,none,none,2_mittel.png,none,picture,none,controlcs,#000000,999,fmaske_8.png,fmaske_4.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,292948,NA,NA,NA,NA,NA,NA,NA,NA,NA,293951
120,9,1,1,EC_subj,nonword,c,us_alone,999,pos,none,none,none,left,no,none,none,7230.png,none,picture,none,us,none,#000000,999,maske_8.png,maske_9.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,294830,NA,NA,NA,NA,NA,NA,NA,NA,NA,296833
