subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
131,EC_subj,pokemon,d,0,filler_40_neu_task,25_mittel.png,neu,filler,40,subjective,no,no,no,yes,2609542,2615116
131,EC_subj,pokemon,d,1,cs_50_neg_none,17_mittel.png,neg,critical,50,none,no,no,yes,no,2616427,2619520
131,EC_subj,pokemon,d,2,cs_40_pos_task,10_mittel.png,pos,critical,40,subjective,no,no,no,yes,2620829,2623594
131,EC_subj,pokemon,d,3,control_1000_pos_none,16_mittel.png,pos,control,1000,none,no,no,no,yes,2624904,2626675
131,EC_subj,pokemon,d,4,cs_40_pos_none,2_mittel.png,pos,critical,40,none,no,no,no,yes,2627984,2630641
131,EC_subj,pokemon,d,5,cs_50_neg_task,15_mittel.png,neg,critical,50,subjective,yes,no,no,no,2631950,2633685
131,EC_subj,pokemon,d,6,filler_1000_neu_none_2,18_mittel.png,neu,filler,1000,none,yes,no,no,no,2634995,2639713
131,EC_subj,pokemon,d,7,cs_40_neg_task,40_mittel.png,neg,critical,40,subjective,no,no,no,yes,2641023,2642512
131,EC_subj,pokemon,d,8,filler_40_neu_none,23_mittel.png,neu,filler,40,none,no,yes,no,no,2643821,2645635
131,EC_subj,pokemon,d,9,cs_50_pos_task,5_mittel.png,pos,critical,50,subjective,no,no,no,yes,2646954,2649297
131,EC_subj,pokemon,d,10,cs_50_pos_none,39_mittel.png,pos,critical,50,none,no,no,no,yes,2650607,2652051
131,EC_subj,pokemon,d,11,filler_50_neu_task,4_mittel.png,neu,filler,50,subjective,no,no,yes,no,2653361,2655066
131,EC_subj,pokemon,d,12,filler_50_neu_none,22_mittel.png,neu,filler,50,none,no,no,no,yes,2656376,2658113
131,EC_subj,pokemon,d,13,control_1000_pos_none_2,7_mittel.png,pos,control,1000,none,yes,no,no,no,2659423,2663417
131,EC_subj,pokemon,d,14,control_1000_neg_none,11_mittel.png,neg,control,1000,none,no,no,no,yes,2664727,2665947
131,EC_subj,pokemon,d,15,filler_1000_neu_none_1,37_mittel.png,neu,filler,1000,none,yes,no,no,no,2667258,2670498
131,EC_subj,pokemon,d,16,cs_40_neg_none,24_mittel.png,neg,critical,40,none,no,no,no,yes,2671808,2673674
131,EC_subj,pokemon,d,17,control_1000_neg_none_2,9_mittel.png,neg,control,1000,none,no,no,no,yes,2674983,2676606
