subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
119,EC_only,nonword,c,0,cs_40_pos_task,naptor,pos,critical,40,none,no,no,no,yes,2197790,2202065
119,EC_only,nonword,c,1,cs_40_neg_task,hesire,neg,critical,40,none,yes,no,no,no,2203377,2209569
119,EC_only,nonword,c,2,control_1000_neg_none,zillie,neg,control,1000,none,no,no,yes,no,2210880,2214490
119,EC_only,nonword,c,3,filler_40_neu_none,tavoo,neu,filler,40,none,no,no,no,yes,2215812,2217458
119,EC_only,nonword,c,4,cs_50_pos_task,roosle,pos,critical,50,none,no,no,no,yes,2218769,2222897
119,EC_only,nonword,c,5,cs_40_pos_none,parlic,pos,critical,40,none,yes,no,no,no,2224209,2230433
119,EC_only,nonword,c,6,filler_1000_neu_none_1,coskie,neu,filler,1000,none,no,no,yes,no,2231745,2234906
119,EC_only,nonword,c,7,filler_50_neu_none,makan,neu,filler,50,none,no,yes,no,no,2236217,2237689
119,EC_only,nonword,c,8,cs_50_pos_none,tafta,pos,critical,50,none,no,no,no,yes,2239001,2246985
119,EC_only,nonword,c,9,cs_50_neg_task,lobee,neg,critical,50,none,no,no,no,yes,2248297,2250625
119,EC_only,nonword,c,10,control_1000_pos_none,babit,pos,control,1000,none,yes,no,no,no,2251938,2256393
119,EC_only,nonword,c,11,control_1000_neg_none_2,pubio,neg,control,1000,none,no,yes,no,no,2257704,2260049
119,EC_only,nonword,c,12,filler_40_neu_task,teutos,neu,filler,40,none,no,no,no,yes,2261362,2263777
119,EC_only,nonword,c,13,filler_1000_neu_none_2,avouco,neu,filler,1000,none,no,no,yes,no,2265087,2267537
119,EC_only,nonword,c,14,filler_50_neu_task,minair,neu,filler,50,none,no,no,no,yes,2268849,2272666
119,EC_only,nonword,c,15,cs_40_neg_none,seloom,neg,critical,40,none,no,no,no,yes,2273978,2275961
119,EC_only,nonword,c,16,control_1000_pos_none_2,altine,pos,control,1000,none,no,no,yes,no,2277272,2280049
119,EC_only,nonword,c,17,cs_50_neg_none,trelle,neg,critical,50,none,no,no,no,yes,2281360,2283873
