subject_nr,trial_nr,block,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
99,0,1,1,EC_subj,pokemon,d,critical,40,neg,none,usfirst,right,left,yes,cs_40_neg_none,some us,Ekel,39_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_7.png,fmaske_7.png,no,no,no,1000,NA,NA,NA,NA,236657,237559,238460,238563,238605,NA,NA,NA,NA,NA,NA,NA,NA,238657
99,1,1,1,EC_subj,pokemon,d,critical,50,neg,subjective,usfirst,left,right,yes,cs_50_neg_task,some us,16_mittel.png,6570.1.png,picture,picture,maskedcs,us,#969696,0,fmaske_10.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,239700,240603,241504,241607,241659,NA,241709,yes,no,no,no,no,no,245512
99,2,1,1,EC_subj,pokemon,d,cs_alone,50,none,none,none,right,none,yes,o_filler_50_neu_none,none,none,roosle,none,word,none,maskedcs,#969696,999,maske_12.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,NA,246368,247270,247372,247424,NA,NA,NA,NA,NA,NA,NA,NA,247476
99,3,1,1,EC_subj,pokemon,d,cs_w_us,50,neutral,subjective,usfirst,right,left,yes,filler_50_neu_task,some us,neu7080.png,37_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_9.png,fmaske_8.png,yes_right,no,no,250,NA,NA,NA,NA,248518,249420,250321,250424,250476,NA,250526,yes,no,no,no,no,no,253015
99,4,1,1,EC_subj,pokemon,d,control,1000,neg,none,csfirst,left,right,no,control_1000_neg_none,some us,25_mittel.png,9404.png,picture,picture,controlcs,us,#000000,600,fmaske_10.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,254008,NA,255010,NA,NA,NA,NA,NA,NA,NA,255612
99,5,1,1,EC_subj,pokemon,d,cs_alone,1000,none,none,none,right,none,no,filler_1000_neu_none_2,none,none,2_mittel.png,none,picture,none,controlcs,#000000,999,fmaske_11.png,fmaske_2.png,no,yes_right,no,1000,NA,NA,NA,NA,NA,NA,NA,256438,NA,NA,NA,NA,NA,NA,NA,NA,NA,257441
99,6,1,1,EC_subj,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,neu7187.png,none,picture,none,us,none,#000000,999,fmaske_12.png,fmaske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,258313,NA,NA,NA,NA,NA,NA,NA,NA,NA,260315
99,7,1,1,EC_subj,pokemon,d,us_w_us,999,neu-neu,none,none,none,both,no,none,none,Lampe,neu5395.png,word,picture,us,us,#000000,999,fmaske_7.png,fmaske_5.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,261236,NA,NA,NA,NA,NA,NA,NA,NA,NA,263241
99,8,1,1,EC_subj,pokemon,d,us_w_us,999,neg-neg,none,none,none,both,no,none,none,Sucht,6838.png,word,picture,us,us,#000000,999,fmaske_7.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,264179,NA,NA,NA,NA,NA,NA,NA,NA,NA,266181
99,9,1,1,EC_subj,pokemon,d,cswcs,70,none,none,csfirst,right,left,yes,filler_50_neu_task,o_filler_1000_neu_none_2,minair,21_dunkel.png,word,picture,controlcs,maskedcs,#969696,1500,fmaske_4.png,fmaske_6.png,yes_right,no,yes,0,None,267128,269761,271661,NA,267131,268032,268135,268207,268259,NA,NA,NA,NA,NA,NA,NA,271663
99,10,1,1,EC_subj,pokemon,d,cs_w_us,50,neutral,subjective,usfirst,left,right,yes,filler_50_neu_task,some us,37_mittel.png,neu7830.png,picture,picture,maskedcs,us,#969696,0,fmaske_7.png,fmaske_5.png,yes_left,no,no,250,NA,NA,NA,NA,272755,273657,274559,274661,274713,NA,274763,yes,no,no,no,no,no,277287
99,11,1,1,EC_subj,pokemon,d,us_w_us,999,neu-neu,none,none,none,both,no,none,none,Hand,neu7004.png,word,picture,us,us,#000000,999,fmaske_4.png,fmaske_2.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,278221,NA,NA,NA,NA,NA,NA,NA,NA,NA,280223
99,12,1,1,EC_subj,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,neu7640.png,none,picture,none,us,none,#000000,999,fmaske_1.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,281097,NA,NA,NA,NA,NA,NA,NA,NA,NA,283099
99,13,1,1,EC_subj,pokemon,d,control,1000,neg,none,usfirst,right,left,no,control_1000_neg_none_2,some us,9430.png,23_mittel.png,picture,picture,us,controlcs,#000000,0,fmaske_12.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,284018,NA,NA,285020,NA,NA,NA,NA,NA,NA,NA,NA,NA,286023
99,14,1,1,EC_subj,pokemon,d,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none,some us,11_mittel.png,5594.png,picture,picture,controlcs,us,#000000,0,fmaske_3.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,287007,NA,NA,288009,NA,NA,NA,NA,NA,NA,NA,NA,NA,289012
99,15,1,1,EC_subj,pokemon,d,cs_w_us,40,neutral,subjective,usfirst,right,left,yes,filler_40_neu_task,some us,Schrank,4_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_9.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,289953,290855,291756,291859,291901,NA,291951,no,yes,no,no,no,no,297145
99,16,1,1,EC_subj,pokemon,d,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none_2,some us,9_mittel.png,1650.png,picture,picture,controlcs,us,#000000,0,fmaske_2.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,298130,NA,NA,299133,NA,NA,NA,NA,NA,NA,NA,NA,NA,300136
99,17,1,1,EC_subj,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,Knopf,none,word,none,us,none,#000000,999,fmaske_6.png,fmaske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,300977,NA,NA,NA,NA,NA,NA,NA,NA,NA,302980
99,18,1,1,EC_subj,pokemon,d,us_w_us,999,neg-pos,none,none,none,both,no,none,none,9630.png,8200.png,picture,picture,us,us,#000000,999,fmaske_4.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,303923,NA,NA,NA,NA,NA,NA,NA,NA,NA,305925
99,19,1,1,EC_subj,pokemon,d,control,1000,neg,none,usfirst,left,right,no,control_1000_neg_none_2,some us,23_mittel.png,9830.png,picture,picture,controlcs,us,#000000,0,fmaske_6.png,fmaske_9.png,no,no,no,1000,NA,NA,NA,NA,306899,NA,NA,307901,NA,NA,NA,NA,NA,NA,NA,NA,NA,308904
99,20,1,1,EC_subj,pokemon,d,cswcs,40,none,none,csfirst,right,left,yes,filler_40_neu_none,filler_1000_neu_none_2,2_mittel.png,22_mittel.png,picture,picture,controlcs,maskedcs,#969696,1500,fmaske_10.png,fmaske_3.png,no,yes_left,no,250,NA,NA,NA,NA,NA,309793,310694,310797,310839,310891,NA,NA,NA,NA,NA,NA,NA,312393
99,21,1,1,EC_subj,pokemon,d,critical,50,neg,none,csfirst,right,left,yes,cs_50_neg_none,some us,Teufel,7_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_1.png,fmaske_4.png,no,no,no,1000,NA,NA,NA,NA,NA,313348,314249,314352,314404,314456,NA,NA,NA,NA,NA,NA,NA,315958
99,22,1,1,EC_subj,pokemon,d,us_alone,999,neg,none,none,none,right,no,none,none,none,9400.png,none,picture,none,us,#000000,999,fmaske_5.png,fmaske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,316840,NA,NA,NA,NA,NA,NA,NA,NA,NA,318843
99,23,1,1,EC_subj,pokemon,d,control,1000,pos,none,csfirst,left,right,no,control_1000_pos_none_2,some us,9_mittel.png,4606.png,picture,picture,controlcs,us,#000000,600,fmaske_2.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,319788,NA,320791,NA,NA,NA,NA,NA,NA,NA,321393
99,24,1,1,EC_subj,pokemon,d,cs_w_us,40,neutral,none,usfirst,right,left,yes,filler_40_neu_none,some us,Kreis,22_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_11.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,322332,323234,324135,324238,324280,NA,NA,NA,NA,NA,NA,NA,NA,324332
99,25,1,1,EC_subj,pokemon,d,cs_alone,40,none,subjective,none,left,none,yes,filler_40_neu_task,none,4_mittel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_9.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,NA,325160,326061,326164,326206,NA,326256,yes,no,no,no,no,no,332616
99,26,1,1,EC_subj,pokemon,d,cs_alone,1000,none,none,none,right,none,no,filler_1000_neu_none_2,none,none,21_dunkel.png,none,picture,none,controlcs,#000000,999,fmaske_11.png,fmaske_2.png,no,yes_right,yes,0,space,333430,334435,335435,NA,NA,NA,333433,NA,NA,NA,NA,NA,NA,NA,NA,NA,335438
99,27,1,1,EC_subj,pokemon,d,critical,50,neg,subjective,csfirst,right,left,yes,cs_50_neg_task,some us,Betrug,16_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_3.png,fmaske_5.png,no,no,no,250,NA,NA,NA,NA,NA,336356,337257,337360,337412,337464,338964,no,no,no,no,no,yes,344776
99,28,1,1,EC_subj,pokemon,d,cs_alone,1000,none,none,none,left,none,no,filler_1000_neu_none_1,none,10_mittel.png,none,picture,none,controlcs,none,#000000,999,fmaske_8.png,fmaske_6.png,no,yes_left,no,250,NA,NA,NA,NA,NA,NA,NA,345592,NA,NA,NA,NA,NA,NA,NA,NA,NA,346595
