subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
86,0,1,EC_subj,pokemon,d,cs_w_us,1000,neutral,none,usfirst,left,right,no,filler_1000_neu_none_2,some us,19_dunkel.png,Linie,picture,word,controlcs,us,#000000,0,fmaske_12.png,fmaske_9.png,no,yes_left,yes,0,space,2839520,2841527,2842527,2839523,NA,NA,2840525,NA,NA,NA,NA,NA,NA,NA,NA,NA,2842530
86,1,1,EC_subj,pokemon,d,cs_w_us,50,neutral,none,csfirst,left,right,yes,o_filler_50_neu_none,some us,zillie,neu7820.png,word,picture,maskedcs,us,#969696,1500,maske_4.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,2843543,2844444,2844547,2844599,2844651,NA,NA,NA,NA,NA,NA,NA,2846153
86,2,1,EC_subj,pokemon,d,cs_alone,40,none,objective,none,left,none,yes,filler_40_neu_task,none,40_mittel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_11.png,fmaske_9.png,no,no,no,250,NA,NA,NA,NA,NA,2846994,2847895,2847998,2848040,NA,2848090,no,yes,no,no,no,no,2850585
86,3,1,EC_subj,pokemon,d,cs_w_us,50,neutral,objective,usfirst,left,right,yes,filler_50_neu_task,some us,5_mittel.png,neu5510.png,picture,picture,maskedcs,us,#969696,0,fmaske_6.png,fmaske_8.png,yes_left,no,no,250,NA,NA,NA,NA,2851636,2852538,2853440,2853542,2853594,NA,2853644,no,no,yes,no,no,no,2855585
86,4,1,EC_subj,pokemon,d,us_w_us,999,neu-neu,none,none,none,both,no,none,none,Knopf,neu7490.png,word,picture,us,us,#000000,999,fmaske_2.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2856508,NA,NA,NA,NA,NA,NA,NA,NA,NA,2858510
86,5,1,EC_subj,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,Hand,none,word,none,us,none,#000000,999,fmaske_8.png,fmaske_10.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2859355,NA,NA,NA,NA,NA,NA,NA,NA,NA,2861357
86,6,1,EC_subj,pokemon,d,cs_w_us,1000,neutral,none,csfirst,left,right,no,o_filler_1000_neu_none_2,some us,hesire,Hand,word,word,controlcs,us,#000000,600,maske_1.png,maske_9.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2862282,NA,2863284,NA,NA,NA,NA,NA,NA,NA,2863887
86,7,1,EC_subj,pokemon,d,us_alone,999,neutral,none,none,none,left,no,none,none,neu5510.png,none,picture,none,us,none,#000000,999,fmaske_4.png,fmaske_1.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2864762,NA,NA,NA,NA,NA,NA,NA,NA,NA,2866764
86,8,1,EC_subj,pokemon,d,cswcs,50,none,objective,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_2,39_mittel.png,17_mittel.png,picture,picture,maskedcs,controlcs,#969696,1500,fmaske_4.png,fmaske_5.png,yes_left,no,no,1000,NA,NA,NA,NA,NA,2867667,2868569,2868671,2868723,2868775,2870275,no,no,yes,no,no,no,2883105
86,9,1,EC_subj,pokemon,d,control,1000,neg,none,csfirst,left,right,no,control_1000_neg_none,some us,10_mittel.png,Absturz,picture,word,controlcs,us,#000000,600,fmaske_2.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2884019,NA,2885021,NA,NA,NA,NA,NA,NA,NA,2885624
