subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
140,EC_only,pokemon,d,0,cs_50_neg_none,40_mittel.png,neg,critical,50,none,12,2114528,2120639
140,EC_only,pokemon,d,1,cs_50_neg_task,2_mittel.png,neg,critical,50,none,3,2122959,2125593
140,EC_only,pokemon,d,2,cs_40_neg_none,37_mittel.png,neg,critical,40,none,6,2127970,2131137
140,EC_only,pokemon,d,3,control_1000_pos_none,24_mittel.png,pos,control,1000,none,17,2133426,2135663
140,EC_only,pokemon,d,4,filler_1000_neu_none_2,25_mittel.png,neu,filler,1000,none,9,2137956,2140041
140,EC_only,pokemon,d,5,control_1000_pos_none_2,5_mittel.png,pos,control,1000,none,13,2142330,2145194
140,EC_only,pokemon,d,6,filler_1000_neu_none_1,9_mittel.png,neu,filler,1000,none,9,2147489,2149000
140,EC_only,pokemon,d,7,cs_40_neg_task,22_mittel.png,neg,critical,40,none,15,2151290,2154826
140,EC_only,pokemon,d,8,control_1000_neg_none_2,15_mittel.png,neg,control,1000,none,15,2157117,2159025
140,EC_only,pokemon,d,9,filler_50_neu_task,7_mittel.png,neu,filler,50,none,4,2161315,2163289
140,EC_only,pokemon,d,10,filler_40_neu_task,17_mittel.png,neu,filler,40,none,8,2165582,2167511
140,EC_only,pokemon,d,11,cs_40_pos_none,4_mittel.png,pos,critical,40,none,10,2169805,2171223
140,EC_only,pokemon,d,12,cs_40_pos_task,23_mittel.png,pos,critical,40,none,13,2173514,2175512
140,EC_only,pokemon,d,13,cs_50_pos_task,18_mittel.png,pos,critical,50,none,8,2177802,2180623
140,EC_only,pokemon,d,14,cs_50_pos_none,10_mittel.png,pos,critical,50,none,3,2182912,2185072
140,EC_only,pokemon,d,15,control_1000_neg_none,39_mittel.png,neg,control,1000,none,17,2187371,2189391
140,EC_only,pokemon,d,16,filler_40_neu_none,16_mittel.png,neu,filler,40,none,8,2191684,2193360
140,EC_only,pokemon,d,17,filler_50_neu_none,11_mittel.png,neu,filler,50,none,19,2195651,2198026
