subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
76,EC_only,nonword,c,0,filler_1000_neu_none_1,parlic,neu,filler,1000,none,Schrank,word,neu2635.png,neu2487.png,neu7000.png,Lampe,Schrank,Tuch,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2233465,2244942
76,EC_only,nonword,c,1,control_1000_neg_none_2,minair,neg,control,1000,none,Absturz,word,9041.png,2750.png,6530.png,Absturz,Betrug,Mühe,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2245972,2251985
76,EC_only,nonword,c,2,cs_40_pos_task,seloom,pos,critical,40,none,2040.png,picture,8330.png,1440.png,2040.png,Strand,Musik,Rose,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2253014,2260144
76,EC_only,nonword,c,3,cs_50_neg_none,zillie,neg,critical,50,none,Stress,word,9041.png,9432.png,6838.png,Tyrann,Stress,Waffe,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2261173,2265686
76,EC_only,nonword,c,4,cs_40_neg_task,tafta,neg,critical,40,none,9041.png,picture,9041.png,3220.png,9000.png,Abgrund,AIDS,Ärger,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2266715,2272272
76,EC_only,nonword,c,5,control_1000_pos_none_2,teutos,pos,control,1000,none,5831.png,picture,8501.png,5831.png,5830.png,Familie,Paradies,Blume,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2273301,2279937
76,EC_only,nonword,c,6,control_1000_neg_none,tavoo,neg,control,1000,none,6570.1.png,picture,6570.1.png,9560.png,3300.png,Finsternis,Henker,Sadist,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2280969,2290248
76,EC_only,nonword,c,7,cs_50_pos_none,babit,pos,critical,50,none,Witz,word,8496.png,2160.png,8370.png,Paradies,Rose,Witz,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2291277,2295124
76,EC_only,nonword,c,8,cs_40_pos_none,roosle,pos,critical,40,none,Liebe,word,8540.png,2791.png,5910.png,Sommer,Liebe,Wärme,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2296153,2301432
76,EC_only,nonword,c,9,filler_50_neu_none,naptor,neu,filler,50,none,Linie,word,neu2620.png,neu7640.png,neu7820.png,Kreis,Sessel,Linie,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2302461,2312436
76,EC_only,nonword,c,10,control_1000_pos_none,pubio,pos,control,1000,none,2070.png,picture,2150.png,7230.png,2070.png,Himmel,Scherz,Lob,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2313465,2327093
76,EC_only,nonword,c,11,filler_1000_neu_none_2,hesire,neu,filler,1000,none,Kreis,word,neu2487.png,neu2580.png,neu7004.png,Knopf,Kreis,Schrank,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2328122,2335829
76,EC_only,nonword,c,12,cs_50_pos_task,trelle,pos,critical,50,none,Kinder,word,2091.png,2071.png,8496.png,Natur,Brief,Kinder,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2336858,2339075
76,EC_only,nonword,c,13,cs_40_neg_none,lobee,neg,critical,40,none,Mord,word,7380.png,9430.png,9180.png,Gemeinheit,Mord,Hass,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2340105,2344808
76,EC_only,nonword,c,14,cs_50_neg_task,altine,neg,critical,50,none,Geschwür,word,9041.png,2750.png,9220.png,Geschwür,Betrug,Ärger,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2345837,2362449
76,EC_only,nonword,c,15,filler_40_neu_none,coskie,neu,filler,40,none,Wand,word,neu5731.png,neu5395.png,neu7820.png,Wand,Tuch,Knopf,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2363479,2377004
76,EC_only,nonword,c,16,filler_40_neu_task,makan,neu,filler,40,none,neu7490.png,picture,neu7550.png,neu7490.png,neu2220.png,Dach,Schrank,Bein,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2378034,2383593
76,EC_only,nonword,c,17,filler_50_neu_task,avouco,neu,filler,50,none,Lampe,word,neu2620.png,neu7830.png,neu5510.png,Lampe,Schrank,Hand,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2384622,2389167
