subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
141,EC_only,pokemon,d,0,control_1000_neg_none_2,39_mittel.png,neg,control,1000,none,yes,no,no,no,2369306,2379607
141,EC_only,pokemon,d,1,filler_40_neu_task,15_mittel.png,neu,filler,40,none,no,no,no,yes,2380920,2385662
141,EC_only,pokemon,d,2,cs_50_neg_task,10_mittel.png,neg,critical,50,none,no,no,no,yes,2386974,2391271
141,EC_only,pokemon,d,3,control_1000_pos_none,40_mittel.png,pos,control,1000,none,no,yes,no,no,2392586,2400463
141,EC_only,pokemon,d,4,cs_40_neg_none,22_mittel.png,neg,critical,40,none,no,no,no,yes,2401776,2402943
141,EC_only,pokemon,d,5,cs_50_pos_none,18_mittel.png,pos,critical,50,none,no,yes,no,no,2404255,2406687
141,EC_only,pokemon,d,6,filler_1000_neu_none_2,9_mittel.png,neu,filler,1000,none,no,no,yes,no,2408000,2409760
141,EC_only,pokemon,d,7,cs_40_neg_task,4_mittel.png,neg,critical,40,none,no,no,no,yes,2411072,2413487
141,EC_only,pokemon,d,8,cs_50_neg_none,2_mittel.png,neg,critical,50,none,no,no,no,yes,2414799,2416727
141,EC_only,pokemon,d,9,cs_50_pos_task,37_mittel.png,pos,critical,50,none,no,yes,no,no,2418041,2419358
141,EC_only,pokemon,d,10,control_1000_neg_none,5_mittel.png,neg,control,1000,none,no,yes,no,no,2420671,2423479
141,EC_only,pokemon,d,11,cs_40_pos_task,25_mittel.png,pos,critical,40,none,no,no,no,yes,2424791,2427175
141,EC_only,pokemon,d,12,filler_1000_neu_none_1,11_mittel.png,neu,filler,1000,none,yes,no,no,no,2428488,2430471
141,EC_only,pokemon,d,13,control_1000_pos_none_2,24_mittel.png,pos,control,1000,none,no,no,yes,no,2431787,2435359
141,EC_only,pokemon,d,14,filler_50_neu_task,16_mittel.png,neu,filler,50,none,no,no,no,yes,2436672,2438894
141,EC_only,pokemon,d,15,filler_40_neu_none,17_mittel.png,neu,filler,40,none,no,no,no,yes,2440209,2442511
141,EC_only,pokemon,d,16,filler_50_neu_none,7_mittel.png,neu,filler,50,none,no,no,no,yes,2443823,2445911
141,EC_only,pokemon,d,17,cs_40_pos_none,23_mittel.png,pos,critical,40,none,no,no,no,yes,2447224,2448894
