subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
83,0,1,EC_subj,nonword,c,critical,50,pos,objective,csfirst,left,right,yes,cs_50_pos_task,some us,coskie,5994.png,word,picture,maskedcs,us,#969696,1500,maske_12.png,maske_10.png,no,no,no,250,NA,NA,NA,NA,NA,2608686,2609588,2609690,2609742,2609794,2611295,no,no,yes,no,no,no,2613788
83,1,1,EC_subj,nonword,c,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_task,some us,teutos,Freund,word,word,maskedcs,us,#969696,1500,maske_2.png,maske_10.png,no,no,no,250,NA,NA,NA,NA,NA,2614224,2615127,2615229,2615271,2615323,2616824,no,yes,no,no,no,no,2617756
83,2,1,EC_subj,nonword,c,cs_w_us,50,neutral,objective,usfirst,left,right,yes,filler_50_neu_none,some us,altine,Linie,word,word,maskedcs,us,#969696,0,maske_7.png,maske_12.png,yes_left,no,no,1000,NA,NA,NA,NA,2618195,2619097,2619999,2620101,2620154,NA,2620204,no,yes,no,no,no,no,2621294
83,3,1,EC_subj,nonword,c,cs_w_us,70,neutral,none,usfirst,left,right,yes,filler_50_neu_none,some us,itafy,neu7000.png,word,picture,maskedcs,us,#969696,0,maske_12.png,maske_4.png,yes_left,no,yes,0,space,2621847,2623882,2625782,2621851,2622754,2623656,2623758,2623830,NA,NA,NA,NA,NA,NA,NA,NA,2625785
83,4,1,EC_subj,nonword,c,critical,50,pos,objective,usfirst,right,left,yes,cs_50_pos_none,some us,Sommer,avouco,word,word,us,maskedcs,#969696,0,maske_9.png,maske_4.png,no,no,no,1000,NA,NA,NA,NA,2626224,2627127,2628029,2628131,2628184,NA,2628234,no,no,yes,no,no,no,2629618
83,5,1,EC_subj,nonword,c,us_alone,999,neutral,none,none,none,left,no,none,none,neu5395.png,none,picture,none,us,none,#000000,999,maske_7.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2630078,NA,NA,NA,NA,NA,NA,NA,NA,NA,2632081
83,6,1,EC_subj,nonword,c,control,1000,pos,none,csfirst,left,right,no,control_1000_pos_none_2,some us,seloom,Romantik,word,word,controlcs,us,#000000,600,maske_10.png,maske_8.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2632507,NA,2633510,NA,NA,NA,NA,NA,NA,NA,2634114
83,7,1,EC_subj,nonword,c,us_alone,999,neutral,none,none,none,left,no,none,none,neu2220.png,none,picture,none,us,none,#000000,999,maske_8.png,maske_3.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2634567,NA,NA,NA,NA,NA,NA,NA,NA,NA,2636570
83,8,1,EC_subj,nonword,c,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none_2,some us,2209.png,seloom,picture,word,us,controlcs,#000000,0,maske_4.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,2637064,NA,NA,2638066,NA,NA,NA,NA,NA,NA,NA,NA,NA,2639069
83,9,1,EC_subj,nonword,c,critical,50,pos,objective,usfirst,left,right,yes,cs_50_pos_none,some us,avouco,2071.png,word,picture,maskedcs,us,#969696,0,maske_5.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,2639612,2640514,2641416,2641518,2641571,NA,2641621,no,no,yes,no,no,no,2643069
