subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
83,EC_subj,nonword,c,0,filler_1000_neu_none_1,zillie,neu,filler,1000,none,no,no,no,yes,2365368,2370650
83,EC_subj,nonword,c,1,filler_50_neu_task,babit,neu,filler,50,subjective,no,no,no,yes,2371672,2375488
83,EC_subj,nonword,c,2,cs_40_pos_task,teutos,pos,critical,40,subjective,no,no,no,yes,2376511,2381209
83,EC_subj,nonword,c,3,filler_40_neu_none,trelle,neu,filler,40,none,no,no,no,yes,2382231,2383674
83,EC_subj,nonword,c,4,cs_50_pos_task,coskie,pos,critical,50,subjective,no,no,no,yes,2384697,2386771
83,EC_subj,nonword,c,5,cs_50_neg_task,naptor,neg,critical,50,subjective,no,no,no,yes,2387794,2388987
83,EC_subj,nonword,c,6,control_1000_neg_none,roosle,neg,control,1000,none,no,no,yes,no,2390010,2392630
83,EC_subj,nonword,c,7,cs_40_neg_none,makan,neg,critical,40,none,no,no,no,yes,2393652,2395325
83,EC_subj,nonword,c,8,cs_40_neg_task,minair,neg,critical,40,subjective,no,no,no,yes,2396347,2403123
83,EC_subj,nonword,c,9,filler_1000_neu_none_2,pubio,neu,filler,1000,none,no,yes,no,no,2404145,2414538
83,EC_subj,nonword,c,10,filler_50_neu_none,altine,neu,filler,50,none,no,no,no,yes,2415560,2417260
83,EC_subj,nonword,c,11,cs_40_pos_none,tavoo,pos,critical,40,none,no,no,no,yes,2418282,2419494
83,EC_subj,nonword,c,12,cs_50_pos_none,avouco,pos,critical,50,none,no,no,yes,no,2420516,2423871
83,EC_subj,nonword,c,13,cs_50_neg_none,parlic,neg,critical,50,none,no,no,no,yes,2424893,2426343
83,EC_subj,nonword,c,14,filler_40_neu_task,lobee,neu,filler,40,subjective,no,no,no,yes,2427365,2428681
83,EC_subj,nonword,c,15,control_1000_pos_none,hesire,pos,control,1000,none,yes,no,no,no,2429703,2430732
83,EC_subj,nonword,c,16,control_1000_neg_none_2,tafta,neg,control,1000,none,yes,no,no,no,2431754,2434498
83,EC_subj,nonword,c,17,control_1000_pos_none_2,seloom,pos,control,1000,none,no,no,yes,no,2435520,2439779
