subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
117,EC_only,pokemon,d,0,control_1000_neg_none,37_mittel.png,neg,control,1000,none,9,2053434,2057934
117,EC_only,pokemon,d,1,cs_50_neg_task,25_mittel.png,neg,critical,50,none,9,2060278,2069174
117,EC_only,pokemon,d,2,cs_40_pos_task,15_mittel.png,pos,critical,40,none,17,2071489,2075086
117,EC_only,pokemon,d,3,filler_50_neu_task,40_mittel.png,neu,filler,50,none,14,2077404,2083380
117,EC_only,pokemon,d,4,cs_50_neg_none,23_mittel.png,neg,critical,50,none,15,2085694,2089806
117,EC_only,pokemon,d,5,cs_40_neg_none,7_mittel.png,neg,critical,40,none,19,2092124,2094910
117,EC_only,pokemon,d,6,control_1000_pos_none_2,22_mittel.png,pos,control,1000,none,15,2097225,2100757
117,EC_only,pokemon,d,7,filler_1000_neu_none_2,39_mittel.png,neu,filler,1000,none,16,2103078,2107829
117,EC_only,pokemon,d,8,filler_40_neu_none,2_mittel.png,neu,filler,40,none,18,2110142,2112734
117,EC_only,pokemon,d,9,filler_1000_neu_none_1,5_mittel.png,neu,filler,1000,none,10,2115050,2120165
117,EC_only,pokemon,d,10,cs_40_neg_task,16_mittel.png,neg,critical,40,none,7,2122478,2125264
117,EC_only,pokemon,d,11,control_1000_neg_none_2,18_mittel.png,neg,control,1000,none,15,2127584,2131565
117,EC_only,pokemon,d,12,filler_40_neu_task,10_mittel.png,neu,filler,40,none,11,2133875,2137365
117,EC_only,pokemon,d,13,control_1000_pos_none,4_mittel.png,pos,control,1000,none,17,2139678,2142326
117,EC_only,pokemon,d,14,cs_40_pos_none,17_mittel.png,pos,critical,40,none,12,2144664,2149004
117,EC_only,pokemon,d,15,filler_50_neu_none,24_mittel.png,neu,filler,50,none,15,2151316,2155397
117,EC_only,pokemon,d,16,cs_50_pos_none,9_mittel.png,pos,critical,50,none,10,2157713,2163325
117,EC_only,pokemon,d,17,cs_50_pos_task,11_mittel.png,pos,critical,50,none,13,2165638,2168469
