subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
119,EC_only,nonword,c,0,cs_50_neg_task,lobee,neg,critical,50,none,2141.png,picture,2141.png,9421.png,2900.png,Hektik,Sucht,Neid,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2308875,2318514
119,EC_only,nonword,c,1,control_1000_pos_none_2,altine,pos,control,1000,none,1463.png,picture,7330.png,1463.png,8420.png,Leben,Kunst,Fete,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2319917,2326589
119,EC_only,nonword,c,2,cs_50_neg_none,trelle,neg,critical,50,none,9432.png,picture,6530.png,9432.png,9404.png,Geschwür,Folter,Eiter,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2327976,2335956
119,EC_only,nonword,c,3,filler_50_neu_task,minair,neu,filler,50,none,Sessel,word,neu5395.png,neu7550.png,neu7820.png,Klinke,Wand,Sessel,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2337344,2340973
119,EC_only,nonword,c,4,cs_50_pos_none,tafta,pos,critical,50,none,Kuss,word,5910.png,8190.png,1463.png,Natur,Geburt,Kuss,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2342364,2349140
119,EC_only,nonword,c,5,control_1000_neg_none,zillie,neg,control,1000,none,Kälte,word,9830.png,2141.png,9265.png,Geschwür,Mord,Kälte,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2350548,2361094
119,EC_only,nonword,c,6,control_1000_pos_none,babit,pos,control,1000,none,8170.png,picture,7330.png,8170.png,8330.png,Paradies,Wärme,Fete,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2362490,2366820
119,EC_only,nonword,c,7,cs_40_pos_task,naptor,pos,critical,40,none,Mutter,word,8496.png,2208.png,1999.png,Kuss,Musik,Mutter,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2368204,2372713
119,EC_only,nonword,c,8,cs_50_pos_task,roosle,pos,critical,50,none,Natur,word,2311.png,4622.png,7502.png,Natur,Ruhe,Spaß,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2374088,2379578
119,EC_only,nonword,c,9,filler_1000_neu_none_2,avouco,neu,filler,1000,none,neu2575.png,picture,neu2635.png,neu7820.png,neu2575.png,Hand,Sessel,Klinke,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2380952,2389645
119,EC_only,nonword,c,10,cs_40_neg_task,hesire,neg,critical,40,none,9560.png,picture,9000.png,9421.png,9560.png,Gemeinheit,Gewalt,Abgas,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2391029,2399341
119,EC_only,nonword,c,11,filler_1000_neu_none_1,coskie,neu,filler,1000,none,neu7550.png,picture,neu7233.png,neu7550.png,neu7000.png,Knopf,Schrank,Bein,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2400727,2407181
119,EC_only,nonword,c,12,filler_50_neu_none,makan,neu,filler,50,none,neu7000.png,picture,neu7820.png,neu7000.png,neu2487.png,Wand,Klinke,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2408552,2411411
119,EC_only,nonword,c,13,cs_40_neg_none,seloom,neg,critical,40,none,Betrug,word,9560.png,2276.png,9830.png,Betrug,Finsternis,Teufel,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2412789,2421484
119,EC_only,nonword,c,14,cs_40_pos_none,parlic,pos,critical,40,none,Sommer,word,5994.png,4220.png,1710.png,Frieden,Sommer,Geburt,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2422889,2429734
119,EC_only,nonword,c,15,control_1000_neg_none_2,pubio,neg,control,1000,none,Folter,word,9435.png,6020.png,7380.png,Hass,Folter,Hektik,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2431136,2438437
119,EC_only,nonword,c,16,filler_40_neu_task,teutos,neu,filler,40,none,neu2635.png,picture,neu2220.png,neu2635.png,neu7004.png,Tuch,Linie,Schrank,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2439811,2447236
119,EC_only,nonword,c,17,filler_40_neu_none,tavoo,neu,filler,40,none,neu7187.png,picture,neu2487.png,neu2580.png,neu7187.png,Wand,Linie,Lampe,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2448604,2451722
