subject_nr,trial_nr,block,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
85,0,1,1,EC_only,nonword,c,cs_alone,70,none,none,none,right,none,yes,filler_50_neu_task,none,none,unuoll,none,word,none,maskedcs,#969696,999,maske_9.png,maske_5.png,yes_right,no,yes,0,None,204800,205931,207831,NA,204802,205704,205807,205879,NA,NA,NA,NA,NA,NA,NA,NA,207850
85,1,1,1,EC_only,nonword,c,cs_w_us,1000,neutral,none,usfirst,left,right,no,filler_1000_neu_none_2,some us,altine,Wand,word,word,controlcs,us,#000000,0,maske_2.png,maske_1.png,no,yes_left,no,1000,NA,NA,NA,NA,208779,NA,NA,209782,NA,NA,NA,NA,NA,NA,NA,NA,NA,210785
85,2,1,1,EC_only,nonword,c,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none,some us,naptor,Liebe,word,word,controlcs,us,#000000,0,maske_12.png,maske_3.png,no,no,no,250,NA,NA,NA,NA,211704,NA,NA,212706,NA,NA,NA,NA,NA,NA,NA,NA,NA,213709
85,3,1,1,EC_only,nonword,c,us_w_us,999,neg-neg,none,none,none,both,no,none,none,Kälte,9830.png,word,picture,us,us,#000000,999,maske_9.png,maske_5.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,214654,NA,NA,NA,NA,NA,NA,NA,NA,NA,216657
85,4,1,1,EC_only,nonword,c,cs_alone,50,none,none,none,right,none,yes,filler_50_neu_none,none,none,trelle,none,word,none,maskedcs,#969696,999,maske_11.png,maske_10.png,yes_right,no,no,250,NA,NA,NA,NA,NA,217519,218420,218523,218575,NA,NA,NA,NA,NA,NA,NA,NA,218627
85,5,1,1,EC_only,nonword,c,critical,40,neg,none,usfirst,right,left,yes,cs_40_neg_none,some us,Abgrund,tavoo,word,word,us,maskedcs,#969696,0,maske_5.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,219606,220508,221409,221512,221554,NA,NA,NA,NA,NA,NA,NA,NA,221606
85,6,1,1,EC_only,nonword,c,control,1000,pos,none,csfirst,left,right,no,control_1000_pos_none_2,some us,parlic,Blume,word,word,controlcs,us,#000000,600,maske_9.png,maske_4.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,222531,NA,223533,NA,NA,NA,NA,NA,NA,NA,224135
85,7,1,1,EC_only,nonword,c,us_w_us,999,neg-neg,none,none,none,both,no,none,none,6242.png,Abgas,picture,word,us,us,#000000,999,maske_7.png,maske_2.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,225060,NA,NA,NA,NA,NA,NA,NA,NA,NA,227062
85,8,1,1,EC_only,nonword,c,control,1000,neg,none,usfirst,right,left,no,control_1000_neg_none_2,some us,2750.png,seloom,picture,word,us,controlcs,#000000,0,maske_4.png,maske_3.png,no,no,no,250,NA,NA,NA,NA,228061,NA,NA,229063,NA,NA,NA,NA,NA,NA,NA,NA,NA,230067
85,9,1,1,EC_only,nonword,c,cs_w_us,70,neutral,none,usfirst,right,left,yes,filler_50_neu_task,some us,Hand,unuoll,word,word,us,maskedcs,#969696,0,maske_10.png,maske_1.png,yes_right,no,yes,0,None,231041,233074,234974,231044,231946,232847,232950,233022,NA,NA,NA,NA,NA,NA,NA,NA,234976
85,10,1,1,EC_only,nonword,c,critical,40,pos,none,usfirst,right,left,yes,cs_40_pos_none,some us,1650.png,pubio,picture,word,us,maskedcs,#969696,0,maske_11.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,236141,237044,237945,238048,238090,NA,NA,NA,NA,NA,NA,NA,NA,238142
85,11,1,1,EC_only,nonword,c,cs_w_us,1000,neutral,none,csfirst,right,left,no,o_filler_1000_neu_none_1,some us,Klinke,39_mittel.png,word,picture,us,controlcs,#000000,600,fmaske_5.png,fmaske_11.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,239042,NA,240045,NA,NA,NA,NA,NA,NA,NA,240647
85,12,1,1,EC_only,nonword,c,control,1000,pos,none,csfirst,left,right,no,control_1000_pos_none,some us,naptor,1440.png,word,picture,controlcs,us,#000000,600,maske_9.png,maske_2.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,241663,NA,242666,NA,NA,NA,NA,NA,NA,NA,243268
85,13,1,1,EC_only,nonword,c,us_alone,999,neutral,none,none,none,right,no,none,none,none,Tuch,none,word,none,us,#000000,999,maske_9.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,244099,NA,NA,NA,NA,NA,NA,NA,NA,NA,246101
85,14,1,1,EC_only,nonword,c,critical,40,neg,none,usfirst,right,left,yes,cs_40_neg_task,some us,9421.png,teutos,picture,word,us,maskedcs,#969696,0,maske_11.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,247205,248107,249009,249111,249153,NA,NA,NA,NA,NA,NA,NA,NA,249205
85,15,1,1,EC_only,nonword,c,critical,50,pos,none,usfirst,right,left,yes,cs_50_pos_task,some us,Freund,minair,word,word,us,maskedcs,#969696,0,maske_2.png,maske_3.png,no,no,no,250,NA,NA,NA,NA,250174,251076,251977,252080,252132,NA,NA,NA,NA,NA,NA,NA,NA,252184
85,16,1,1,EC_only,nonword,c,critical,50,pos,none,usfirst,right,left,yes,cs_50_pos_none,some us,Glück,makan,word,word,us,maskedcs,#969696,0,maske_10.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,253153,254056,254957,255060,255112,NA,NA,NA,NA,NA,NA,NA,NA,255164
