subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
94,0,1,EC_subj,nonword,c,cswcs,50,none,none,csfirst,right,left,yes,o_filler_50_neu_none,o_filler_1000_neu_none_2,5_mittel.png,15_mittel.png,picture,picture,controlcs,maskedcs,#969696,1500,fmaske_5.png,fmaske_10.png,no,no,no,250,NA,NA,NA,NA,NA,3073191,3074092,3074195,3074247,3074299,NA,NA,NA,NA,NA,NA,NA,3075801
94,1,1,EC_subj,nonword,c,us_w_us,999,pos-pos,none,none,none,both,no,none,none,Geschenk,4606.png,word,picture,us,us,#000000,999,maske_2.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,3076690,NA,NA,NA,NA,NA,NA,NA,NA,NA,3078692
94,2,1,EC_subj,nonword,c,critical,40,neg,objective,usfirst,right,left,yes,cs_40_neg_task,some us,Gewalt,tavoo,word,word,us,maskedcs,#969696,0,maske_1.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,3079662,3080564,3081465,3081568,3081610,NA,3081660,yes,no,no,no,no,no,3084396
94,3,1,EC_subj,nonword,c,cs_alone,50,none,objective,none,right,none,yes,filler_50_neu_none,none,none,babit,none,word,none,maskedcs,#969696,999,maske_11.png,maske_12.png,yes_right,no,no,250,NA,NA,NA,NA,NA,3085255,3086156,3086259,3086311,NA,3086361,no,yes,no,no,no,no,3088348
94,4,1,EC_subj,nonword,c,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none_2,some us,Wiese,hesire,word,word,us,controlcs,#000000,0,maske_6.png,maske_2.png,no,no,no,250,NA,NA,NA,NA,3089269,NA,NA,3090271,NA,NA,NA,NA,NA,NA,NA,NA,NA,3091274
94,5,1,EC_subj,nonword,c,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_none,some us,teutos,Rose,word,word,maskedcs,us,#969696,1500,maske_5.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,NA,3092235,3093136,3093239,3093281,3093333,3094834,yes,no,no,no,no,no,3096764
94,6,1,EC_subj,nonword,c,cs_w_us,1000,neutral,none,csfirst,right,left,no,o_filler_1000_neu_none_1,some us,Hand,4_mittel.png,word,picture,us,controlcs,#000000,600,fmaske_6.png,fmaske_6.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,3097662,NA,3098664,NA,NA,NA,NA,NA,NA,NA,3099267
94,7,1,EC_subj,nonword,c,cs_alone,50,none,objective,none,right,none,yes,filler_50_neu_none,none,none,babit,none,word,none,maskedcs,#969696,999,maske_6.png,maske_3.png,yes_right,no,no,250,NA,NA,NA,NA,NA,3100123,3101024,3101127,3101179,NA,3101229,no,yes,no,no,no,no,3103308
94,8,1,EC_subj,nonword,c,control,1000,neg,none,csfirst,right,left,no,control_1000_neg_none,some us,Gemeinheit,seloom,word,word,us,controlcs,#000000,600,maske_2.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,3104232,NA,3105235,NA,NA,NA,NA,NA,NA,NA,3105837
94,9,1,EC_subj,nonword,c,critical,50,neg,objective,usfirst,right,left,yes,cs_50_neg_task,some us,Abscheu,avouco,word,word,us,maskedcs,#969696,0,maske_2.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,3106808,3107710,3108611,3108714,3108766,NA,3108816,no,no,yes,no,no,no,3111437
