subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
82,EC_only,nonword,c,0,filler_50_neu_task,pubio,neu,filler,50,none,11,1708139,1713468
82,EC_only,nonword,c,1,cs_50_pos_task,parlic,pos,critical,50,none,7,1714489,1716646
82,EC_only,nonword,c,2,cs_50_neg_task,seloom,neg,critical,50,none,15,1717667,1719318
82,EC_only,nonword,c,3,control_1000_neg_none,trelle,neg,control,1000,none,17,1720339,1721870
82,EC_only,nonword,c,4,cs_40_pos_task,makan,pos,critical,40,none,8,1722892,1727459
82,EC_only,nonword,c,5,cs_40_neg_none,naptor,neg,critical,40,none,8,1728480,1729767
82,EC_only,nonword,c,6,filler_40_neu_task,altine,neu,filler,40,none,13,1730790,1733057
82,EC_only,nonword,c,7,filler_40_neu_none,zillie,neu,filler,40,none,9,1734078,1735460
82,EC_only,nonword,c,8,cs_50_neg_none,roosle,neg,critical,50,none,13,1736481,1740431
82,EC_only,nonword,c,9,filler_1000_neu_none_1,tavoo,neu,filler,1000,none,16,1741452,1742891
82,EC_only,nonword,c,10,control_1000_pos_none_2,lobee,pos,control,1000,none,18,1743912,1745126
82,EC_only,nonword,c,11,cs_40_pos_none,coskie,pos,critical,40,none,13,1746147,1747868
82,EC_only,nonword,c,12,filler_50_neu_none,teutos,neu,filler,50,none,7,1748889,1750622
82,EC_only,nonword,c,13,control_1000_pos_none,tafta,pos,control,1000,none,12,1751643,1754017
82,EC_only,nonword,c,14,control_1000_neg_none_2,babit,neg,control,1000,none,16,1755038,1757161
82,EC_only,nonword,c,15,cs_40_neg_task,avouco,neg,critical,40,none,7,1758182,1761254
82,EC_only,nonword,c,16,filler_1000_neu_none_2,minair,neu,filler,1000,none,15,1762276,1765173
82,EC_only,nonword,c,17,cs_50_pos_none,hesire,pos,critical,50,none,10,1766195,1767382
