subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
95,EC_subj,nonword,c,0,filler_50_neu_task,naptor,neu,filler,50,subjective,10,2625685,2632513
95,EC_subj,nonword,c,1,filler_40_neu_none,avouco,neu,filler,40,none,7,2634813,2637181
95,EC_subj,nonword,c,2,filler_40_neu_task,coskie,neu,filler,40,subjective,8,2639482,2642086
95,EC_subj,nonword,c,3,filler_1000_neu_none_1,hesire,neu,filler,1000,none,10,2644383,2646436
95,EC_subj,nonword,c,4,cs_50_pos_none,altine,pos,critical,50,none,11,2648735,2653361
95,EC_subj,nonword,c,5,control_1000_neg_none,minair,neg,control,1000,none,10,2655658,2658318
95,EC_subj,nonword,c,6,cs_40_pos_task,roosle,pos,critical,40,subjective,8,2660616,2665498
95,EC_subj,nonword,c,7,cs_40_neg_task,lobee,neg,critical,40,subjective,12,2667796,2671138
95,EC_subj,nonword,c,8,cs_50_neg_task,zillie,neg,critical,50,subjective,3,2673435,2675246
95,EC_subj,nonword,c,9,control_1000_neg_none_2,makan,neg,control,1000,none,13,2677546,2679413
95,EC_subj,nonword,c,10,cs_50_pos_task,babit,pos,critical,50,subjective,12,2681714,2684525
95,EC_subj,nonword,c,11,filler_50_neu_none,parlic,neu,filler,50,none,10,2686825,2689823
95,EC_subj,nonword,c,12,cs_40_neg_none,trelle,neg,critical,40,none,9,2692119,2694103
95,EC_subj,nonword,c,13,filler_1000_neu_none_2,seloom,neu,filler,1000,none,15,2696401,2699904
95,EC_subj,nonword,c,14,control_1000_pos_none,teutos,pos,control,1000,none,18,2702200,2705758
95,EC_subj,nonword,c,15,control_1000_pos_none_2,tavoo,pos,control,1000,none,16,2708056,2709952
95,EC_subj,nonword,c,16,cs_50_neg_none,pubio,neg,critical,50,none,15,2712248,2714389
95,EC_subj,nonword,c,17,cs_40_pos_none,tafta,pos,critical,40,none,14,2716691,2719320
