subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
144,EC_subj,pokemon,d,0,filler_40_neu_none,18_mittel.png,neu,filler,40,none,Lampe,word,neu7090.png,neu7187.png,neu2220.png,Bein,Lampe,Dach,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2540164,2548594
144,EC_subj,pokemon,d,1,cs_50_neg_none,9_mittel.png,neg,critical,50,none,Pech,word,9220.png,9920.png,9041.png,Abgrund,Abgas,Pech,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2550008,2561707
144,EC_subj,pokemon,d,2,cs_50_neg_task,11_mittel.png,neg,critical,50,subjective,Teufel,word,9435.png,9331.png,9340.png,Teufel,Abscheu,Ekel,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2563106,2565866
144,EC_subj,pokemon,d,3,filler_40_neu_task,37_mittel.png,neu,filler,40,subjective,neu7000.png,picture,neu5395.png,neu7000.png,neu2487.png,Knopf,Linie,Bein,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2567256,2574067
144,EC_subj,pokemon,d,4,cs_40_neg_none,17_mittel.png,neg,critical,40,none,6570.1.png,picture,6570.1.png,9265.png,9330.png,Stress,AIDS,Unglück,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2575471,2580610
144,EC_subj,pokemon,d,5,filler_50_neu_none,2_mittel.png,neu,filler,50,none,Lampe,word,neu7004.png,neu2635.png,neu2575.png,Hand,Lampe,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2581991,2585970
144,EC_subj,pokemon,d,6,control_1000_neg_none_2,22_mittel.png,neg,control,1000,none,3160.png,picture,6242.png,3160.png,9000.png,Not,Betrug,Pech,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2587361,2598818
144,EC_subj,pokemon,d,7,cs_40_pos_none,39_mittel.png,pos,critical,40,none,8190.png,picture,4622.png,8190.png,2080.png,Paradies,Familie,Mutter,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2600213,2602290
144,EC_subj,pokemon,d,8,cs_50_pos_none,7_mittel.png,pos,critical,50,none,Meer,word,5460.png,7230.png,7350.png,Kunst,Kinder,Meer,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2603693,2605330
144,EC_subj,pokemon,d,9,filler_1000_neu_none_1,40_mittel.png,neu,filler,1000,none,neu2220.png,picture,neu7000.png,neu2220.png,neu2580.png,Linie,Sessel,Tuch,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2606708,2608986
144,EC_subj,pokemon,d,10,control_1000_pos_none_2,23_mittel.png,pos,control,1000,none,Glück,word,2791.png,8420.png,2160.png,Glück,Urlaub,Fete,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2610386,2613210
144,EC_subj,pokemon,d,11,control_1000_neg_none,4_mittel.png,neg,control,1000,none,9340.png,picture,9430.png,9340.png,6311.png,Wahnsinn,Absturz,Pech,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2614577,2620437
144,EC_subj,pokemon,d,12,filler_50_neu_task,10_mittel.png,neu,filler,50,subjective,Bein,word,neu7000.png,neu1616.png,neu2372.png,Bein,Klinke,Knopf,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2621825,2623555
144,EC_subj,pokemon,d,13,cs_40_neg_task,15_mittel.png,neg,critical,40,subjective,6530.png,picture,6838.png,6530.png,9265.png,Teufel,Horror,Gift,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2624967,2631947
144,EC_subj,pokemon,d,14,control_1000_pos_none,25_mittel.png,pos,control,1000,none,Witz,word,5994.png,7580.png,5460.png,Leben,Witz,Fete,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2633327,2635697
144,EC_subj,pokemon,d,15,filler_1000_neu_none_2,24_mittel.png,neu,filler,1000,none,neu5731.png,picture,neu2487.png,neu7820.png,neu5731.png,Bein,Lampe,Schrank,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2637076,2640739
144,EC_subj,pokemon,d,16,cs_40_pos_task,5_mittel.png,pos,critical,40,subjective,8501.png,picture,1999.png,4606.png,8501.png,Glück,Fete,Licht,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2642128,2647154
144,EC_subj,pokemon,d,17,cs_50_pos_task,16_mittel.png,pos,critical,50,subjective,Lob,word,8080.png,5910.png,2160.png,Lob,Kuss,Wärme,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2648536,2651945
