subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
107,EC_only,pokemon,d,0,filler_40_neu_none,9_mittel.png,neu,filler,40,none,11,1942891,1946093
107,EC_only,pokemon,d,1,cs_40_pos_none,18_mittel.png,pos,critical,40,none,12,1948392,1951397
107,EC_only,pokemon,d,2,control_1000_neg_none,16_mittel.png,neg,control,1000,none,8,1953725,1955749
107,EC_only,pokemon,d,3,cs_50_pos_task,40_mittel.png,pos,critical,50,none,4,1958045,1961912
107,EC_only,pokemon,d,4,filler_1000_neu_none_1,4_mittel.png,neu,filler,1000,none,12,1964283,1966653
107,EC_only,pokemon,d,5,cs_40_neg_none,2_mittel.png,neg,critical,40,none,16,1968948,1972163
107,EC_only,pokemon,d,6,cs_50_pos_none,24_mittel.png,pos,critical,50,none,16,1974456,1977308
107,EC_only,pokemon,d,7,control_1000_pos_none,15_mittel.png,pos,control,1000,none,7,1979600,1981694
107,EC_only,pokemon,d,8,filler_1000_neu_none_2,22_mittel.png,neu,filler,1000,none,13,1983990,1986406
107,EC_only,pokemon,d,9,cs_40_pos_task,37_mittel.png,pos,critical,40,none,14,1988701,2001932
107,EC_only,pokemon,d,10,cs_50_neg_task,5_mittel.png,neg,critical,50,none,7,2004229,2006605
107,EC_only,pokemon,d,11,filler_50_neu_task,25_mittel.png,neu,filler,50,none,5,2008898,2011038
107,EC_only,pokemon,d,12,cs_50_neg_none,39_mittel.png,neg,critical,50,none,10,2013335,2018828
107,EC_only,pokemon,d,13,filler_40_neu_task,11_mittel.png,neu,filler,40,none,13,2021122,2023668
107,EC_only,pokemon,d,14,filler_50_neu_none,23_mittel.png,neu,filler,50,none,8,2025960,2032028
107,EC_only,pokemon,d,15,control_1000_neg_none_2,7_mittel.png,neg,control,1000,none,13,2034319,2036893
107,EC_only,pokemon,d,16,cs_40_neg_task,10_mittel.png,neg,critical,40,none,8,2039187,2041909
107,EC_only,pokemon,d,17,control_1000_pos_none_2,17_mittel.png,pos,control,1000,none,5,2044199,2047886
