subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
96,0,1,EC_only,nonword,c,control,1000,neg,none,usfirst,left,right,no,control_1000_neg_none,some us,lobee,9560.png,word,picture,controlcs,us,#000000,0,maske_2.png,maske_7.png,no,no,no,1000,NA,NA,NA,NA,2397243,NA,NA,2398245,NA,NA,NA,NA,NA,NA,NA,NA,NA,2399248
96,1,1,EC_only,nonword,c,cs_w_us,40,neutral,objective,usfirst,right,left,yes,filler_40_neu_none,some us,neu5731.png,altine,picture,word,us,maskedcs,#969696,0,maske_11.png,maske_2.png,no,no,no,1000,NA,NA,NA,NA,2400330,2401232,2402133,2402236,2402278,NA,2402328,no,yes,no,no,no,no,2405073
96,2,1,EC_only,nonword,c,cs_alone,50,none,none,none,right,none,yes,o_filler_50_neu_none,none,none,22_mittel.png,none,picture,none,maskedcs,#969696,999,fmaske_2.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,NA,2405901,2406803,2406906,2406958,NA,NA,NA,NA,NA,NA,NA,NA,2407010
96,3,1,EC_only,nonword,c,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_none,some us,makan,Freizeit,word,word,maskedcs,us,#969696,1500,maske_10.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,NA,2407953,2408855,2408958,2409000,2409052,2410552,yes,no,no,no,no,no,2412489
96,4,1,EC_only,nonword,c,cs_w_us,50,neutral,none,csfirst,left,right,yes,o_filler_50_neu_none,some us,22_mittel.png,neu5395.png,picture,picture,maskedcs,us,#969696,1500,fmaske_8.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,NA,2413498,2414399,2414502,2414554,2414606,NA,NA,NA,NA,NA,NA,NA,2416108
96,5,1,EC_only,nonword,c,cs_w_us,1000,neutral,none,csfirst,right,left,no,filler_1000_neu_none_1,some us,Lampe,teutos,word,word,us,controlcs,#000000,600,maske_12.png,maske_3.png,no,yes_right,no,1000,NA,NA,NA,NA,NA,NA,NA,2417029,NA,2418031,NA,NA,NA,NA,NA,NA,NA,2418633
96,6,1,EC_only,nonword,c,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_task,some us,minair,Sonne,word,word,maskedcs,us,#969696,1500,maske_11.png,maske_11.png,no,no,no,250,NA,NA,NA,NA,NA,2419599,2420500,2420603,2420645,2420697,2422197,no,yes,no,no,no,no,2424412
96,7,1,EC_only,nonword,c,critical,40,neg,objective,csfirst,left,right,yes,cs_40_neg_none,some us,avouco,2276.png,word,picture,maskedcs,us,#969696,1500,maske_2.png,maske_10.png,no,no,no,250,NA,NA,NA,NA,NA,2425416,2426317,2426420,2426462,2426514,2428014,no,no,yes,no,no,no,2429926
96,8,1,EC_only,nonword,c,critical,50,pos,objective,usfirst,right,left,yes,cs_50_pos_none,some us,Scherz,parlic,word,word,us,maskedcs,#969696,0,maske_11.png,maske_6.png,no,no,no,1000,NA,NA,NA,NA,2430892,2431794,2432695,2432798,2432850,NA,2432900,no,yes,no,no,no,no,2434301
96,9,1,EC_only,nonword,c,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none,some us,Glück,roosle,word,word,us,controlcs,#000000,0,maske_9.png,maske_12.png,no,no,no,250,NA,NA,NA,NA,2435222,NA,NA,2436225,NA,NA,NA,NA,NA,NA,NA,NA,NA,2437228
96,10,1,EC_only,nonword,c,critical,50,pos,objective,usfirst,left,right,yes,cs_50_pos_none,some us,parlic,8080.png,word,picture,maskedcs,us,#969696,0,maske_5.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,2438324,2439226,2440127,2440230,2440282,NA,2440332,no,no,no,yes,no,no,2443255
96,11,1,EC_only,nonword,c,critical,40,neg,objective,csfirst,right,left,yes,cs_40_neg_none,some us,Betrug,avouco,word,word,us,maskedcs,#969696,1500,maske_2.png,maske_10.png,no,no,no,250,NA,NA,NA,NA,NA,2444195,2445098,2445200,2445242,2445294,2446794,no,yes,no,no,no,no,2447983
96,12,1,EC_only,nonword,c,cswcs,50,none,none,csfirst,right,left,yes,o_filler_50_neu_none,filler_1000_neu_none_2,tavoo,22_mittel.png,word,picture,controlcs,maskedcs,#969696,1500,fmaske_9.png,fmaske_8.png,no,yes_left,no,250,NA,NA,NA,NA,NA,2448928,2449829,2449932,2449984,2450036,NA,NA,NA,NA,NA,NA,NA,2451538
96,13,1,EC_only,nonword,c,cs_alone,40,none,objective,none,right,none,yes,filler_40_neu_task,none,none,babit,none,word,none,maskedcs,#969696,999,maske_12.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,2452392,2453293,2453396,2453438,NA,2453488,no,yes,no,no,no,no,2454996
96,14,1,EC_only,nonword,c,cs_w_us,50,neutral,objective,usfirst,left,right,yes,filler_50_neu_task,some us,zillie,neu7090.png,word,picture,maskedcs,us,#969696,0,maske_9.png,maske_6.png,yes_left,no,no,250,NA,NA,NA,NA,2456097,2456999,2457900,2458003,2458055,NA,2458105,no,no,yes,no,no,no,2461051
96,15,1,EC_only,nonword,c,control,1000,neg,none,csfirst,left,right,no,control_1000_neg_none,some us,lobee,9331.png,word,picture,controlcs,us,#000000,600,maske_5.png,maske_9.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2462059,NA,2463061,NA,NA,NA,NA,NA,NA,NA,2463663
96,16,1,EC_only,nonword,c,cs_w_us,70,neutral,none,usfirst,right,left,yes,filler_50_neu_task,some us,neu1616.png,itafy,picture,word,us,maskedcs,#969696,0,maske_10.png,maske_11.png,yes_right,no,yes,0,space,2464720,2466754,2468654,2464724,2465626,2466528,2466630,2466702,NA,NA,NA,NA,NA,NA,NA,NA,2468657
96,17,1,EC_only,nonword,c,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none,some us,roosle,Paradies,word,word,controlcs,us,#000000,0,maske_2.png,maske_9.png,no,no,no,250,NA,NA,NA,NA,2469573,NA,NA,2470575,NA,NA,NA,NA,NA,NA,NA,NA,NA,2471578
96,18,1,EC_only,nonword,c,cs_alone,50,none,objective,none,right,none,yes,filler_50_neu_none,none,none,pubio,none,word,none,maskedcs,#969696,999,maske_2.png,maske_2.png,yes_right,no,no,250,NA,NA,NA,NA,NA,2472434,2473335,2473438,2473490,NA,2473540,no,no,no,yes,no,no,2475390
96,19,1,EC_only,nonword,c,cs_w_us,40,neutral,objective,usfirst,left,right,yes,filler_40_neu_task,some us,babit,neu2580.png,word,picture,maskedcs,us,#969696,0,maske_10.png,maske_10.png,no,no,no,250,NA,NA,NA,NA,2476427,2477330,2478231,2478334,2478376,NA,2478426,no,no,yes,no,no,no,2480405
96,20,1,EC_only,nonword,c,control,1000,neg,none,usfirst,right,left,no,control_1000_neg_none_2,some us,9220.png,trelle,picture,word,us,controlcs,#000000,0,maske_9.png,maske_10.png,no,no,no,1000,NA,NA,NA,NA,2481413,NA,NA,2482416,NA,NA,NA,NA,NA,NA,NA,NA,NA,2483419
96,21,1,EC_only,nonword,c,critical,40,neg,objective,csfirst,right,left,yes,cs_40_neg_task,some us,Sadist,coskie,word,word,us,maskedcs,#969696,1500,maske_3.png,maske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,2484362,2485263,2485366,2485408,2485460,2486960,no,yes,no,no,no,no,2487731
96,22,1,EC_only,nonword,c,us_alone,999,neg,none,none,none,left,no,none,none,8485.png,none,picture,none,us,none,#000000,999,maske_3.png,maske_2.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2488605,NA,NA,NA,NA,NA,NA,NA,NA,NA,2490607
96,23,1,EC_only,nonword,c,cs_alone,50,none,objective,none,right,none,yes,filler_50_neu_task,none,none,zillie,none,word,none,maskedcs,#969696,999,maske_5.png,maske_1.png,yes_right,no,no,250,NA,NA,NA,NA,NA,2491465,2492366,2492469,2492520,NA,2492571,no,yes,no,no,no,no,2493862
96,24,1,EC_only,nonword,c,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none,some us,roosle,7470.png,word,picture,controlcs,us,#000000,0,maske_10.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,2494902,NA,NA,2495904,NA,NA,NA,NA,NA,NA,NA,NA,NA,2496907
96,25,1,EC_only,nonword,c,cs_w_us,70,neutral,none,usfirst,left,right,yes,filler_50_neu_task,some us,itafy,neu2575.png,word,picture,maskedcs,us,#969696,0,maske_9.png,maske_6.png,yes_left,no,yes,0,space,2497977,2500010,2501910,2497980,2498882,2499783,2499886,2499958,NA,NA,NA,NA,NA,NA,NA,NA,2501913
96,26,1,EC_only,nonword,c,critical,50,neg,objective,csfirst,left,right,yes,cs_50_neg_task,some us,hesire,9920.png,word,picture,maskedcs,us,#969696,1500,maske_3.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,2502976,2503878,2503980,2504032,2504084,2505584,no,no,yes,no,no,no,2506443
96,27,1,EC_only,nonword,c,cswcs,50,none,objective,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_1,pubio,teutos,word,word,maskedcs,controlcs,#969696,1500,maske_6.png,maske_4.png,yes_left,no,no,1000,NA,NA,NA,NA,NA,2507439,2508340,2508443,2508495,2508547,2510047,no,yes,no,no,no,no,2511036
96,28,1,EC_only,nonword,c,us_w_us,999,pos-pos,none,none,none,both,no,none,none,Witz,Kunst,word,word,us,us,#000000,999,maske_9.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2511905,NA,NA,NA,NA,NA,NA,NA,NA,NA,2513907
96,29,1,EC_only,nonword,c,critical,50,neg,objective,usfirst,right,left,yes,cs_50_neg_task,some us,Krieg,hesire,word,word,us,maskedcs,#969696,0,maske_6.png,maske_9.png,no,no,no,1000,NA,NA,NA,NA,2514874,2515776,2516678,2516780,2516832,NA,2516882,no,yes,no,no,no,no,2518625
96,30,1,EC_only,nonword,c,cs_alone,1000,none,none,none,left,none,no,filler_1000_neu_none_1,none,itafy,none,word,none,controlcs,none,#000000,999,maske_5.png,maske_2.png,no,yes_left,yes,0,space,2519475,2520481,2521481,NA,NA,NA,2519479,NA,NA,NA,NA,NA,NA,NA,NA,NA,2521484
96,31,1,EC_only,nonword,c,us_alone,999,neutral,none,none,none,right,no,none,none,none,neu2620.png,none,picture,none,us,#000000,999,maske_2.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2522366,NA,NA,NA,NA,NA,NA,NA,NA,NA,2524368
96,32,1,EC_only,nonword,c,cswcs,40,none,objective,csfirst,right,left,yes,filler_40_neu_none,filler_1000_neu_none_2,tavoo,altine,word,word,controlcs,maskedcs,#969696,1500,maske_7.png,maske_11.png,no,yes_left,no,250,NA,NA,NA,NA,NA,2525357,2526258,2526361,2526403,2526455,2527955,no,no,yes,no,no,no,2529198
96,33,1,EC_only,nonword,c,cs_w_us,50,neutral,none,csfirst,left,right,yes,o_filler_50_neu_none,some us,22_mittel.png,Schrank,picture,word,maskedcs,us,#969696,1500,fmaske_9.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,NA,2530096,2530998,2531100,2531152,2531204,NA,NA,NA,NA,NA,NA,NA,2532706
96,34,1,EC_only,nonword,c,critical,40,neg,objective,csfirst,left,right,yes,cs_40_neg_task,some us,coskie,6838.png,word,picture,maskedcs,us,#969696,1500,maske_11.png,maske_2.png,no,no,no,250,NA,NA,NA,NA,NA,2533803,2534704,2534807,2534849,2534901,2536401,no,yes,no,no,no,no,2537132
96,35,1,EC_only,nonword,c,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_task,some us,minair,5831.png,word,picture,maskedcs,us,#969696,1500,maske_2.png,maske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,2538166,2539068,2539170,2539212,2539264,2540764,no,yes,no,no,no,no,2541945
96,36,1,EC_only,nonword,c,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none_2,some us,tafta,5910.png,word,picture,controlcs,us,#000000,0,maske_4.png,maske_11.png,no,no,no,250,NA,NA,NA,NA,2542924,NA,NA,2543926,NA,NA,NA,NA,NA,NA,NA,NA,NA,2544929
96,37,1,EC_only,nonword,c,critical,40,pos,objective,usfirst,left,right,yes,cs_40_pos_none,some us,makan,2791.png,word,picture,maskedcs,us,#969696,0,maske_1.png,maske_9.png,no,no,no,250,NA,NA,NA,NA,2546042,2546944,2547845,2547948,2547990,NA,2548040,no,yes,no,no,no,no,2551483
96,38,1,EC_only,nonword,c,critical,50,pos,objective,csfirst,right,left,yes,cs_50_pos_task,some us,2208.png,naptor,picture,word,us,maskedcs,#969696,1500,maske_2.png,maske_5.png,no,no,no,1000,NA,NA,NA,NA,NA,2552506,2553408,2553510,2553562,2553614,2555114,no,yes,no,no,no,no,2556038
96,39,1,EC_only,nonword,c,us_alone,999,neutral,none,none,none,right,no,none,none,none,Sessel,none,word,none,us,#000000,999,maske_1.png,maske_4.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2556867,NA,NA,NA,NA,NA,NA,NA,NA,NA,2558869
96,40,1,EC_only,nonword,c,cs_alone,40,none,objective,none,left,none,yes,filler_40_neu_none,none,altine,none,word,none,maskedcs,none,#969696,999,maske_12.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,NA,2559733,2560634,2560737,2560779,NA,2560829,no,no,yes,no,no,no,2562326
96,41,1,EC_only,nonword,c,critical,40,pos,objective,usfirst,right,left,yes,cs_40_pos_none,some us,7350.png,makan,picture,word,us,maskedcs,#969696,0,maske_2.png,maske_4.png,no,no,no,250,NA,NA,NA,NA,2563456,2564358,2565259,2565362,2565404,NA,2565454,no,no,yes,no,no,no,2566748
96,42,1,EC_only,nonword,c,critical,50,neg,objective,usfirst,left,right,yes,cs_50_neg_none,some us,seloom,Pech,word,word,maskedcs,us,#969696,0,maske_1.png,maske_9.png,no,no,no,1000,NA,NA,NA,NA,2567718,2568620,2569521,2569624,2569676,NA,2569726,no,no,no,yes,no,no,2571537
96,43,1,EC_only,nonword,c,cs_alone,50,none,objective,none,left,none,yes,filler_50_neu_task,none,zillie,none,word,none,maskedcs,none,#969696,999,maske_11.png,maske_1.png,yes_left,no,no,1000,NA,NA,NA,NA,NA,2572404,2573305,2573408,2573460,NA,2573510,no,no,yes,no,no,no,2574741
96,44,1,EC_only,nonword,c,cs_w_us,40,neutral,objective,usfirst,right,left,yes,filler_40_neu_none,some us,Knopf,altine,word,word,us,maskedcs,#969696,0,maske_8.png,maske_10.png,no,no,no,250,NA,NA,NA,NA,2575776,2576678,2577579,2577682,2577724,NA,2577774,no,no,yes,no,no,no,2578995
96,45,1,EC_only,nonword,c,us_alone,999,pos,none,none,none,left,no,none,none,Lachen,none,word,none,us,none,#000000,999,maske_1.png,maske_12.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2579834,NA,NA,NA,NA,NA,NA,NA,NA,NA,2581836
96,46,1,EC_only,nonword,c,cswcs,50,none,objective,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_1,pubio,teutos,word,word,maskedcs,controlcs,#969696,1500,maske_12.png,maske_6.png,yes_left,no,no,250,NA,NA,NA,NA,NA,2582830,2583731,2583834,2583886,2583938,2585438,no,yes,no,no,no,no,2587392
96,47,1,EC_only,nonword,c,cswcs,70,none,none,csfirst,right,left,yes,filler_50_neu_task,o_filler_1000_neu_none_2,18_mittel.png,itafy,picture,word,controlcs,maskedcs,#969696,1500,maske_11.png,maske_2.png,yes_right,no,yes,0,space,2588318,2590952,2592852,NA,2588321,2589223,2589326,2589398,2589450,NA,NA,NA,NA,NA,NA,NA,2592855
96,48,1,EC_only,nonword,c,us_alone,999,neutral,none,none,none,left,no,none,none,neu7000.png,none,picture,none,us,none,#000000,999,maske_2.png,maske_3.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2593720,NA,NA,NA,NA,NA,NA,NA,NA,NA,2595722
96,49,1,EC_only,nonword,c,critical,50,neg,objective,csfirst,left,right,yes,cs_50_neg_none,some us,seloom,Tyrann,word,word,maskedcs,us,#969696,1500,maske_1.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,NA,2596666,2597568,2597671,2597723,2597775,2599275,no,yes,no,no,no,no,2600834
96,50,1,EC_only,nonword,c,control,1000,neg,none,csfirst,right,left,no,control_1000_neg_none,some us,9280.png,lobee,picture,word,us,controlcs,#000000,600,maske_1.png,maske_3.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2601811,NA,2602814,NA,NA,NA,NA,NA,NA,NA,2603416
96,51,1,EC_only,nonword,c,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none,some us,roosle,8330.png,word,picture,controlcs,us,#000000,0,maske_7.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,2604425,NA,NA,2605427,NA,NA,NA,NA,NA,NA,NA,NA,NA,2606430
96,52,1,EC_only,nonword,c,critical,50,neg,objective,csfirst,left,right,yes,cs_50_neg_task,some us,hesire,6311.png,word,picture,maskedcs,us,#969696,1500,maske_3.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,NA,2607428,2608330,2608433,2608485,2608537,2610038,no,no,no,yes,no,no,2611118
96,53,1,EC_only,nonword,c,cs_w_us,1000,neutral,none,csfirst,left,right,no,o_filler_1000_neu_none_2,some us,18_mittel.png,Sessel,picture,word,controlcs,us,#000000,600,fmaske_11.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2612025,NA,2613028,NA,NA,NA,NA,NA,NA,NA,2613631
96,54,1,EC_only,nonword,c,critical,40,pos,objective,csfirst,right,left,yes,cs_40_pos_task,some us,Witz,minair,word,word,us,maskedcs,#969696,1500,maske_9.png,maske_10.png,no,no,no,250,NA,NA,NA,NA,NA,2614575,2615476,2615579,2615621,2615673,2617173,no,yes,no,no,no,no,2618844
96,55,1,EC_only,nonword,c,cswcs,50,none,none,csfirst,right,left,yes,o_filler_50_neu_none,filler_1000_neu_none_2,itafy,22_mittel.png,word,picture,controlcs,maskedcs,#969696,1500,fmaske_11.png,fmaske_12.png,no,yes_left,yes,0,space,2619784,2622398,2624298,NA,2619787,2620689,2620792,2620844,2620896,NA,NA,NA,NA,NA,NA,NA,2624301
96,56,1,EC_only,nonword,c,us_w_us,999,pos-pos,none,none,none,both,no,none,none,2791.png,Sommer,picture,word,us,us,#000000,999,maske_12.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2625212,NA,NA,NA,NA,NA,NA,NA,NA,NA,2627214
96,57,1,EC_only,nonword,c,cs_alone,50,none,none,none,right,none,yes,o_filler_50_neu_none,none,none,22_mittel.png,none,picture,none,maskedcs,#969696,999,fmaske_7.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,2628044,2628945,2629048,2629100,NA,NA,NA,NA,NA,NA,NA,NA,2629152
96,58,1,EC_only,nonword,c,us_w_us,999,pos-pos,none,none,none,both,no,none,none,8540.png,2311.png,picture,picture,us,us,#000000,999,maske_1.png,maske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2630094,NA,NA,NA,NA,NA,NA,NA,NA,NA,2632096
96,59,1,EC_only,nonword,c,cs_w_us,1000,neutral,none,csfirst,right,left,no,o_filler_1000_neu_none_1,some us,neu7000.png,17_mittel.png,picture,picture,us,controlcs,#000000,600,fmaske_2.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2633053,NA,2634056,NA,NA,NA,NA,NA,NA,NA,2634658
96,60,1,EC_only,nonword,c,cswcs,70,none,none,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_2,itafy,tavoo,word,word,maskedcs,controlcs,#969696,1500,maske_3.png,maske_10.png,yes_left,no,yes,0,None,2635649,2638282,2640182,NA,2635652,2636553,2636656,2636728,2636780,NA,NA,NA,NA,NA,NA,NA,2640185
96,61,1,EC_only,nonword,c,us_alone,999,neutral,none,none,none,left,no,none,none,Lampe,none,word,none,us,none,#000000,999,maske_1.png,maske_7.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2641022,NA,NA,NA,NA,NA,NA,NA,NA,NA,2643024
96,62,1,EC_only,nonword,c,critical,50,pos,objective,usfirst,right,left,yes,cs_50_pos_none,some us,Ruhe,parlic,word,word,us,maskedcs,#969696,0,maske_4.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,2644022,2644924,2645825,2645928,2645980,NA,2646030,no,no,yes,no,no,no,2647297
