ECOPD1 [2012-03]
115   0   1
 22   1   1   1 SONDERPAEDAG
Liste
Liste[i].wort, Liste[i].istbild,  Liste[i].uspositiv
 dann 5x: Liste[i].us[j], Liste[i].usdist[j][0], Liste[i].usdist[j][1], Liste[i].usdist[j][2], Liste[i].usdist[j][3], Liste[i].usdist[j][4], Liste[i].usdist[j][5]
 dann: Liste[i].schonangezeigt, Liste[i].testcounter,  Liste[i].liking,  Liste[i].USVALerinnert, Liste[i].USIDerinnert
cs1_.bmp   1   0
 11 -  11  22   9   5  12  16
 10 -   8  10   4  20   9  14
  1 -  23   2   8  21  12   1
 13 -   5   8  23  13   3  17
  0 -  14   9  20  15   4   0
  0   0  -1  -1 -976510532
cs6_.bmp   1   1
 10 -  22  14  15  10  24  12
  3 -   7   8   3  21  16  19
  6 -   8  23   1  18  16   6
  2 -   2  18  11  20  24   8
  4 -  18   0  16   4  15  11
  0   0  -1  -1 -976510532
cs4_.bmp   1   1
 18 -  20  15  16  12  21  18
  8 -  16  11   8   2  10   0
 22 -  22  24   3  20  12  13
  7 -  16   7  15  10  11  17
  9 -  24   5  13  23  20   9
  0   0  -1  -1 -976510532
cs0_.bmp   1   0
  7 -  10   7   6  16   1   2
 18 -   8  18   0  14   6   4
 21 -  21   8  24   4  12   6
 19 -  20   0   3  14  22  19
 15 -  13  24  12  14   3  15
  0   0  -1  -1 -976510532
cs5_.bmp   1   0
  9 -  16  11   0   6  10   9
  3 -  13   4   7  20  21   3
  5 -   2   1   0  15   5  23
 17 -  23  14   1  17  22  19
  8 -  16   7  21  19   8   1
  0   0  -1  -1 -976510532
cs7_.bmp   1   1
 14 -   8   6  12   9  14   3
 19 -  20  19   1  24  21   9
  5 -  20  13   5   4  12  24
 11 -  11   8   2  20   6   7
 17 -  17  22  12   9  13  18
  0   0  -1  -1 -976510532
cs9_.bmp   1   1
 13 -  13   6   5   8   2  12
 23 -   8  18   5  23   4   1
 24 -   7  24  22   6   3   2
 15 -  15  14   3   2  18   7
 16 -  16   7  11  19  21  18
  0   0  -1  -1 -976510532
cs3_.bmp   1   1
 12 -  12   8   4  11  19   6
 20 -  14   2  13  20  16  23
  0 -   7  11   0  18   5   3
  1 -   7  22   1   9   3  17
 21 -  10   4  11  21  13  24
  0   0  -1  -1 -976510532
cs8_.bmp   1   0
 22 -  21   8   3  19  22  15
 12 -  19  17  12  23   8   3
  4 -  13   4  15  10   1   7
 24 -   5   7   6  24  13   3
  2 -   2  15   8  20   6   9
  0   0  -1  -1 -976510532
cs2_.bmp   1   0
 20 -   8   2  17   1  11  20
 14 -  15  22  12  14   2   0
  6 -  12   1  19   8  13   6
 23 -  19   2  10   0  23  24
 16 -  24   0   7   2  11  16
  0   0  -1  -1 -976510532
   yosud   0   0
 22 -  14  21  19  13   8  22
 15 -  18  15  23  16   5   7
 17 -  19   3  16  18  17  13
  6 -  18   6   0   8  19  14
 11 -  21  11   7  16  10  24
  0   0  -1  -1 -976510532
  hiwawa   0   1
  9 -  14   1   8  23   6   9
 11 -  10  11  17  19  16  12
 22 -   1  10  24  16   3  22
 13 -  15  18  14   6   5  13
 21 -   7  20  21  18   6   0
  0   0  -1  -1 -976510532
 pimuide   0   1
 10 -   4  20  10  16  11   5
 17 -  21  16  11  15  14  17
 19 -   0  21  19  14  23  11
 12 -  12  14   0   7   5  23
 24 -  13   1  14   8  24  15
  0   0  -1  -1 -976510532
 hilejin   0   0
  1 -   1  22   5   3   8  23
 16 -   8  16   9  19  14  10
  2 -  19   6  14  22   0   2
 21 -   6  21   5  15  12  17
 18 -   6  13   0  18   8  19
  0   0  -1  -1 -976510532
   tewok   0   0
 14 -   9  21  23  14   0  16
  8 -   8  19  11   2   7  18
  3 -   9  15  10  17   3  16
