phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,302,1,1,2,NA,NA,NA,15.png,empty.png,0,None,None,None,None
trials,302,1,2,2,1,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,302,1,3,2,NA,NA,NA,19.png,6.png,0,None,None,None,None
trials,302,1,4,2,1,neutral,extinction,empty.png,23.png,0,None,None,None,None
trials,302,1,5,2,1,positive,acquisition,1440.JPG,8.png,0,None,None,None,None
trials,302,1,6,2,NA,NA,NA,5780.JPG,5250.JPG,0,None,None,None,None
trials,302,1,7,2,NA,NA,NA,16.png,empty.png,0,None,None,None,None
trials,302,1,8,2,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,302,1,9,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,10,2,2,neutral,extinction,empty.png,23.png,0,None,None,None,None
trials,302,1,11,2,1,positive,acquisition,1540.JPG,26.png,0,None,None,None,None
trials,302,1,12,2,1,neutral,acquisition,7090.JPG,18.png,0,None,None,None,None
trials,302,1,13,2,1,negative,extinction,empty.png,21.png,0,None,None,None,None
trials,302,1,14,2,2,positive,acquisition,1540.JPG,26.png,0,None,None,None,None
trials,302,1,15,2,NA,NA,NA,5780.JPG,5250.JPG,0,None,None,None,None
trials,302,1,16,2,1,positive,extinction,empty.png,10.png,0,None,None,None,None
trials,302,1,17,2,2,negative,extinction,empty.png,21.png,0,None,None,None,None
trials,302,1,18,2,NA,NA,NA,27.png,2.png,0,None,None,None,None
trials,302,1,19,2,1,positive,extinction,empty.png,14.png,0,None,None,None,None
trials,302,1,20,2,1,positive,extinction,empty.png,3.png,0,None,None,None,None
trials,302,1,21,2,NA,NA,NA,27.png,2.png,0,None,None,None,None
trials,302,1,22,2,1,neutral,acquisition,7000.JPG,17.png,0,None,None,None,None
trials,302,1,23,2,1,neutral,acquisition,7035.JPG,24.png,0,None,None,None,None
trials,302,1,24,2,1,positive,acquisition,1721.JPG,4.png,0,None,None,None,None
trials,302,1,25,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,26,2,3,neutral,extinction,empty.png,23.png,0,None,None,None,None
trials,302,1,27,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,28,2,2,neutral,acquisition,7035.JPG,24.png,0,None,None,None,None
trials,302,1,29,2,2,positive,acquisition,1440.JPG,8.png,0,None,None,None,None
trials,302,1,30,2,2,neutral,acquisition,7000.JPG,17.png,0,None,None,None,None
trials,302,1,31,2,1,negative,acquisition,3181.JPG,20.png,0,None,None,None,None
trials,302,1,32,2,2,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,302,1,33,2,NA,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,302,1,34,2,3,negative,extinction,empty.png,21.png,0,None,None,None,None
trials,302,1,35,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,36,2,1,negative,acquisition,9041.JPG,9.png,0,None,None,None,None
trials,302,1,37,2,1,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,302,1,38,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,39,2,2,neutral,acquisition,7090.JPG,18.png,0,None,None,None,None
trials,302,1,40,2,1,negative,acquisition,9331.JPG,1.png,0,None,None,None,None
trials,302,1,41,2,3,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,302,1,42,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,43,2,NA,NA,NA,16.png,empty.png,0,None,None,None,None
trials,302,1,44,2,3,neutral,acquisition,7035.JPG,24.png,0,None,None,None,None
trials,302,1,45,2,4,neutral,extinction,empty.png,7.png,1,3,2,6,None
trials,302,1,46,2,3,neutral,acquisition,7000.JPG,17.png,0,None,None,None,None
trials,302,1,47,2,2,positive,extinction,empty.png,14.png,0,None,None,None,None
trials,302,1,48,2,2,positive,acquisition,1721.JPG,4.png,0,None,None,None,None
trials,302,1,49,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,50,2,NA,NA,NA,5970.JPG,5611.JPG,0,None,None,None,None
trials,302,1,51,2,2,negative,acquisition,9041.JPG,9.png,0,None,None,None,None
trials,302,1,52,2,3,neutral,acquisition,7090.JPG,18.png,0,None,None,None,None
trials,302,1,53,2,3,positive,acquisition,1721.JPG,4.png,0,None,None,None,None
trials,302,1,54,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,55,2,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,302,1,56,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,57,2,1,negative,extinction,empty.png,5.png,0,None,None,None,None
trials,302,1,58,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,59,2,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,302,1,60,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,302,1,61,2,2,negative,acquisition,3181.JPG,20.png,0,None,None,None,None
trials,302,1,62,2,NA,NA,NA,5870.JPG,9000.JPG,0,None,None,None,None
trials,302,1,63,2,3,positive,extinction,empty.png,14.png,0,None,None,None,None
