phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,293,1.png,extinction,neutral,11
globalratings,293,8.png,extinction,positive,5
globalratings,293,12.png,extinction,neutral,5
globalratings,293,10.png,positive,extinction,14
globalratings,293,3.png,extinction,positive,14
globalratings,293,4.png,neutral,extinction,8
globalratings,293,18.png,positive,extinction,18
globalratings,293,20.png,extinction,negative,9
globalratings,293,14.png,extinction,negative,18
globalratings,293,17.png,extinction,negative,13
globalratings,293,26.png,negative,extinction,14
globalratings,293,23.png,positive,extinction,5
globalratings,293,5.png,neutral,extinction,18
globalratings,293,9.png,extinction,neutral,13
globalratings,293,7.png,negative,extinction,6
globalratings,293,11.png,negative,extinction,2
globalratings,293,24.png,extinction,positive,4
globalratings,293,21.png,neutral,extinction,1
c2ratings,293,4.png,neutral,extinction,9
c2ratings,293,7.png,negative,extinction,8
c2ratings,293,26.png,negative,extinction,16
c2ratings,293,10.png,positive,extinction,17
c2ratings,293,11.png,negative,extinction,4
c2ratings,293,1.png,extinction,neutral,16
c2ratings,293,9.png,extinction,neutral,15
c2ratings,293,18.png,positive,extinction,18
c2ratings,293,3.png,extinction,positive,16
c2ratings,293,14.png,extinction,negative,18
c2ratings,293,21.png,neutral,extinction,4
c2ratings,293,8.png,extinction,positive,4
c2ratings,293,5.png,neutral,extinction,18
c2ratings,293,23.png,positive,extinction,4
c2ratings,293,24.png,extinction,positive,5
c2ratings,293,12.png,extinction,neutral,5
c2ratings,293,20.png,extinction,negative,5
c2ratings,293,17.png,extinction,negative,14
c1ratings,293,5.png,neutral,extinction,15
c1ratings,293,18.png,positive,extinction,16
c1ratings,293,11.png,negative,extinction,0
c1ratings,293,21.png,neutral,extinction,0
c1ratings,293,10.png,positive,extinction,12
c1ratings,293,8.png,extinction,positive,3
c1ratings,293,9.png,extinction,neutral,12
c1ratings,293,7.png,negative,extinction,8
c1ratings,293,26.png,negative,extinction,14
c1ratings,293,1.png,extinction,neutral,13
c1ratings,293,14.png,extinction,negative,12
c1ratings,293,12.png,extinction,neutral,6
c1ratings,293,4.png,neutral,extinction,10
c1ratings,293,17.png,extinction,negative,12
c1ratings,293,24.png,extinction,positive,2
c1ratings,293,23.png,positive,extinction,3
c1ratings,293,20.png,extinction,negative,1
c1ratings,293,3.png,extinction,positive,12
