phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,259,1,1,1,1,neutral,acquisition,5.png,7006.JPG,0,None,None,None,None
trials,259,1,2,1,1,positive,acquisition,11.png,1590.JPG,0,None,None,None,None
trials,259,1,3,1,1,positive,acquisition,12.png,1460.JPG,0,None,None,None,None
trials,259,1,4,1,1,negative,acquisition,17.png,3181.JPG,0,None,None,None,None
trials,259,1,5,1,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,259,1,6,1,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,259,1,7,1,NA,NA,NA,5970.JPG,5660.JPG,0,None,None,None,None
trials,259,1,8,1,1,neutral,extinction,9.png,empty.png,0,None,None,None,None
trials,259,1,9,1,NA,NA,NA,empty.png,16.png,0,None,None,None,None
trials,259,1,10,1,NA,NA,NA,5720.JPG,9280.JPG,0,None,None,None,None
trials,259,1,11,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,12,1,2,neutral,acquisition,5.png,7006.JPG,0,None,None,None,None
trials,259,1,13,1,1,negative,acquisition,21.png,9331.JPG,0,None,None,None,None
trials,259,1,14,1,NA,NA,NA,empty.png,16.png,0,None,None,None,None
trials,259,1,15,1,1,neutral,acquisition,10.png,7000.JPG,0,None,None,None,None
trials,259,1,16,1,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,259,1,17,1,NA,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,259,1,18,1,1,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,259,1,19,1,1,neutral,acquisition,8.png,7233.JPG,0,None,None,None,None
trials,259,1,20,1,1,negative,extinction,1.png,empty.png,0,None,None,None,None
trials,259,1,21,1,2,negative,acquisition,21.png,9331.JPG,0,None,None,None,None
trials,259,1,22,1,NA,NA,NA,5870.JPG,9000.JPG,0,None,None,None,None
trials,259,1,23,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,24,1,NA,NA,NA,empty.png,5780.JPG,0,None,None,None,None
trials,259,1,25,1,NA,NA,NA,13.png,22.png,0,None,None,None,None
trials,259,1,26,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,27,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,259,1,28,1,3,negative,acquisition,21.png,9331.JPG,0,None,None,None,None
trials,259,1,29,1,1,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,259,1,30,1,1,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,259,1,31,1,1,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,259,1,32,1,2,neutral,acquisition,8.png,7233.JPG,0,None,None,None,None
trials,259,1,33,1,2,negative,acquisition,17.png,3181.JPG,0,None,None,None,None
trials,259,1,34,1,1,negative,extinction,7.png,empty.png,0,None,None,None,None
trials,259,1,35,1,2,neutral,extinction,9.png,empty.png,0,None,None,None,None
trials,259,1,36,1,2,negative,extinction,7.png,empty.png,0,None,None,None,None
trials,259,1,37,1,1,negative,extinction,20.png,empty.png,0,None,None,None,None
trials,259,1,38,1,1,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,259,1,39,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,40,1,2,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,259,1,41,1,2,negative,extinction,20.png,empty.png,0,None,None,None,None
trials,259,1,42,1,2,positive,acquisition,11.png,1590.JPG,0,None,None,None,None
trials,259,1,43,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,44,1,3,positive,acquisition,11.png,1590.JPG,0,None,None,None,None
trials,259,1,45,1,2,positive,acquisition,12.png,1460.JPG,0,None,None,None,None
trials,259,1,46,1,NA,NA,NA,empty.png,16.png,0,None,None,None,None
trials,259,1,47,1,1,negative,acquisition,4.png,9265.JPG,0,None,None,None,None
trials,259,1,48,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,259,1,49,1,NA,NA,NA,25.png,15.png,0,None,None,None,None
trials,259,1,50,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,51,1,2,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,259,1,52,1,NA,NA,NA,5870.JPG,9000.JPG,0,None,None,None,None
trials,259,1,53,1,NA,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,259,1,54,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,55,1,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,259,1,56,1,NA,NA,NA,13.png,22.png,0,None,None,None,None
trials,259,1,57,1,3,positive,acquisition,12.png,1460.JPG,0,None,None,None,None
trials,259,1,58,1,2,negative,extinction,1.png,empty.png,0,None,None,None,None
trials,259,1,59,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,60,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,return
trials,259,1,61,1,2,neutral,extinction,18.png,empty.png,0,None,None,None,return
trials,259,1,62,1,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,259,1,63,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,64,1,3,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,259,1,65,1,3,neutral,acquisition,5.png,7006.JPG,0,None,None,None,None
trials,259,1,66,1,NA,NA,NA,13.png,22.png,0,None,None,None,None
trials,259,1,67,1,NA,NA,NA,5720.JPG,9280.JPG,0,None,None,None,None
trials,259,1,68,1,NA,NA,NA,2.png,19.png,0,None,None,None,None
trials,259,1,69,1,2,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,259,1,70,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,71,1,3,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,259,1,72,1,4,positive,acquisition,11.png,1590.JPG,1,0,10,0,None
trials,259,1,73,1,2,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,259,1,74,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,75,1,NA,NA,NA,25.png,15.png,0,None,None,None,None
trials,259,1,76,1,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,259,1,77,1,1,positive,acquisition,23.png,1540.JPG,0,None,None,None,None
trials,259,1,78,1,NA,NA,NA,2.png,19.png,0,None,None,None,None
trials,259,1,79,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,259,1,80,1,3,neutral,acquisition,8.png,7233.JPG,0,None,None,None,None
trials,259,1,81,1,NA,NA,NA,5970.JPG,5660.JPG,0,None,None,None,None
trials,259,1,82,1,3,negative,extinction,1.png,empty.png,0,None,None,None,None
trials,259,1,83,1,3,positive,extinction,26.png,empty.png,0,None,None,None,None
