phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,253,18.png,negative,extinction,4
globalratings,253,4.png,neutral,extinction,6
globalratings,253,3.png,extinction,negative,11
globalratings,253,5.png,positive,extinction,12
globalratings,253,10.png,negative,extinction,3
globalratings,253,17.png,neutral,extinction,9
globalratings,253,24.png,extinction,negative,12
globalratings,253,26.png,positive,extinction,9
globalratings,253,12.png,negative,extinction,10
globalratings,253,7.png,extinction,neutral,7
globalratings,253,9.png,positive,extinction,7
globalratings,253,11.png,neutral,extinction,3
globalratings,253,21.png,extinction,negative,1
globalratings,253,23.png,extinction,positive,16
globalratings,253,20.png,extinction,neutral,6
globalratings,253,8.png,extinction,neutral,6
globalratings,253,1.png,extinction,positive,4
globalratings,253,14.png,extinction,positive,5
c2ratings,253,1.png,extinction,positive,12
c2ratings,253,11.png,neutral,extinction,5
c2ratings,253,7.png,extinction,neutral,9
c2ratings,253,8.png,extinction,neutral,9
c2ratings,253,14.png,extinction,positive,6
c2ratings,253,17.png,neutral,extinction,9
c2ratings,253,21.png,extinction,negative,0
c2ratings,253,20.png,extinction,neutral,9
c2ratings,253,18.png,negative,extinction,6
c2ratings,253,10.png,negative,extinction,9
c2ratings,253,26.png,positive,extinction,8
c2ratings,253,12.png,negative,extinction,9
c2ratings,253,23.png,extinction,positive,16
c2ratings,253,3.png,extinction,negative,14
c2ratings,253,5.png,positive,extinction,10
c2ratings,253,9.png,positive,extinction,7
c2ratings,253,4.png,neutral,extinction,10
c2ratings,253,24.png,extinction,negative,14
c1ratings,253,26.png,positive,extinction,10
c1ratings,253,7.png,extinction,neutral,10
c1ratings,253,5.png,positive,extinction,14
c1ratings,253,8.png,extinction,neutral,5
c1ratings,253,3.png,extinction,negative,10
c1ratings,253,23.png,extinction,positive,14
c1ratings,253,9.png,positive,extinction,14
c1ratings,253,11.png,neutral,extinction,6
c1ratings,253,17.png,neutral,extinction,14
c1ratings,253,14.png,extinction,positive,10
c1ratings,253,24.png,extinction,negative,15
c1ratings,253,10.png,negative,extinction,14
c1ratings,253,20.png,extinction,neutral,13
c1ratings,253,18.png,negative,extinction,7
c1ratings,253,21.png,extinction,negative,11
c1ratings,253,1.png,extinction,positive,10
c1ratings,253,4.png,neutral,extinction,13
c1ratings,253,12.png,negative,extinction,9
