phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,285,1,1,1,1,neutral,acquisition,3.png,7004.JPG,0,None,None,None,None
trials,285,1,2,1,1,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,285,1,3,1,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,285,1,4,1,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,285,1,5,1,NA,NA,NA,9000.JPG,5611.JPG,0,None,None,None,None
trials,285,1,6,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,285,1,7,1,1,positive,extinction,18.png,empty.png,0,None,None,None,None
trials,285,1,8,1,1,positive,acquisition,10.png,1440.JPG,0,None,None,None,None
trials,285,1,9,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,285,1,10,1,NA,NA,NA,15.png,22.png,0,None,None,None,None
trials,285,1,11,1,NA,NA,NA,5250.JPG,5970.JPG,0,None,None,None,None
trials,285,1,12,1,1,neutral,acquisition,4.png,7233.JPG,0,None,None,None,None
trials,285,1,13,1,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,285,1,14,1,1,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,285,1,15,1,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,285,1,16,1,2,positive,extinction,18.png,empty.png,0,None,None,None,None
trials,285,1,17,1,1,negative,acquisition,7.png,9331.JPG,0,None,None,None,None
trials,285,1,18,1,NA,NA,NA,5250.JPG,5970.JPG,0,None,None,None,None
trials,285,1,19,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,285,1,20,1,1,negative,extinction,1.png,empty.png,0,None,None,None,None
trials,285,1,21,1,2,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,285,1,22,1,2,negative,acquisition,7.png,9331.JPG,0,None,None,None,None
trials,285,1,23,1,2,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,285,1,24,1,3,negative,acquisition,7.png,9331.JPG,0,None,None,None,None
trials,285,1,25,1,NA,NA,NA,5720.JPG,empty.png,0,None,None,None,None
trials,285,1,26,1,NA,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,285,1,27,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,285,1,28,1,1,negative,extinction,26.png,empty.png,0,None,None,None,None
trials,285,1,29,1,NA,NA,NA,5780.JPG,9280.JPG,0,None,None,None,None
trials,285,1,30,1,2,neutral,acquisition,4.png,7233.JPG,0,None,None,None,None
trials,285,1,31,1,NA,NA,NA,13.png,16.png,0,None,None,None,None
trials,285,1,32,1,1,negative,acquisition,20.png,2141.JPG,0,None,None,None,None
trials,285,1,33,1,1,neutral,acquisition,21.png,7175.JPG,0,None,None,None,None
trials,285,1,34,1,1,neutral,extinction,17.png,empty.png,0,None,None,None,None
trials,285,1,35,1,1,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,285,1,36,1,2,negative,extinction,26.png,empty.png,0,None,None,None,None
trials,285,1,37,1,1,positive,acquisition,23.png,1500.JPG,0,None,None,None,None
trials,285,1,38,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,285,1,39,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,285,1,40,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,285,1,41,1,2,positive,acquisition,23.png,1500.JPG,0,None,None,None,None
trials,285,1,42,1,3,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,285,1,43,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,285,1,44,1,2,negative,acquisition,20.png,2141.JPG,0,None,None,None,None
trials,285,1,45,1,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,285,1,46,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,285,1,47,1,NA,NA,NA,19.png,25.png,0,None,None,None,None
trials,285,1,48,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,285,1,49,1,2,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,285,1,50,1,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,285,1,51,1,1,neutral,extinction,5.png,empty.png,0,None,None,None,None
trials,285,1,52,1,4,negative,acquisition,7.png,9331.JPG,1,10,0,0,None
