phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,250,1,1,2,1,negative,acquisition,2276.JPG,20.png,0,None,None,None,None
trials,250,1,2,2,NA,NA,NA,19.png,25.png,0,None,None,None,None
trials,250,1,3,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,250,1,4,2,2,negative,acquisition,2276.JPG,20.png,0,None,None,None,None
trials,250,1,5,2,1,positive,extinction,empty.png,9.png,0,None,None,None,None
trials,250,1,6,2,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,250,1,7,2,NA,NA,NA,13.png,16.png,0,None,None,None,None
trials,250,1,8,2,1,positive,extinction,empty.png,11.png,0,None,None,None,None
trials,250,1,9,2,NA,NA,NA,5250.JPG,9280.JPG,0,None,None,None,None
trials,250,1,10,2,1,neutral,extinction,empty.png,12.png,0,None,None,None,None
trials,250,1,11,2,1,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,250,1,12,2,1,positive,extinction,empty.png,23.png,0,None,None,None,None
trials,250,1,13,2,1,neutral,extinction,empty.png,24.png,0,None,None,None,None
trials,250,1,14,2,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,250,1,15,2,1,negative,acquisition,3181.JPG,8.png,0,None,None,None,None
trials,250,1,16,2,NA,NA,NA,5780.JPG,5720.JPG,0,None,None,None,None
trials,250,1,17,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,250,1,18,2,NA,NA,NA,19.png,25.png,0,None,None,None,None
trials,250,1,19,2,2,positive,extinction,empty.png,23.png,0,None,None,None,None
trials,250,1,20,2,1,neutral,acquisition,7035.JPG,21.png,0,None,None,None,None
trials,250,1,21,2,NA,NA,NA,5970.JPG,5660.JPG,0,None,None,None,None
trials,250,1,22,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,250,1,23,2,1,negative,extinction,empty.png,10.png,0,None,None,None,None
trials,250,1,24,2,1,neutral,acquisition,7090.JPG,18.png,0,None,None,None,None
trials,250,1,25,2,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,250,1,26,2,1,positive,acquisition,1620.JPG,1.png,0,None,None,None,None
trials,250,1,27,2,NA,NA,NA,5780.JPG,5720.JPG,0,None,None,None,None
trials,250,1,28,2,1,negative,extinction,empty.png,3.png,0,None,None,None,None
trials,250,1,29,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,250,1,30,2,NA,NA,NA,15.png,empty.png,0,None,None,None,None
trials,250,1,31,2,1,neutral,acquisition,7002.JPG,7.png,0,None,None,None,None
trials,250,1,32,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,250,1,33,2,2,neutral,acquisition,7035.JPG,21.png,0,None,None,None,None
trials,250,1,34,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,250,1,35,2,2,negative,extinction,empty.png,3.png,0,None,None,None,None
trials,250,1,36,2,2,positive,acquisition,1620.JPG,1.png,0,None,None,None,None
trials,250,1,37,2,NA,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,250,1,38,2,NA,NA,NA,5970.JPG,5660.JPG,0,None,None,None,None
trials,250,1,39,2,2,neutral,acquisition,7090.JPG,18.png,0,None,None,None,None
trials,250,1,40,2,2,positive,extinction,empty.png,9.png,0,None,None,None,None
trials,250,1,41,2,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,250,1,42,2,2,neutral,extinction,empty.png,12.png,0,None,None,None,None
trials,250,1,43,2,3,negative,extinction,empty.png,3.png,0,None,None,None,None
trials,250,1,44,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,250,1,45,2,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,250,1,46,2,1,negative,extinction,empty.png,17.png,0,None,None,None,None
trials,250,1,47,2,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,250,1,48,2,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,250,1,49,2,3,positive,acquisition,1620.JPG,1.png,0,None,None,None,None
trials,250,1,50,2,NA,NA,NA,13.png,16.png,0,None,None,None,None
trials,250,1,51,2,1,positive,acquisition,1440.JPG,14.png,0,None,None,None,None
trials,250,1,52,2,4,positive,acquisition,1620.JPG,1.png,1,0,0,8,None
trials,250,1,53,2,1,negative,acquisition,3300.JPG,26.png,0,None,None,None,None
trials,250,1,54,2,2,positive,extinction,empty.png,11.png,0,None,None,None,None
trials,250,1,55,2,2,positive,acquisition,1440.JPG,14.png,0,None,None,None,None
trials,250,1,56,2,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,250,1,57,2,NA,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,250,1,58,2,2,negative,acquisition,3300.JPG,26.png,0,None,None,None,None
trials,250,1,59,2,2,neutral,extinction,empty.png,4.png,0,None,None,None,None
trials,250,1,60,2,1,positive,acquisition,1463.JPG,5.png,0,None,None,None,None
