phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,281,1,1,1,1,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,281,1,2,1,NA,NA,NA,empty.png,25.png,0,None,None,None,None
trials,281,1,3,1,1,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,281,1,4,1,NA,NA,NA,9280.JPG,5611.JPG,0,None,None,None,None
trials,281,1,5,1,1,positive,acquisition,9.png,1590.JPG,0,None,None,None,None
trials,281,1,6,1,1,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,281,1,7,1,NA,NA,NA,6.png,22.png,0,None,None,None,None
trials,281,1,8,1,NA,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,281,1,9,1,NA,NA,NA,19.png,empty.png,0,None,None,None,None
trials,281,1,10,1,NA,NA,NA,27.png,15.png,0,None,None,None,None
trials,281,1,11,1,NA,NA,NA,5720.JPG,9000.JPG,0,None,None,None,None
trials,281,1,12,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,13,1,1,positive,extinction,18.png,empty.png,0,None,None,None,None
trials,281,1,14,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,15,1,NA,NA,NA,2.png,16.png,0,None,None,None,None
trials,281,1,16,1,1,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,281,1,17,1,NA,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,281,1,18,1,1,negative,extinction,10.png,empty.png,0,None,None,None,None
trials,281,1,19,1,1,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,281,1,20,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,21,1,2,positive,acquisition,9.png,1590.JPG,0,None,None,None,None
trials,281,1,22,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,23,1,NA,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,281,1,24,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,281,1,25,1,1,negative,acquisition,14.png,2141.JPG,0,None,None,None,None
trials,281,1,26,1,NA,NA,NA,9280.JPG,5611.JPG,0,None,None,None,None
trials,281,1,27,1,2,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,281,1,28,1,NA,NA,NA,2.png,16.png,0,None,None,None,None
trials,281,1,29,1,2,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,281,1,30,1,1,negative,acquisition,12.png,2399.JPG,0,None,None,None,None
trials,281,1,31,1,1,positive,acquisition,23.png,1500.JPG,0,None,None,None,None
trials,281,1,32,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,33,1,1,neutral,acquisition,17.png,7000.JPG,0,None,None,None,None
trials,281,1,34,1,NA,NA,NA,6.png,22.png,0,None,None,None,None
trials,281,1,35,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,281,1,36,1,2,negative,acquisition,14.png,2141.JPG,0,None,None,None,None
trials,281,1,37,1,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,281,1,38,1,1,neutral,acquisition,24.png,7006.JPG,0,None,None,None,None
trials,281,1,39,1,2,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,281,1,40,1,3,negative,acquisition,14.png,2141.JPG,0,None,None,None,None
trials,281,1,41,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,42,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,281,1,43,1,NA,NA,NA,6.png,22.png,0,None,None,None,None
trials,281,1,44,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,45,1,1,negative,extinction,5.png,empty.png,0,None,None,None,None
trials,281,1,46,1,2,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,281,1,47,1,NA,NA,NA,5970.JPG,5780.JPG,0,None,None,None,None
trials,281,1,48,1,1,positive,extinction,4.png,empty.png,0,None,None,None,None
trials,281,1,49,1,NA,NA,NA,9280.JPG,5611.JPG,0,None,None,None,None
trials,281,1,50,1,1,neutral,acquisition,1.png,7009.JPG,0,None,None,None,None
trials,281,1,51,1,2,positive,extinction,18.png,empty.png,0,None,None,None,None
trials,281,1,52,1,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,281,1,53,1,2,positive,extinction,4.png,empty.png,0,None,None,None,None
trials,281,1,54,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,55,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,281,1,56,1,2,negative,extinction,5.png,empty.png,0,None,None,None,None
trials,281,1,57,1,1,negative,acquisition,26.png,2276.JPG,0,None,None,None,None
trials,281,1,58,1,2,neutral,acquisition,1.png,7009.JPG,0,None,None,None,None
trials,281,1,59,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,60,1,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,281,1,61,1,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,281,1,62,1,3,neutral,acquisition,1.png,7009.JPG,0,None,None,None,None
trials,281,1,63,1,NA,NA,NA,27.png,15.png,0,None,None,None,None
trials,281,1,64,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,65,1,NA,NA,NA,27.png,15.png,0,None,None,None,None
trials,281,1,66,1,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,281,1,67,1,2,neutral,acquisition,24.png,7006.JPG,0,None,None,None,None
trials,281,1,68,1,2,negative,acquisition,12.png,2399.JPG,0,None,None,None,None
trials,281,1,69,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,281,1,70,1,3,positive,extinction,18.png,empty.png,0,None,None,None,None
trials,281,1,71,1,NA,NA,NA,5720.JPG,9000.JPG,0,None,None,None,None
trials,281,1,72,1,3,positive,acquisition,9.png,1590.JPG,0,None,None,None,None
trials,281,1,73,1,2,negative,extinction,10.png,empty.png,0,None,None,None,None
