phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,295,11.png,extinction,negative,11
globalratings,295,4.png,extinction,negative,3
globalratings,295,9.png,extinction,positive,16
globalratings,295,12.png,negative,extinction,9
globalratings,295,20.png,neutral,extinction,15
globalratings,295,24.png,positive,extinction,18
globalratings,295,3.png,positive,extinction,3
globalratings,295,18.png,extinction,positive,6
globalratings,295,21.png,extinction,neutral,3
globalratings,295,17.png,extinction,neutral,3
globalratings,295,5.png,negative,extinction,13
globalratings,295,23.png,neutral,extinction,18
globalratings,295,14.png,neutral,extinction,12
globalratings,295,10.png,negative,extinction,4
globalratings,295,8.png,extinction,neutral,0
globalratings,295,1.png,extinction,negative,14
globalratings,295,26.png,extinction,positive,1
globalratings,295,7.png,positive,extinction,17
c2ratings,295,17.png,extinction,neutral,10
c2ratings,295,4.png,extinction,negative,10
c2ratings,295,8.png,extinction,neutral,0
c2ratings,295,11.png,extinction,negative,3
c2ratings,295,9.png,extinction,positive,15
c2ratings,295,7.png,positive,extinction,16
c2ratings,295,3.png,positive,extinction,9
c2ratings,295,14.png,neutral,extinction,9
c2ratings,295,1.png,extinction,negative,15
c2ratings,295,12.png,negative,extinction,17
c2ratings,295,21.png,extinction,neutral,3
c2ratings,295,24.png,positive,extinction,18
c2ratings,295,20.png,neutral,extinction,12
c2ratings,295,18.png,extinction,positive,16
c2ratings,295,23.png,neutral,extinction,18
c2ratings,295,10.png,negative,extinction,3
c2ratings,295,5.png,negative,extinction,7
c2ratings,295,26.png,extinction,positive,0
c1ratings,295,11.png,extinction,negative,14
c1ratings,295,5.png,negative,extinction,3
c1ratings,295,24.png,positive,extinction,18
c1ratings,295,23.png,neutral,extinction,18
c1ratings,295,12.png,negative,extinction,4
c1ratings,295,7.png,positive,extinction,18
c1ratings,295,10.png,negative,extinction,2
c1ratings,295,8.png,extinction,neutral,0
c1ratings,295,17.png,extinction,neutral,6
c1ratings,295,20.png,neutral,extinction,6
c1ratings,295,1.png,extinction,negative,16
c1ratings,295,4.png,extinction,negative,15
c1ratings,295,3.png,positive,extinction,9
c1ratings,295,26.png,extinction,positive,0
c1ratings,295,21.png,extinction,neutral,7
c1ratings,295,18.png,extinction,positive,13
c1ratings,295,14.png,neutral,extinction,9
c1ratings,295,9.png,extinction,positive,15
