phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,297,5.png,positive,extinction,16
globalratings,297,23.png,positive,extinction,18
globalratings,297,10.png,extinction,neutral,12
globalratings,297,18.png,extinction,neutral,5
globalratings,297,7.png,negative,extinction,15
globalratings,297,14.png,neutral,extinction,11
globalratings,297,24.png,neutral,extinction,9
globalratings,297,8.png,extinction,positive,5
globalratings,297,11.png,positive,extinction,11
globalratings,297,21.png,extinction,positive,5
globalratings,297,9.png,extinction,negative,9
globalratings,297,12.png,neutral,extinction,9
globalratings,297,20.png,extinction,positive,12
globalratings,297,4.png,negative,extinction,10
globalratings,297,3.png,extinction,neutral,18
globalratings,297,1.png,negative,extinction,14
globalratings,297,26.png,extinction,negative,5
globalratings,297,17.png,extinction,negative,11
c2ratings,297,11.png,positive,extinction,10
c2ratings,297,5.png,positive,extinction,16
c2ratings,297,9.png,extinction,negative,10
c2ratings,297,23.png,positive,extinction,18
c2ratings,297,4.png,negative,extinction,12
c2ratings,297,12.png,neutral,extinction,9
c2ratings,297,24.png,neutral,extinction,10
c2ratings,297,17.png,extinction,negative,11
c2ratings,297,8.png,extinction,positive,5
c2ratings,297,20.png,extinction,positive,9
c2ratings,297,7.png,negative,extinction,12
c2ratings,297,14.png,neutral,extinction,9
c2ratings,297,10.png,extinction,neutral,9
c2ratings,297,26.png,extinction,negative,6
c2ratings,297,18.png,extinction,neutral,6
c2ratings,297,3.png,extinction,neutral,18
c2ratings,297,1.png,negative,extinction,12
c2ratings,297,21.png,extinction,positive,7
c1ratings,297,11.png,positive,extinction,9
c1ratings,297,23.png,positive,extinction,14
c1ratings,297,5.png,positive,extinction,16
c1ratings,297,24.png,neutral,extinction,10
c1ratings,297,9.png,extinction,negative,9
c1ratings,297,10.png,extinction,neutral,12
c1ratings,297,14.png,neutral,extinction,12
c1ratings,297,12.png,neutral,extinction,13
c1ratings,297,17.png,extinction,negative,14
c1ratings,297,3.png,extinction,neutral,18
c1ratings,297,8.png,extinction,positive,7
c1ratings,297,26.png,extinction,negative,7
c1ratings,297,20.png,extinction,positive,14
c1ratings,297,7.png,negative,extinction,15
c1ratings,297,1.png,negative,extinction,15
c1ratings,297,18.png,extinction,neutral,9
c1ratings,297,4.png,negative,extinction,10
c1ratings,297,21.png,extinction,positive,9
