phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,254,17.png,extinction,negative,18
globalratings,254,9.png,positive,extinction,12
globalratings,254,18.png,neutral,extinction,7
globalratings,254,11.png,negative,extinction,4
globalratings,254,26.png,neutral,extinction,14
globalratings,254,23.png,extinction,neutral,13
globalratings,254,24.png,negative,extinction,13
globalratings,254,20.png,negative,extinction,16
globalratings,254,4.png,extinction,neutral,16
globalratings,254,21.png,extinction,positive,11
globalratings,254,12.png,extinction,positive,6
globalratings,254,10.png,extinction,negative,18
globalratings,254,14.png,extinction,positive,18
globalratings,254,5.png,neutral,extinction,15
globalratings,254,7.png,extinction,negative,4
globalratings,254,1.png,positive,extinction,18
globalratings,254,8.png,extinction,neutral,14
globalratings,254,3.png,positive,extinction,18
c2ratings,254,9.png,positive,extinction,13
c2ratings,254,14.png,extinction,positive,16
c2ratings,254,7.png,extinction,negative,7
c2ratings,254,18.png,neutral,extinction,6
c2ratings,254,17.png,extinction,negative,18
c2ratings,254,20.png,negative,extinction,17
c2ratings,254,11.png,negative,extinction,5
c2ratings,254,1.png,positive,extinction,16
c2ratings,254,3.png,positive,extinction,18
c2ratings,254,21.png,extinction,positive,6
c2ratings,254,5.png,neutral,extinction,14
c2ratings,254,26.png,neutral,extinction,13
c2ratings,254,12.png,extinction,positive,5
c2ratings,254,10.png,extinction,negative,5
c2ratings,254,8.png,extinction,neutral,12
c2ratings,254,4.png,extinction,neutral,16
c2ratings,254,23.png,extinction,neutral,17
c2ratings,254,24.png,negative,extinction,18
c1ratings,254,23.png,extinction,neutral,11
c1ratings,254,20.png,negative,extinction,14
c1ratings,254,3.png,positive,extinction,18
c1ratings,254,14.png,extinction,positive,18
c1ratings,254,24.png,negative,extinction,8
c1ratings,254,21.png,extinction,positive,6
c1ratings,254,4.png,extinction,neutral,11
c1ratings,254,5.png,neutral,extinction,17
c1ratings,254,1.png,positive,extinction,17
c1ratings,254,8.png,extinction,neutral,12
c1ratings,254,9.png,positive,extinction,10
c1ratings,254,18.png,neutral,extinction,15
c1ratings,254,7.png,extinction,negative,6
c1ratings,254,10.png,extinction,negative,18
c1ratings,254,26.png,neutral,extinction,16
c1ratings,254,11.png,negative,extinction,2
c1ratings,254,12.png,extinction,positive,8
c1ratings,254,17.png,extinction,negative,17
