phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,257,7.png,extinction,positive,16
globalratings,257,21.png,extinction,positive,4
globalratings,257,18.png,negative,extinction,9
globalratings,257,20.png,extinction,negative,0
globalratings,257,23.png,neutral,extinction,18
globalratings,257,11.png,negative,extinction,0
globalratings,257,4.png,positive,extinction,9
globalratings,257,12.png,neutral,extinction,9
globalratings,257,3.png,extinction,neutral,9
globalratings,257,10.png,extinction,negative,9
globalratings,257,9.png,neutral,extinction,9
globalratings,257,1.png,positive,extinction,9
globalratings,257,26.png,positive,extinction,0
globalratings,257,14.png,extinction,negative,18
globalratings,257,17.png,extinction,positive,3
globalratings,257,24.png,negative,extinction,9
globalratings,257,5.png,extinction,neutral,9
globalratings,257,8.png,extinction,neutral,9
c2ratings,257,26.png,positive,extinction,0
c2ratings,257,17.png,extinction,positive,9
c2ratings,257,1.png,positive,extinction,9
c2ratings,257,14.png,extinction,negative,18
c2ratings,257,9.png,neutral,extinction,9
c2ratings,257,8.png,extinction,neutral,9
c2ratings,257,20.png,extinction,negative,0
c2ratings,257,7.png,extinction,positive,15
c2ratings,257,21.png,extinction,positive,4
c2ratings,257,24.png,negative,extinction,9
c2ratings,257,23.png,neutral,extinction,18
c2ratings,257,18.png,negative,extinction,9
c2ratings,257,12.png,neutral,extinction,9
c2ratings,257,10.png,extinction,negative,9
c2ratings,257,3.png,extinction,neutral,9
c2ratings,257,5.png,extinction,neutral,9
c2ratings,257,4.png,positive,extinction,9
c2ratings,257,11.png,negative,extinction,0
c1ratings,257,18.png,negative,extinction,9
c1ratings,257,7.png,extinction,positive,15
c1ratings,257,20.png,extinction,negative,0
c1ratings,257,8.png,extinction,neutral,9
c1ratings,257,11.png,negative,extinction,0
c1ratings,257,4.png,positive,extinction,9
c1ratings,257,9.png,neutral,extinction,9
c1ratings,257,26.png,positive,extinction,0
c1ratings,257,23.png,neutral,extinction,18
c1ratings,257,17.png,extinction,positive,9
c1ratings,257,10.png,extinction,negative,9
c1ratings,257,21.png,extinction,positive,0
c1ratings,257,12.png,neutral,extinction,9
c1ratings,257,5.png,extinction,neutral,9
c1ratings,257,1.png,positive,extinction,9
c1ratings,257,3.png,extinction,neutral,9
c1ratings,257,24.png,negative,extinction,9
c1ratings,257,14.png,extinction,negative,18
