phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,296,21.png,neutral,extinction,12
globalratings,296,24.png,negative,extinction,17
globalratings,296,26.png,positive,extinction,3
globalratings,296,10.png,negative,extinction,9
globalratings,296,18.png,extinction,positive,18
globalratings,296,3.png,neutral,extinction,12
globalratings,296,5.png,extinction,neutral,16
globalratings,296,20.png,extinction,neutral,7
globalratings,296,12.png,positive,extinction,10
globalratings,296,23.png,extinction,positive,15
globalratings,296,14.png,neutral,extinction,12
globalratings,296,4.png,extinction,positive,14
globalratings,296,17.png,extinction,neutral,6
globalratings,296,9.png,extinction,negative,3
globalratings,296,8.png,negative,extinction,9
globalratings,296,7.png,extinction,negative,14
globalratings,296,1.png,extinction,negative,16
globalratings,296,11.png,positive,extinction,12
c2ratings,296,23.png,extinction,positive,15
c2ratings,296,17.png,extinction,neutral,9
c2ratings,296,26.png,positive,extinction,3
c2ratings,296,12.png,positive,extinction,7
c2ratings,296,7.png,extinction,negative,12
c2ratings,296,3.png,neutral,extinction,3
c2ratings,296,4.png,extinction,positive,16
c2ratings,296,20.png,extinction,neutral,14
c2ratings,296,8.png,negative,extinction,1
c2ratings,296,11.png,positive,extinction,5
c2ratings,296,14.png,neutral,extinction,13
c2ratings,296,10.png,negative,extinction,10
c2ratings,296,21.png,neutral,extinction,14
c2ratings,296,9.png,extinction,negative,5
c2ratings,296,18.png,extinction,positive,17
c2ratings,296,1.png,extinction,negative,15
c2ratings,296,5.png,extinction,neutral,11
c2ratings,296,24.png,negative,extinction,16
c1ratings,296,14.png,neutral,extinction,8
c1ratings,296,1.png,extinction,negative,18
c1ratings,296,5.png,extinction,neutral,15
c1ratings,296,12.png,positive,extinction,10
c1ratings,296,10.png,negative,extinction,13
c1ratings,296,23.png,extinction,positive,16
c1ratings,296,26.png,positive,extinction,2
c1ratings,296,4.png,extinction,positive,6
c1ratings,296,7.png,extinction,negative,14
c1ratings,296,20.png,extinction,neutral,17
c1ratings,296,3.png,neutral,extinction,8
c1ratings,296,24.png,negative,extinction,5
c1ratings,296,11.png,positive,extinction,12
c1ratings,296,21.png,neutral,extinction,16
c1ratings,296,17.png,extinction,neutral,5
c1ratings,296,18.png,extinction,positive,18
c1ratings,296,9.png,extinction,negative,4
c1ratings,296,8.png,negative,extinction,8
