phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,300,14.png,neutral,extinction,18
globalratings,300,7.png,extinction,positive,18
globalratings,300,4.png,positive,extinction,18
globalratings,300,1.png,neutral,extinction,18
globalratings,300,8.png,extinction,negative,9
globalratings,300,9.png,extinction,negative,17
globalratings,300,18.png,neutral,extinction,18
globalratings,300,12.png,extinction,positive,18
globalratings,300,20.png,positive,extinction,14
globalratings,300,3.png,negative,extinction,15
globalratings,300,23.png,extinction,positive,16
globalratings,300,21.png,extinction,neutral,15
globalratings,300,5.png,extinction,negative,17
globalratings,300,26.png,extinction,neutral,14
globalratings,300,24.png,negative,extinction,12
globalratings,300,11.png,positive,extinction,15
globalratings,300,10.png,extinction,neutral,9
globalratings,300,17.png,negative,extinction,10
c2ratings,300,21.png,extinction,neutral,12
c2ratings,300,17.png,negative,extinction,11
c2ratings,300,18.png,neutral,extinction,18
c2ratings,300,3.png,negative,extinction,14
c2ratings,300,14.png,neutral,extinction,18
c2ratings,300,20.png,positive,extinction,14
c2ratings,300,8.png,extinction,negative,11
c2ratings,300,23.png,extinction,positive,16
c2ratings,300,4.png,positive,extinction,18
c2ratings,300,11.png,positive,extinction,16
c2ratings,300,5.png,extinction,negative,15
c2ratings,300,26.png,extinction,neutral,12
c2ratings,300,10.png,extinction,neutral,12
c2ratings,300,1.png,neutral,extinction,18
c2ratings,300,24.png,negative,extinction,11
c2ratings,300,12.png,extinction,positive,18
c2ratings,300,7.png,extinction,positive,18
c2ratings,300,9.png,extinction,negative,15
c1ratings,300,23.png,extinction,positive,13
c1ratings,300,12.png,extinction,positive,18
c1ratings,300,11.png,positive,extinction,16
c1ratings,300,26.png,extinction,neutral,11
c1ratings,300,7.png,extinction,positive,18
c1ratings,300,24.png,negative,extinction,11
c1ratings,300,20.png,positive,extinction,14
c1ratings,300,17.png,negative,extinction,11
c1ratings,300,21.png,extinction,neutral,11
c1ratings,300,10.png,extinction,neutral,11
c1ratings,300,8.png,extinction,negative,9
c1ratings,300,3.png,negative,extinction,14
c1ratings,300,1.png,neutral,extinction,18
c1ratings,300,9.png,extinction,negative,18
c1ratings,300,18.png,neutral,extinction,18
c1ratings,300,4.png,positive,extinction,18
c1ratings,300,14.png,neutral,extinction,18
c1ratings,300,5.png,extinction,negative,17
