phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,263,1,1,1,NA,NA,NA,25.png,empty.png,0,None,None,None,None
trials,263,1,2,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,263,1,3,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,4,1,1,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,263,1,5,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,263,1,6,1,1,positive,acquisition,5.png,1600.JPG,0,None,None,None,None
trials,263,1,7,1,NA,NA,NA,9280.JPG,5660.JPG,0,None,None,None,None
trials,263,1,8,1,2,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,263,1,9,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,10,1,NA,NA,NA,5250.JPG,5720.JPG,0,None,None,None,None
trials,263,1,11,1,NA,NA,NA,5970.JPG,5870.JPG,0,None,None,None,None
trials,263,1,12,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,13,1,1,neutral,extinction,26.png,empty.png,0,None,None,None,None
trials,263,1,14,1,1,negative,acquisition,20.png,9041.JPG,0,None,None,None,None
trials,263,1,15,1,1,neutral,acquisition,23.png,7025.JPG,0,None,None,None,None
trials,263,1,16,1,1,positive,acquisition,9.png,1590.JPG,0,None,None,None,None
trials,263,1,17,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,18,1,2,positive,acquisition,9.png,1590.JPG,0,None,None,None,None
trials,263,1,19,1,1,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,263,1,20,1,NA,NA,NA,16.png,22.png,0,None,None,None,None
trials,263,1,21,1,NA,NA,NA,5250.JPG,5720.JPG,0,None,None,None,None
trials,263,1,22,1,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,263,1,23,1,1,positive,acquisition,14.png,1440.JPG,0,None,None,None,None
trials,263,1,24,1,NA,NA,NA,empty.png,5780.JPG,0,None,None,None,None
trials,263,1,25,1,1,negative,acquisition,7.png,2141.JPG,0,None,None,None,None
trials,263,1,26,1,1,negative,extinction,17.png,empty.png,0,None,None,None,None
trials,263,1,27,1,NA,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,263,1,28,1,1,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,263,1,29,1,NA,NA,NA,27.png,19.png,0,None,None,None,None
trials,263,1,30,1,1,positive,extinction,10.png,empty.png,0,None,None,None,None
trials,263,1,31,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,32,1,2,negative,extinction,17.png,empty.png,0,None,None,None,None
trials,263,1,33,1,2,positive,extinction,10.png,empty.png,0,None,None,None,None
trials,263,1,34,1,1,neutral,acquisition,18.png,7000.JPG,0,None,None,None,None
trials,263,1,35,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,36,1,1,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,263,1,37,1,1,positive,extinction,1.png,empty.png,0,None,None,None,None
trials,263,1,38,1,2,positive,acquisition,5.png,1600.JPG,0,None,None,None,None
trials,263,1,39,1,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,263,1,40,1,NA,NA,NA,9280.JPG,5660.JPG,0,None,None,None,None
trials,263,1,41,1,NA,NA,NA,16.png,22.png,0,None,None,None,None
trials,263,1,42,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,43,1,1,neutral,acquisition,21.png,7175.JPG,0,None,None,None,None
trials,263,1,44,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,45,1,2,neutral,acquisition,18.png,7000.JPG,0,None,None,None,None
trials,263,1,46,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,47,1,3,positive,extinction,10.png,empty.png,0,None,None,None,None
trials,263,1,48,1,1,negative,extinction,3.png,empty.png,0,None,None,None,None
trials,263,1,49,1,2,neutral,extinction,26.png,empty.png,0,None,None,None,None
trials,263,1,50,1,3,positive,acquisition,5.png,1600.JPG,0,None,None,None,None
trials,263,1,51,1,2,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,263,1,52,1,3,neutral,extinction,26.png,empty.png,0,None,None,None,None
trials,263,1,53,1,2,positive,extinction,1.png,empty.png,0,None,None,None,None
trials,263,1,54,1,3,positive,acquisition,9.png,1590.JPG,0,None,None,None,None
trials,263,1,55,1,2,neutral,acquisition,21.png,7175.JPG,0,None,None,None,None
trials,263,1,56,1,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,263,1,57,1,2,negative,acquisition,7.png,2141.JPG,0,None,None,None,None
trials,263,1,58,1,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,263,1,59,1,2,negative,extinction,3.png,empty.png,0,None,None,None,None
trials,263,1,60,1,3,neutral,acquisition,18.png,7000.JPG,0,None,None,None,None
trials,263,1,61,1,NA,NA,NA,15.png,empty.png,0,None,None,None,None
trials,263,1,62,1,2,positive,acquisition,14.png,1440.JPG,0,None,None,None,None
trials,263,1,63,1,2,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,263,1,64,1,1,negative,acquisition,8.png,9432.JPG,0,None,None,None,None
trials,263,1,65,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,66,1,3,negative,extinction,3.png,empty.png,0,None,None,None,None
trials,263,1,67,1,2,negative,acquisition,8.png,9432.JPG,0,None,None,None,None
trials,263,1,68,1,2,neutral,acquisition,23.png,7025.JPG,0,None,None,None,None
trials,263,1,69,1,3,neutral,acquisition,21.png,7175.JPG,0,None,None,None,None
trials,263,1,70,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,71,1,NA,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,263,1,72,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,73,1,NA,NA,NA,27.png,19.png,0,None,None,None,None
trials,263,1,74,1,NA,NA,NA,9280.JPG,5660.JPG,0,None,None,None,None
trials,263,1,75,1,3,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,263,1,76,1,3,positive,extinction,1.png,empty.png,0,None,None,None,None
trials,263,1,77,1,NA,NA,NA,5970.JPG,5870.JPG,0,None,None,None,None
trials,263,1,78,1,NA,NA,NA,27.png,19.png,0,None,None,None,None
trials,263,1,79,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,263,1,80,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,81,1,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,263,1,82,1,4,positive,acquisition,9.png,1590.JPG,1,0,0,2,None
trials,263,1,83,1,NA,NA,NA,15.png,empty.png,0,None,None,None,None
trials,263,1,84,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,85,1,4,neutral,acquisition,18.png,7000.JPG,1,0,0,10,None
trials,263,1,86,1,NA,NA,NA,empty.png,5780.JPG,0,None,None,None,None
trials,263,1,87,1,3,negative,extinction,17.png,empty.png,0,None,None,None,None
trials,263,1,88,1,3,negative,acquisition,7.png,2141.JPG,0,None,None,None,None
trials,263,1,89,1,4,positive,extinction,1.png,empty.png,1,1,0,2,None
trials,263,1,90,1,3,neutral,acquisition,23.png,7025.JPG,0,None,None,None,None
trials,263,1,91,1,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,263,1,92,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,263,1,93,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,94,1,3,negative,acquisition,8.png,9432.JPG,0,None,None,None,None
trials,263,1,95,1,NA,NA,NA,empty.png,9000.JPG,0,None,None,None,None
trials,263,1,96,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,97,1,3,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,263,1,98,1,NA,NA,NA,empty.png,25.png,0,None,None,None,None
trials,263,1,99,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,100,1,2,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,263,1,101,1,NA,NA,NA,empty.png,25.png,0,None,None,None,None
trials,263,1,102,1,NA,NA,NA,16.png,22.png,0,None,None,None,None
trials,263,1,103,1,3,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,263,1,104,1,NA,NA,NA,5970.JPG,5870.JPG,0,None,None,None,None
trials,263,1,105,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,1,106,1,2,negative,acquisition,20.png,9041.JPG,0,None,None,None,None
trials,263,1,107,1,4,negative,acquisition,7.png,2141.JPG,1,10,1,0,None
trials,263,1,108,1,3,positive,acquisition,14.png,1440.JPG,0,None,None,None,None
trials,263,1,109,1,4,negative,extinction,12.png,empty.png,1,0,2,0,None
trials,263,1,110,1,3,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,263,1,111,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,263,1,112,1,3,negative,acquisition,20.png,9041.JPG,0,None,None,None,None
trials,263,1,113,1,NA,NA,NA,5250.JPG,5720.JPG,0,None,None,None,None
trials,263,1,114,1,4,neutral,extinction,26.png,empty.png,1,0,0,0,None
trials,263,2,1,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,263,2,2,1,5,neutral,extinction,26.png,empty.png,0,None,None,None,None
trials,263,2,3,1,NA,NA,NA,empty.png,5780.JPG,0,None,None,None,None
trials,263,2,4,1,NA,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,263,2,5,1,4,negative,acquisition,8.png,9432.JPG,0,None,None,None,None
trials,263,2,6,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,2,7,1,4,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,263,2,8,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,263,2,9,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,263,2,10,1,4,neutral,acquisition,21.png,7175.JPG,0,None,None,None,None
trials,263,2,11,1,4,negative,acquisition,20.png,9041.JPG,0,None,None,None,None
trials,263,2,12,1,4,negative,extinction,17.png,empty.png,0,None,None,None,None
trials,263,2,13,1,5,positive,extinction,24.png,empty.png,0,None,None,None,None
trials,263,2,14,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,2,15,1,5,negative,acquisition,7.png,2141.JPG,0,None,None,None,None
trials,263,2,16,1,NA,NA,NA,5970.JPG,5870.JPG,0,None,None,None,None
trials,263,2,17,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,2,18,1,5,positive,extinction,1.png,empty.png,0,None,None,None,None
trials,263,2,19,1,5,neutral,acquisition,21.png,7175.JPG,0,None,None,None,None
trials,263,2,20,1,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,263,2,21,1,4,positive,extinction,10.png,empty.png,0,None,None,None,None
trials,263,2,22,1,NA,NA,NA,empty.png,25.png,0,None,None,None,None
trials,263,2,23,1,4,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,263,2,24,1,5,neutral,acquisition,18.png,7000.JPG,0,None,None,None,None
trials,263,2,25,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,2,26,1,NA,NA,NA,9280.JPG,5660.JPG,0,None,None,None,None
trials,263,2,27,1,4,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,263,2,28,1,4,positive,acquisition,5.png,1600.JPG,0,None,None,None,None
trials,263,2,29,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,263,2,30,1,6,neutral,acquisition,18.png,7000.JPG,0,None,None,None,None
trials,263,2,31,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,2,32,1,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,263,2,33,1,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,263,2,34,1,5,positive,extinction,10.png,empty.png,0,None,None,None,None
trials,263,2,35,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,263,2,36,1,5,negative,acquisition,8.png,9432.JPG,0,None,None,None,None
