phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,252,23.png,extinction,neutral,18
globalratings,252,5.png,positive,extinction,18
globalratings,252,12.png,positive,extinction,18
globalratings,252,17.png,neutral,extinction,0
globalratings,252,21.png,extinction,negative,0
globalratings,252,26.png,negative,extinction,0
globalratings,252,10.png,extinction,positive,2
globalratings,252,11.png,extinction,positive,15
globalratings,252,9.png,negative,extinction,14
globalratings,252,24.png,extinction,negative,8
globalratings,252,8.png,extinction,neutral,6
globalratings,252,1.png,extinction,negative,12
globalratings,252,14.png,positive,extinction,8
globalratings,252,3.png,negative,extinction,6
globalratings,252,20.png,extinction,positive,5
globalratings,252,4.png,extinction,neutral,4
globalratings,252,18.png,neutral,extinction,4
globalratings,252,7.png,neutral,extinction,16
c2ratings,252,8.png,extinction,neutral,4
c2ratings,252,7.png,neutral,extinction,18
c2ratings,252,1.png,extinction,negative,7
c2ratings,252,23.png,extinction,neutral,18
c2ratings,252,5.png,positive,extinction,15
c2ratings,252,26.png,negative,extinction,0
c2ratings,252,10.png,extinction,positive,0
c2ratings,252,14.png,positive,extinction,3
c2ratings,252,12.png,positive,extinction,17
c2ratings,252,9.png,negative,extinction,8
c2ratings,252,3.png,negative,extinction,5
c2ratings,252,4.png,extinction,neutral,3
c2ratings,252,24.png,extinction,negative,1
c2ratings,252,11.png,extinction,positive,16
c2ratings,252,17.png,neutral,extinction,1
c2ratings,252,18.png,neutral,extinction,4
c2ratings,252,21.png,extinction,negative,3
c2ratings,252,20.png,extinction,positive,8
c1ratings,252,11.png,extinction,positive,12
c1ratings,252,1.png,extinction,negative,12
c1ratings,252,10.png,extinction,positive,7
c1ratings,252,14.png,positive,extinction,7
c1ratings,252,12.png,positive,extinction,15
c1ratings,252,18.png,neutral,extinction,5
c1ratings,252,20.png,extinction,positive,5
c1ratings,252,8.png,extinction,neutral,4
c1ratings,252,5.png,positive,extinction,16
c1ratings,252,23.png,extinction,neutral,18
c1ratings,252,7.png,neutral,extinction,18
c1ratings,252,4.png,extinction,neutral,9
c1ratings,252,21.png,extinction,negative,5
c1ratings,252,26.png,negative,extinction,0
c1ratings,252,24.png,extinction,negative,0
c1ratings,252,9.png,negative,extinction,0
c1ratings,252,17.png,neutral,extinction,0
c1ratings,252,3.png,negative,extinction,0
