phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,301,1.png,extinction,negative,10
globalratings,301,14.png,negative,extinction,7
globalratings,301,8.png,negative,extinction,3
globalratings,301,11.png,extinction,negative,13
globalratings,301,17.png,extinction,neutral,2
globalratings,301,20.png,positive,extinction,13
globalratings,301,10.png,extinction,positive,17
globalratings,301,4.png,extinction,negative,6
globalratings,301,26.png,positive,extinction,0
globalratings,301,7.png,extinction,neutral,16
globalratings,301,5.png,extinction,positive,18
globalratings,301,18.png,negative,extinction,5
globalratings,301,9.png,extinction,neutral,3
globalratings,301,3.png,positive,extinction,13
globalratings,301,24.png,neutral,extinction,5
globalratings,301,23.png,extinction,positive,17
globalratings,301,21.png,neutral,extinction,9
globalratings,301,12.png,neutral,extinction,6
c2ratings,301,17.png,extinction,neutral,5
c2ratings,301,26.png,positive,extinction,2
c2ratings,301,1.png,extinction,negative,9
c2ratings,301,8.png,negative,extinction,3
c2ratings,301,10.png,extinction,positive,14
c2ratings,301,21.png,neutral,extinction,5
c2ratings,301,7.png,extinction,neutral,14
c2ratings,301,4.png,extinction,negative,6
c2ratings,301,12.png,neutral,extinction,4
c2ratings,301,23.png,extinction,positive,18
c2ratings,301,9.png,extinction,neutral,4
c2ratings,301,3.png,positive,extinction,12
c2ratings,301,11.png,extinction,negative,5
c2ratings,301,5.png,extinction,positive,18
c2ratings,301,20.png,positive,extinction,11
c2ratings,301,18.png,negative,extinction,3
c2ratings,301,24.png,neutral,extinction,5
c2ratings,301,14.png,negative,extinction,6
c1ratings,301,1.png,extinction,negative,5
c1ratings,301,12.png,neutral,extinction,8
c1ratings,301,24.png,neutral,extinction,4
c1ratings,301,7.png,extinction,neutral,13
c1ratings,301,14.png,negative,extinction,6
c1ratings,301,18.png,negative,extinction,3
c1ratings,301,23.png,extinction,positive,18
c1ratings,301,5.png,extinction,positive,18
c1ratings,301,4.png,extinction,negative,5
c1ratings,301,17.png,extinction,neutral,1
c1ratings,301,8.png,negative,extinction,2
c1ratings,301,20.png,positive,extinction,12
c1ratings,301,26.png,positive,extinction,0
c1ratings,301,10.png,extinction,positive,4
c1ratings,301,9.png,extinction,neutral,3
c1ratings,301,21.png,neutral,extinction,8
c1ratings,301,3.png,positive,extinction,13
c1ratings,301,11.png,extinction,negative,5
