phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,302,9.png,negative,extinction,9
globalratings,302,5.png,extinction,negative,9
globalratings,302,26.png,positive,extinction,9
globalratings,302,20.png,negative,extinction,9
globalratings,302,1.png,negative,extinction,15
globalratings,302,3.png,extinction,positive,14
globalratings,302,18.png,neutral,extinction,9
globalratings,302,4.png,positive,extinction,14
globalratings,302,17.png,neutral,extinction,14
globalratings,302,21.png,extinction,negative,9
globalratings,302,14.png,extinction,positive,9
globalratings,302,8.png,positive,extinction,9
globalratings,302,10.png,extinction,positive,9
globalratings,302,11.png,extinction,neutral,7
globalratings,302,7.png,extinction,neutral,12
globalratings,302,23.png,extinction,neutral,9
globalratings,302,12.png,extinction,negative,13
globalratings,302,24.png,neutral,extinction,10
c2ratings,302,17.png,neutral,extinction,14
c2ratings,302,14.png,extinction,positive,10
c2ratings,302,12.png,extinction,negative,11
c2ratings,302,1.png,negative,extinction,15
c2ratings,302,7.png,extinction,neutral,15
c2ratings,302,11.png,extinction,neutral,7
c2ratings,302,20.png,negative,extinction,9
c2ratings,302,5.png,extinction,negative,9
c2ratings,302,4.png,positive,extinction,14
c2ratings,302,24.png,neutral,extinction,10
c2ratings,302,21.png,extinction,negative,8
c2ratings,302,8.png,positive,extinction,11
c2ratings,302,26.png,positive,extinction,9
c2ratings,302,9.png,negative,extinction,9
c2ratings,302,3.png,extinction,positive,13
c2ratings,302,18.png,neutral,extinction,7
c2ratings,302,10.png,extinction,positive,9
c2ratings,302,23.png,extinction,neutral,9
c1ratings,302,5.png,extinction,negative,10
c1ratings,302,8.png,positive,extinction,9
c1ratings,302,21.png,extinction,negative,8
c1ratings,302,4.png,positive,extinction,13
c1ratings,302,24.png,neutral,extinction,10
c1ratings,302,12.png,extinction,negative,14
c1ratings,302,20.png,negative,extinction,9
c1ratings,302,23.png,extinction,neutral,9
c1ratings,302,17.png,neutral,extinction,15
c1ratings,302,9.png,negative,extinction,11
c1ratings,302,3.png,extinction,positive,15
c1ratings,302,1.png,negative,extinction,15
c1ratings,302,10.png,extinction,positive,9
c1ratings,302,14.png,extinction,positive,8
c1ratings,302,11.png,extinction,neutral,7
c1ratings,302,18.png,neutral,extinction,7
c1ratings,302,7.png,extinction,neutral,13
c1ratings,302,26.png,positive,extinction,11
