phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,283,12.png,extinction,positive,14
globalratings,283,3.png,positive,extinction,14
globalratings,283,1.png,extinction,negative,15
globalratings,283,17.png,extinction,neutral,4
globalratings,283,26.png,extinction,negative,2
globalratings,283,5.png,positive,extinction,13
globalratings,283,20.png,neutral,extinction,16
globalratings,283,21.png,extinction,positive,5
globalratings,283,4.png,negative,extinction,4
globalratings,283,7.png,extinction,neutral,17
globalratings,283,9.png,positive,extinction,2
globalratings,283,10.png,extinction,negative,2
globalratings,283,11.png,extinction,neutral,2
globalratings,283,18.png,extinction,positive,2
globalratings,283,23.png,negative,extinction,16
globalratings,283,24.png,negative,extinction,1
globalratings,283,8.png,neutral,extinction,2
globalratings,283,14.png,neutral,extinction,1
c2ratings,283,1.png,extinction,negative,17
c2ratings,283,8.png,neutral,extinction,3
c2ratings,283,20.png,neutral,extinction,17
c2ratings,283,24.png,negative,extinction,15
c2ratings,283,3.png,positive,extinction,17
c2ratings,283,11.png,extinction,neutral,4
c2ratings,283,5.png,positive,extinction,3
c2ratings,283,17.png,extinction,neutral,3
c2ratings,283,18.png,extinction,positive,2
c2ratings,283,7.png,extinction,neutral,16
c2ratings,283,12.png,extinction,positive,16
c2ratings,283,14.png,neutral,extinction,3
c2ratings,283,23.png,negative,extinction,16
c2ratings,283,26.png,extinction,negative,1
c2ratings,283,21.png,extinction,positive,4
c2ratings,283,10.png,extinction,negative,4
c2ratings,283,9.png,positive,extinction,4
c2ratings,283,4.png,negative,extinction,4
c1ratings,283,7.png,extinction,neutral,17
c1ratings,283,14.png,neutral,extinction,16
c1ratings,283,21.png,extinction,positive,6
c1ratings,283,11.png,extinction,neutral,2
c1ratings,283,26.png,extinction,negative,2
c1ratings,283,23.png,negative,extinction,15
c1ratings,283,24.png,negative,extinction,13
c1ratings,283,18.png,extinction,positive,2
c1ratings,283,9.png,positive,extinction,15
c1ratings,283,20.png,neutral,extinction,17
c1ratings,283,12.png,extinction,positive,17
c1ratings,283,1.png,extinction,negative,17
c1ratings,283,3.png,positive,extinction,17
c1ratings,283,17.png,extinction,neutral,2
c1ratings,283,10.png,extinction,negative,5
c1ratings,283,5.png,positive,extinction,5
c1ratings,283,8.png,neutral,extinction,3
c1ratings,283,4.png,negative,extinction,3
