phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,285,4.png,neutral,extinction,13
globalratings,285,17.png,extinction,neutral,8
globalratings,285,20.png,negative,extinction,4
globalratings,285,5.png,extinction,neutral,7
globalratings,285,10.png,positive,extinction,8
globalratings,285,1.png,extinction,negative,6
globalratings,285,21.png,neutral,extinction,11
globalratings,285,24.png,extinction,positive,8
globalratings,285,8.png,extinction,positive,6
globalratings,285,11.png,extinction,neutral,8
globalratings,285,12.png,extinction,negative,7
globalratings,285,23.png,positive,extinction,9
globalratings,285,9.png,positive,extinction,10
globalratings,285,3.png,neutral,extinction,8
globalratings,285,7.png,negative,extinction,5
globalratings,285,26.png,extinction,negative,6
globalratings,285,14.png,negative,extinction,2
globalratings,285,18.png,extinction,positive,6
c2ratings,285,7.png,negative,extinction,11
c2ratings,285,1.png,extinction,negative,7
c2ratings,285,24.png,extinction,positive,9
c2ratings,285,4.png,neutral,extinction,8
c2ratings,285,17.png,extinction,neutral,9
c2ratings,285,5.png,extinction,neutral,8
c2ratings,285,8.png,extinction,positive,9
c2ratings,285,9.png,positive,extinction,8
c2ratings,285,11.png,extinction,neutral,9
c2ratings,285,26.png,extinction,negative,4
c2ratings,285,23.png,positive,extinction,8
c2ratings,285,3.png,neutral,extinction,8
c2ratings,285,10.png,positive,extinction,8
c2ratings,285,18.png,extinction,positive,8
c2ratings,285,20.png,negative,extinction,8
c2ratings,285,21.png,neutral,extinction,8
c2ratings,285,12.png,extinction,negative,5
c2ratings,285,14.png,negative,extinction,7
c1ratings,285,4.png,neutral,extinction,9
c1ratings,285,5.png,extinction,neutral,8
c1ratings,285,12.png,extinction,negative,8
c1ratings,285,21.png,neutral,extinction,12
c1ratings,285,8.png,extinction,positive,9
c1ratings,285,20.png,negative,extinction,4
c1ratings,285,18.png,extinction,positive,8
c1ratings,285,11.png,extinction,neutral,7
c1ratings,285,26.png,extinction,negative,9
c1ratings,285,17.png,extinction,neutral,8
c1ratings,285,1.png,extinction,negative,9
c1ratings,285,7.png,negative,extinction,5
c1ratings,285,23.png,positive,extinction,11
c1ratings,285,24.png,extinction,positive,9
c1ratings,285,10.png,positive,extinction,9
c1ratings,285,3.png,neutral,extinction,8
c1ratings,285,9.png,positive,extinction,10
c1ratings,285,14.png,negative,extinction,6
