phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,274,1,1,1,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,274,1,2,1,1,negative,acquisition,24.png,2900.1.JPG,0,None,None,None,None
trials,274,1,3,1,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,274,1,4,1,1,neutral,acquisition,20.png,7175.JPG,0,None,None,None,None
trials,274,1,5,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,6,1,1,positive,acquisition,3.png,1590.JPG,0,None,None,None,None
trials,274,1,7,1,1,positive,acquisition,17.png,1463.JPG,0,None,None,None,None
trials,274,1,8,1,1,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,274,1,9,1,1,positive,acquisition,5.png,1750.JPG,0,None,None,None,None
trials,274,1,10,1,1,positive,extinction,23.png,empty.png,0,None,None,None,None
trials,274,1,11,1,1,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,274,1,12,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,13,1,1,neutral,acquisition,8.png,7025.JPG,0,None,None,None,None
trials,274,1,14,1,1,positive,extinction,10.png,empty.png,0,None,None,None,None
trials,274,1,15,1,NA,NA,NA,15.png,22.png,0,None,None,None,None
trials,274,1,16,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,274,1,17,1,NA,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,274,1,18,1,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,274,1,19,1,NA,NA,NA,5720.JPG,5250.JPG,0,None,None,None,None
trials,274,1,20,1,NA,NA,NA,16.png,19.png,0,None,None,None,None
trials,274,1,21,1,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,274,1,22,1,2,positive,acquisition,3.png,1590.JPG,0,None,None,None,None
trials,274,1,23,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,24,1,2,neutral,acquisition,8.png,7025.JPG,0,None,None,None,None
trials,274,1,25,1,1,negative,acquisition,7.png,3181.JPG,0,None,None,None,None
trials,274,1,26,1,NA,NA,NA,9280.JPG,9000.JPG,0,None,None,None,None
trials,274,1,27,1,NA,NA,NA,15.png,22.png,0,None,None,None,None
trials,274,1,28,1,1,negative,acquisition,14.png,2750.JPG,0,None,None,None,None
trials,274,1,29,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,30,1,2,negative,acquisition,24.png,2900.1.JPG,0,None,None,None,None
trials,274,1,31,1,1,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,274,1,32,1,NA,NA,NA,25.png,13.png,0,None,None,None,None
trials,274,1,33,1,1,neutral,acquisition,11.png,7006.JPG,0,None,None,None,None
trials,274,1,34,1,2,negative,acquisition,7.png,3181.JPG,0,None,None,None,None
trials,274,1,35,1,1,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,274,1,36,1,2,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,274,1,37,1,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,274,1,38,1,2,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,274,1,39,1,2,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,274,1,40,1,1,negative,extinction,9.png,empty.png,0,None,None,None,None
trials,274,1,41,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,42,1,3,neutral,acquisition,8.png,7025.JPG,0,None,None,None,None
trials,274,1,43,1,NA,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,274,1,44,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,45,1,1,negative,extinction,4.png,empty.png,0,None,None,None,None
trials,274,1,46,1,NA,NA,NA,5780.JPG,5970.JPG,0,None,None,None,None
trials,274,1,47,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,48,1,4,neutral,acquisition,8.png,7025.JPG,1,0,0,10,None
trials,274,1,49,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,50,1,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,274,1,51,1,NA,NA,NA,15.png,22.png,0,None,None,None,None
trials,274,1,52,1,2,negative,extinction,9.png,empty.png,0,None,None,None,None
trials,274,1,53,1,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,274,1,54,1,3,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,274,1,55,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,56,1,2,neutral,acquisition,20.png,7175.JPG,0,None,None,None,None
trials,274,1,57,1,3,negative,acquisition,7.png,3181.JPG,0,None,None,None,None
trials,274,1,58,1,2,positive,acquisition,5.png,1750.JPG,0,None,None,None,None
trials,274,1,59,1,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,274,1,60,1,2,neutral,acquisition,11.png,7006.JPG,0,None,None,None,None
trials,274,1,61,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,274,1,62,1,3,negative,extinction,9.png,empty.png,0,None,None,None,None
trials,274,1,63,1,3,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,274,1,64,1,NA,NA,NA,9280.JPG,9000.JPG,0,None,None,None,None
trials,274,1,65,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,274,1,66,1,2,negative,acquisition,14.png,2750.JPG,0,None,None,None,None
trials,274,1,67,1,3,positive,acquisition,5.png,1750.JPG,0,None,None,None,None
trials,274,1,68,1,NA,NA,NA,5720.JPG,5250.JPG,0,None,None,None,None
trials,274,1,69,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,70,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,274,1,71,1,NA,NA,NA,5720.JPG,5250.JPG,0,None,None,None,None
trials,274,1,72,1,3,positive,acquisition,3.png,1590.JPG,0,None,None,None,None
trials,274,1,73,1,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,274,1,74,1,1,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,274,1,75,1,NA,NA,NA,25.png,13.png,0,None,None,None,None
trials,274,1,76,1,2,positive,extinction,23.png,empty.png,0,None,None,None,None
trials,274,1,77,1,2,negative,extinction,4.png,empty.png,0,None,None,None,None
trials,274,1,78,1,3,neutral,acquisition,11.png,7006.JPG,0,None,None,None,None
trials,274,1,79,1,3,negative,acquisition,24.png,2900.1.JPG,0,None,None,None,None
trials,274,1,80,1,3,neutral,acquisition,20.png,7175.JPG,0,None,None,None,None
trials,274,1,81,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,82,1,2,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,274,1,83,1,2,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,274,1,84,1,NA,NA,NA,9280.JPG,9000.JPG,0,None,None,None,None
trials,274,1,85,1,3,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,274,1,86,1,2,positive,acquisition,17.png,1463.JPG,0,None,None,None,None
trials,274,1,87,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,88,1,3,positive,extinction,23.png,empty.png,0,None,None,None,None
trials,274,1,89,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,274,1,90,1,4,positive,acquisition,5.png,1750.JPG,1,10,0,0,None
trials,274,1,91,1,3,positive,acquisition,17.png,1463.JPG,0,None,None,None,None
trials,274,1,92,1,3,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,274,1,93,1,4,negative,extinction,9.png,empty.png,1,0,6,3,None
