phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,253,1,1,1,1,neutral,acquisition,17.png,7002.JPG,0,None,None,None,None
trials,253,1,2,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,253,1,3,1,NA,NA,NA,5250.JPG,5870.JPG,0,None,None,None,None
trials,253,1,4,1,1,positive,acquisition,9.png,1440.JPG,0,None,None,None,None
trials,253,1,5,1,1,negative,acquisition,18.png,2900.1.JPG,0,None,None,None,None
trials,253,1,6,1,NA,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,253,1,7,1,2,negative,acquisition,18.png,2900.1.JPG,0,None,None,None,None
trials,253,1,8,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,253,1,9,1,1,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,253,1,10,1,1,negative,extinction,21.png,empty.png,0,None,None,None,None
trials,253,1,11,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,253,1,12,1,1,neutral,acquisition,4.png,7006.JPG,0,None,None,None,None
trials,253,1,13,1,2,neutral,acquisition,17.png,7002.JPG,0,None,None,None,None
trials,253,1,14,1,1,positive,extinction,23.png,empty.png,0,None,None,None,None
trials,253,1,15,1,NA,NA,NA,27.png,25.png,0,None,None,None,None
trials,253,1,16,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,253,1,17,1,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,253,1,18,1,1,positive,acquisition,5.png,1620.JPG,0,None,None,None,None
trials,253,1,19,1,NA,NA,NA,5970.JPG,9000.JPG,0,None,None,None,None
trials,253,1,20,1,3,neutral,acquisition,17.png,7002.JPG,0,None,None,None,None
trials,253,1,21,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,253,1,22,1,NA,NA,NA,13.png,22.png,0,None,None,None,None
trials,253,1,23,1,NA,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,253,1,24,1,NA,NA,NA,5611.JPG,5720.JPG,0,None,None,None,None
trials,253,1,25,1,NA,NA,NA,9280.JPG,empty.png,0,None,None,None,None
trials,253,1,26,1,1,negative,extinction,3.png,empty.png,0,None,None,None,None
trials,253,1,27,1,1,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,253,1,28,1,1,negative,acquisition,12.png,9432.JPG,0,None,None,None,None
trials,253,1,29,1,NA,NA,NA,16.png,6.png,0,None,None,None,None
trials,253,1,30,1,2,negative,acquisition,12.png,9432.JPG,0,None,None,None,None
trials,253,1,31,1,NA,NA,NA,5970.JPG,9000.JPG,0,None,None,None,None
trials,253,1,32,1,1,positive,acquisition,26.png,1540.JPG,0,None,None,None,None
trials,253,1,33,1,2,positive,acquisition,5.png,1620.JPG,0,None,None,None,None
trials,253,1,34,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,253,1,35,1,3,negative,acquisition,18.png,2900.1.JPG,0,None,None,None,None
trials,253,1,36,1,NA,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,253,1,37,1,1,negative,acquisition,10.png,2100.JPG,0,None,None,None,None
trials,253,1,38,1,2,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,253,1,39,1,1,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,253,1,40,1,NA,NA,NA,5611.JPG,5720.JPG,0,None,None,None,None
trials,253,1,41,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,253,1,42,1,1,neutral,extinction,8.png,empty.png,0,None,None,None,None
trials,253,1,43,1,2,negative,extinction,3.png,empty.png,0,None,None,None,None
trials,253,1,44,1,2,positive,acquisition,9.png,1440.JPG,0,None,None,None,None
trials,253,1,45,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,253,1,46,1,NA,NA,NA,5611.JPG,5720.JPG,0,None,None,None,None
trials,253,1,47,1,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,253,1,48,1,2,neutral,extinction,8.png,empty.png,0,None,None,None,None
trials,253,1,49,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,253,1,50,1,1,neutral,acquisition,11.png,7233.JPG,0,None,None,None,None
trials,253,1,51,1,1,positive,extinction,1.png,empty.png,0,None,None,None,None
trials,253,1,52,1,2,positive,extinction,23.png,empty.png,0,None,None,None,None
trials,253,1,53,1,4,neutral,acquisition,17.png,7002.JPG,1,0,0,10,None
trials,253,1,54,1,2,negative,extinction,21.png,empty.png,0,None,None,None,None
trials,253,1,55,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,253,1,56,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
