phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,275,20.png,extinction,negative,14
globalratings,275,26.png,positive,extinction,3
globalratings,275,8.png,neutral,extinction,9
globalratings,275,5.png,extinction,positive,13
globalratings,275,24.png,extinction,neutral,7
globalratings,275,11.png,negative,extinction,6
globalratings,275,10.png,extinction,neutral,10
globalratings,275,1.png,extinction,negative,4
globalratings,275,17.png,positive,extinction,1
globalratings,275,9.png,extinction,positive,10
globalratings,275,23.png,negative,extinction,13
globalratings,275,12.png,extinction,negative,3
globalratings,275,3.png,negative,extinction,4
globalratings,275,18.png,neutral,extinction,0
globalratings,275,7.png,neutral,extinction,14
globalratings,275,21.png,positive,extinction,1
globalratings,275,4.png,extinction,neutral,3
globalratings,275,14.png,extinction,positive,6
c2ratings,275,11.png,negative,extinction,4
c2ratings,275,26.png,positive,extinction,0
c2ratings,275,17.png,positive,extinction,2
c2ratings,275,3.png,negative,extinction,6
c2ratings,275,23.png,negative,extinction,12
c2ratings,275,21.png,positive,extinction,1
c2ratings,275,24.png,extinction,neutral,2
c2ratings,275,14.png,extinction,positive,5
c2ratings,275,4.png,extinction,neutral,3
c2ratings,275,20.png,extinction,negative,15
c2ratings,275,7.png,neutral,extinction,16
c2ratings,275,8.png,neutral,extinction,8
c2ratings,275,5.png,extinction,positive,12
c2ratings,275,10.png,extinction,neutral,9
c2ratings,275,9.png,extinction,positive,11
c2ratings,275,18.png,neutral,extinction,0
c2ratings,275,1.png,extinction,negative,3
c2ratings,275,12.png,extinction,negative,2
c1ratings,275,10.png,extinction,neutral,9
c1ratings,275,24.png,extinction,neutral,2
c1ratings,275,17.png,positive,extinction,2
c1ratings,275,18.png,neutral,extinction,0
c1ratings,275,3.png,negative,extinction,6
c1ratings,275,11.png,negative,extinction,4
c1ratings,275,14.png,extinction,positive,5
c1ratings,275,12.png,extinction,negative,2
c1ratings,275,20.png,extinction,negative,13
c1ratings,275,26.png,positive,extinction,0
c1ratings,275,4.png,extinction,neutral,3
c1ratings,275,1.png,extinction,negative,3
c1ratings,275,5.png,extinction,positive,13
c1ratings,275,9.png,extinction,positive,12
c1ratings,275,8.png,neutral,extinction,8
c1ratings,275,7.png,neutral,extinction,15
c1ratings,275,21.png,positive,extinction,1
c1ratings,275,23.png,negative,extinction,13
