phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,287,24.png,neutral,extinction,10
globalratings,287,10.png,positive,extinction,9
globalratings,287,1.png,negative,extinction,7
globalratings,287,20.png,negative,extinction,6
globalratings,287,23.png,positive,extinction,18
globalratings,287,26.png,neutral,extinction,6
globalratings,287,17.png,extinction,negative,7
globalratings,287,8.png,extinction,positive,18
globalratings,287,4.png,extinction,neutral,18
globalratings,287,5.png,neutral,extinction,11
globalratings,287,7.png,extinction,neutral,14
globalratings,287,12.png,positive,extinction,12
globalratings,287,11.png,extinction,negative,3
globalratings,287,18.png,extinction,positive,14
globalratings,287,3.png,extinction,neutral,18
globalratings,287,9.png,extinction,positive,14
globalratings,287,21.png,extinction,negative,8
globalratings,287,14.png,negative,extinction,7
c2ratings,287,26.png,neutral,extinction,7
c2ratings,287,8.png,extinction,positive,18
c2ratings,287,21.png,extinction,negative,8
c2ratings,287,4.png,extinction,neutral,18
c2ratings,287,1.png,negative,extinction,18
c2ratings,287,10.png,positive,extinction,10
c2ratings,287,20.png,negative,extinction,6
c2ratings,287,11.png,extinction,negative,2
c2ratings,287,7.png,extinction,neutral,18
c2ratings,287,12.png,positive,extinction,12
c2ratings,287,23.png,positive,extinction,18
c2ratings,287,14.png,negative,extinction,13
c2ratings,287,18.png,extinction,positive,15
c2ratings,287,24.png,neutral,extinction,10
c2ratings,287,3.png,extinction,neutral,18
c2ratings,287,5.png,neutral,extinction,11
c2ratings,287,9.png,extinction,positive,14
c2ratings,287,17.png,extinction,negative,5
c1ratings,287,26.png,neutral,extinction,8
c1ratings,287,3.png,extinction,neutral,18
c1ratings,287,11.png,extinction,negative,9
c1ratings,287,12.png,positive,extinction,11
c1ratings,287,5.png,neutral,extinction,12
c1ratings,287,17.png,extinction,negative,12
c1ratings,287,18.png,extinction,positive,9
c1ratings,287,21.png,extinction,negative,8
c1ratings,287,4.png,extinction,neutral,18
c1ratings,287,8.png,extinction,positive,18
c1ratings,287,23.png,positive,extinction,18
c1ratings,287,20.png,negative,extinction,6
c1ratings,287,1.png,negative,extinction,2
c1ratings,287,7.png,extinction,neutral,18
c1ratings,287,14.png,negative,extinction,5
c1ratings,287,9.png,extinction,positive,12
c1ratings,287,10.png,positive,extinction,10
c1ratings,287,24.png,neutral,extinction,10
