phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,281,26.png,negative,extinction,11
globalratings,281,4.png,extinction,positive,12
globalratings,281,14.png,negative,extinction,13
globalratings,281,23.png,positive,extinction,10
globalratings,281,10.png,extinction,negative,3
globalratings,281,12.png,negative,extinction,11
globalratings,281,9.png,positive,extinction,6
globalratings,281,11.png,extinction,neutral,8
globalratings,281,5.png,extinction,negative,12
globalratings,281,7.png,extinction,positive,15
globalratings,281,20.png,extinction,neutral,9
globalratings,281,24.png,neutral,extinction,7
globalratings,281,18.png,extinction,positive,18
globalratings,281,17.png,neutral,extinction,0
globalratings,281,3.png,extinction,neutral,1
globalratings,281,8.png,extinction,negative,3
globalratings,281,1.png,neutral,extinction,13
globalratings,281,21.png,positive,extinction,7
c2ratings,281,3.png,extinction,neutral,7
c2ratings,281,5.png,extinction,negative,15
c2ratings,281,10.png,extinction,negative,5
c2ratings,281,21.png,positive,extinction,4
c2ratings,281,17.png,neutral,extinction,1
c2ratings,281,26.png,negative,extinction,11
c2ratings,281,23.png,positive,extinction,13
c2ratings,281,12.png,negative,extinction,11
c2ratings,281,24.png,neutral,extinction,5
c2ratings,281,20.png,extinction,neutral,8
c2ratings,281,8.png,extinction,negative,6
c2ratings,281,14.png,negative,extinction,9
c2ratings,281,18.png,extinction,positive,18
c2ratings,281,1.png,neutral,extinction,12
c2ratings,281,11.png,extinction,neutral,9
c2ratings,281,9.png,positive,extinction,6
c2ratings,281,7.png,extinction,positive,12
c2ratings,281,4.png,extinction,positive,11
c1ratings,281,4.png,extinction,positive,7
c1ratings,281,11.png,extinction,neutral,9
c1ratings,281,1.png,neutral,extinction,10
c1ratings,281,10.png,extinction,negative,9
c1ratings,281,20.png,extinction,neutral,11
c1ratings,281,26.png,negative,extinction,10
c1ratings,281,23.png,positive,extinction,12
c1ratings,281,3.png,extinction,neutral,6
c1ratings,281,7.png,extinction,positive,13
c1ratings,281,12.png,negative,extinction,11
c1ratings,281,14.png,negative,extinction,11
c1ratings,281,24.png,neutral,extinction,6
c1ratings,281,21.png,positive,extinction,9
c1ratings,281,9.png,positive,extinction,5
c1ratings,281,18.png,extinction,positive,18
c1ratings,281,8.png,extinction,negative,7
c1ratings,281,17.png,neutral,extinction,5
c1ratings,281,5.png,extinction,negative,14
