phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,294,4.png,extinction,negative,7
globalratings,294,1.png,extinction,negative,11
globalratings,294,21.png,neutral,extinction,13
globalratings,294,17.png,positive,extinction,10
globalratings,294,12.png,extinction,positive,8
globalratings,294,5.png,extinction,neutral,11
globalratings,294,23.png,negative,extinction,13
globalratings,294,9.png,neutral,extinction,11
globalratings,294,14.png,negative,extinction,9
globalratings,294,26.png,extinction,positive,4
globalratings,294,8.png,extinction,positive,2
globalratings,294,10.png,negative,extinction,9
globalratings,294,18.png,extinction,neutral,8
globalratings,294,11.png,positive,extinction,9
globalratings,294,3.png,extinction,neutral,8
globalratings,294,20.png,extinction,negative,5
globalratings,294,7.png,neutral,extinction,11
globalratings,294,24.png,positive,extinction,12
c2ratings,294,5.png,extinction,neutral,10
c2ratings,294,23.png,negative,extinction,10
c2ratings,294,7.png,neutral,extinction,9
c2ratings,294,17.png,positive,extinction,9
c2ratings,294,20.png,extinction,negative,5
c2ratings,294,3.png,extinction,neutral,9
c2ratings,294,21.png,neutral,extinction,9
c2ratings,294,14.png,negative,extinction,9
c2ratings,294,8.png,extinction,positive,10
c2ratings,294,10.png,negative,extinction,8
c2ratings,294,1.png,extinction,negative,12
c2ratings,294,4.png,extinction,negative,13
c2ratings,294,24.png,positive,extinction,12
c2ratings,294,11.png,positive,extinction,8
c2ratings,294,26.png,extinction,positive,7
c2ratings,294,12.png,extinction,positive,7
c2ratings,294,18.png,extinction,neutral,7
c2ratings,294,9.png,neutral,extinction,8
c1ratings,294,9.png,neutral,extinction,8
c1ratings,294,26.png,extinction,positive,3
c1ratings,294,10.png,negative,extinction,11
c1ratings,294,7.png,neutral,extinction,12
c1ratings,294,17.png,positive,extinction,13
c1ratings,294,21.png,neutral,extinction,12
c1ratings,294,4.png,extinction,negative,7
c1ratings,294,3.png,extinction,neutral,6
c1ratings,294,8.png,extinction,positive,6
c1ratings,294,14.png,negative,extinction,5
c1ratings,294,18.png,extinction,neutral,3
c1ratings,294,12.png,extinction,positive,6
c1ratings,294,1.png,extinction,negative,9
c1ratings,294,23.png,negative,extinction,13
c1ratings,294,11.png,positive,extinction,9
c1ratings,294,20.png,extinction,negative,11
c1ratings,294,5.png,extinction,neutral,9
c1ratings,294,24.png,positive,extinction,18
