phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,258,12.png,extinction,neutral,9
globalratings,258,5.png,neutral,extinction,9
globalratings,258,1.png,extinction,positive,17
globalratings,258,26.png,extinction,positive,12
globalratings,258,14.png,negative,extinction,0
globalratings,258,11.png,extinction,negative,2
globalratings,258,23.png,extinction,positive,16
globalratings,258,18.png,neutral,extinction,10
globalratings,258,10.png,positive,extinction,9
globalratings,258,7.png,extinction,negative,5
globalratings,258,21.png,positive,extinction,9
globalratings,258,24.png,neutral,extinction,9
globalratings,258,17.png,negative,extinction,0
globalratings,258,8.png,extinction,neutral,6
globalratings,258,9.png,positive,extinction,8
globalratings,258,20.png,extinction,negative,6
globalratings,258,3.png,extinction,neutral,8
globalratings,258,4.png,negative,extinction,5
c2ratings,258,8.png,extinction,neutral,8
c2ratings,258,5.png,neutral,extinction,8
c2ratings,258,11.png,extinction,negative,3
c2ratings,258,7.png,extinction,negative,3
c2ratings,258,23.png,extinction,positive,15
c2ratings,258,24.png,neutral,extinction,9
c2ratings,258,10.png,positive,extinction,9
c2ratings,258,9.png,positive,extinction,8
c2ratings,258,20.png,extinction,negative,5
c2ratings,258,21.png,positive,extinction,9
c2ratings,258,14.png,negative,extinction,9
c2ratings,258,12.png,extinction,neutral,9
c2ratings,258,26.png,extinction,positive,10
c2ratings,258,4.png,negative,extinction,9
c2ratings,258,17.png,negative,extinction,6
c2ratings,258,1.png,extinction,positive,17
c2ratings,258,18.png,neutral,extinction,9
c2ratings,258,3.png,extinction,neutral,10
c1ratings,258,14.png,negative,extinction,0
c1ratings,258,11.png,extinction,negative,9
c1ratings,258,3.png,extinction,neutral,7
c1ratings,258,10.png,positive,extinction,9
c1ratings,258,17.png,negative,extinction,0
c1ratings,258,21.png,positive,extinction,9
c1ratings,258,20.png,extinction,negative,9
c1ratings,258,5.png,neutral,extinction,12
c1ratings,258,9.png,positive,extinction,9
c1ratings,258,18.png,neutral,extinction,12
c1ratings,258,4.png,negative,extinction,2
c1ratings,258,12.png,extinction,neutral,7
c1ratings,258,8.png,extinction,neutral,8
c1ratings,258,1.png,extinction,positive,9
c1ratings,258,26.png,extinction,positive,9
c1ratings,258,23.png,extinction,positive,9
c1ratings,258,7.png,extinction,negative,9
c1ratings,258,24.png,neutral,extinction,9
