phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,251,1,1,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,251,1,2,1,1,neutral,acquisition,14.png,7080.JPG,0,None,None,None,None
trials,251,1,3,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,4,1,1,negative,extinction,21.png,empty.png,0,None,None,None,None
trials,251,1,5,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,6,1,1,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,251,1,7,1,2,neutral,acquisition,14.png,7080.JPG,0,None,None,None,None
trials,251,1,8,1,1,negative,acquisition,3.png,2100.JPG,0,None,None,None,None
trials,251,1,9,1,1,negative,acquisition,8.png,2399.JPG,0,None,None,None,None
trials,251,1,10,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,11,1,NA,NA,NA,2.png,19.png,0,None,None,None,None
trials,251,1,12,1,1,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,251,1,13,1,1,neutral,acquisition,17.png,7035.JPG,0,None,None,None,None
trials,251,1,14,1,1,positive,acquisition,10.png,1540.JPG,0,None,None,None,None
trials,251,1,15,1,1,positive,acquisition,20.png,1750.JPG,0,None,None,None,None
trials,251,1,16,1,1,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,251,1,17,1,1,positive,acquisition,4.png,1600.JPG,0,None,None,None,None
trials,251,1,18,1,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,251,1,19,1,2,negative,acquisition,3.png,2100.JPG,0,None,None,None,None
trials,251,1,20,1,1,neutral,extinction,23.png,empty.png,0,None,None,None,None
trials,251,1,21,1,2,positive,acquisition,4.png,1600.JPG,0,None,None,None,None
trials,251,1,22,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,23,1,1,neutral,acquisition,11.png,7000.JPG,0,None,None,None,None
trials,251,1,24,1,2,neutral,acquisition,17.png,7035.JPG,0,None,None,None,None
trials,251,1,25,1,1,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,251,1,26,1,2,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,251,1,27,1,NA,NA,NA,9280.JPG,5870.JPG,0,None,None,None,None
trials,251,1,28,1,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,251,1,29,1,NA,NA,NA,15.png,6.png,0,None,None,None,None
trials,251,1,30,1,1,negative,acquisition,12.png,2900.1.JPG,0,None,None,None,None
trials,251,1,31,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,32,1,2,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,251,1,33,1,2,negative,extinction,21.png,empty.png,0,None,None,None,None
trials,251,1,34,1,1,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,251,1,35,1,2,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,251,1,36,1,NA,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,251,1,37,1,2,positive,acquisition,20.png,1750.JPG,0,None,None,None,None
trials,251,1,38,1,2,neutral,extinction,23.png,empty.png,0,None,None,None,None
trials,251,1,39,1,2,negative,acquisition,8.png,2399.JPG,0,None,None,None,None
trials,251,1,40,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,251,1,41,1,3,negative,acquisition,3.png,2100.JPG,0,None,None,None,None
trials,251,1,42,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,251,1,43,1,1,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,251,1,44,1,NA,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,251,1,45,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,46,1,3,neutral,acquisition,14.png,7080.JPG,0,None,None,None,None
trials,251,1,47,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,48,1,3,negative,extinction,21.png,empty.png,0,None,None,None,None
trials,251,1,49,1,3,neutral,extinction,23.png,empty.png,0,None,None,None,None
trials,251,1,50,1,NA,NA,NA,5970.JPG,9000.JPG,0,None,None,None,None
trials,251,1,51,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,52,1,3,positive,acquisition,4.png,1600.JPG,0,None,None,None,None
trials,251,1,53,1,2,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,251,1,54,1,2,neutral,acquisition,11.png,7000.JPG,0,None,None,None,None
trials,251,1,55,1,2,negative,acquisition,12.png,2900.1.JPG,0,None,None,None,None
trials,251,1,56,1,3,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,251,1,57,1,NA,NA,NA,5720.JPG,5250.JPG,0,None,None,None,None
trials,251,1,58,1,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,251,1,59,1,3,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,251,1,60,1,NA,NA,NA,5970.JPG,9000.JPG,0,None,None,None,None
trials,251,1,61,1,1,negative,extinction,9.png,empty.png,0,None,None,None,None
trials,251,1,62,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,63,1,2,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,251,1,64,1,NA,NA,NA,5970.JPG,9000.JPG,0,None,None,None,None
trials,251,1,65,1,NA,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,251,1,66,1,3,neutral,acquisition,11.png,7000.JPG,0,None,None,None,None
trials,251,1,67,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,68,1,NA,NA,NA,5720.JPG,5250.JPG,0,None,None,None,None
trials,251,1,69,1,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,251,1,70,1,2,positive,acquisition,10.png,1540.JPG,0,None,None,None,None
trials,251,1,71,1,NA,NA,NA,2.png,19.png,0,None,None,None,None
trials,251,1,72,1,NA,NA,NA,15.png,6.png,0,None,None,None,None
trials,251,1,73,1,2,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,251,1,74,1,3,positive,acquisition,10.png,1540.JPG,0,None,None,None,None
trials,251,1,75,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,251,1,76,1,3,positive,acquisition,20.png,1750.JPG,0,None,None,None,None
trials,251,1,77,1,NA,NA,NA,25.png,empty.png,0,None,None,None,None
trials,251,1,78,1,3,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,251,1,79,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,80,1,4,negative,acquisition,3.png,2100.JPG,1,3,6,1,None
trials,251,1,81,1,NA,NA,NA,15.png,6.png,0,None,None,None,None
trials,251,1,82,1,4,neutral,extinction,18.png,empty.png,1,6,4,2,None
trials,251,1,83,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,251,1,84,1,NA,NA,NA,empty.png,5780.JPG,0,None,None,None,None
trials,251,1,85,1,2,negative,extinction,9.png,empty.png,0,None,None,None,None
trials,251,1,86,1,4,positive,acquisition,10.png,1540.JPG,1,7,5,5,None
trials,251,1,87,1,NA,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,251,1,88,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,89,1,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,251,1,90,1,NA,NA,NA,empty.png,25.png,0,None,None,None,None
trials,251,1,91,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,251,1,92,1,3,neutral,acquisition,17.png,7035.JPG,0,None,None,None,None
trials,251,1,93,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,94,1,3,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,251,1,95,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,96,1,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,251,1,97,1,NA,NA,NA,5720.JPG,5250.JPG,0,None,None,None,None
trials,251,1,98,1,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,251,1,99,1,3,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,251,1,100,1,4,neutral,acquisition,17.png,7035.JPG,1,4,3,1,None
trials,251,1,101,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,102,1,3,negative,extinction,9.png,empty.png,0,None,None,None,None
trials,251,1,103,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,104,1,NA,NA,NA,9280.JPG,5870.JPG,0,None,None,None,None
trials,251,1,105,1,3,negative,acquisition,12.png,2900.1.JPG,0,None,None,None,None
trials,251,1,106,1,NA,NA,NA,2.png,19.png,0,None,None,None,None
trials,251,1,107,1,4,negative,extinction,9.png,empty.png,1,5,4,5,None
trials,251,1,108,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,109,1,3,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,251,1,110,1,3,negative,acquisition,8.png,2399.JPG,0,None,None,None,None
trials,251,1,111,1,4,positive,extinction,7.png,empty.png,1,4,4,3,None
trials,251,1,112,1,NA,NA,NA,empty.png,25.png,0,None,None,None,None
trials,251,1,113,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,1,114,1,NA,NA,NA,9280.JPG,5870.JPG,0,None,None,None,None
trials,251,2,1,1,4,positive,acquisition,20.png,1750.JPG,0,None,None,None,None
trials,251,2,2,1,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,251,2,3,1,4,positive,acquisition,4.png,1600.JPG,0,None,None,None,None
trials,251,2,4,1,5,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,251,2,5,1,NA,NA,NA,15.png,6.png,0,None,None,None,None
trials,251,2,6,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,2,7,1,5,positive,acquisition,4.png,1600.JPG,0,None,None,None,None
trials,251,2,8,1,5,negative,acquisition,3.png,2100.JPG,0,None,None,None,None
trials,251,2,9,1,NA,NA,NA,5720.JPG,5250.JPG,0,None,None,None,None
trials,251,2,10,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,251,2,11,1,NA,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,251,2,12,1,4,neutral,acquisition,11.png,7000.JPG,0,None,None,None,None
trials,251,2,13,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,2,14,1,4,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,251,2,15,1,5,positive,acquisition,20.png,1750.JPG,0,None,None,None,None
trials,251,2,16,1,5,neutral,acquisition,17.png,7035.JPG,0,None,None,None,None
trials,251,2,17,1,4,negative,acquisition,8.png,2399.JPG,0,None,None,None,None
trials,251,2,18,1,NA,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,251,2,19,1,4,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,251,2,20,1,5,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,251,2,21,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,2,22,1,4,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,251,2,23,1,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,251,2,24,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,2,25,1,NA,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,251,2,26,1,NA,NA,NA,25.png,empty.png,0,None,None,None,None
trials,251,2,27,1,NA,NA,NA,2.png,19.png,0,None,None,None,None
trials,251,2,28,1,4,negative,acquisition,12.png,2900.1.JPG,0,None,None,None,None
trials,251,2,29,1,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,251,2,30,1,NA,NA,NA,5720.JPG,5250.JPG,0,None,None,None,None
trials,251,2,31,1,4,neutral,extinction,23.png,empty.png,0,None,None,None,None
trials,251,2,32,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,251,2,33,1,NA,NA,NA,15.png,6.png,0,None,None,None,None
trials,251,2,34,1,6,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,251,2,35,1,5,negative,acquisition,8.png,2399.JPG,0,None,None,None,None
trials,251,2,36,1,5,positive,acquisition,10.png,1540.JPG,0,None,None,None,None
