phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,283,1,1,2,1,neutral,acquisition,7080.JPG,20.png,0,None,None,None,None
trials,283,1,2,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,283,1,3,2,1,neutral,extinction,empty.png,7.png,0,None,None,None,None
trials,283,1,4,2,2,neutral,acquisition,7080.JPG,20.png,0,None,None,None,None
trials,283,1,5,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,283,1,6,2,1,negative,acquisition,2141.JPG,23.png,0,None,None,None,None
trials,283,1,7,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,283,1,8,2,1,positive,acquisition,1463.JPG,9.png,0,None,None,None,None
trials,283,1,9,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,283,1,10,2,1,negative,extinction,empty.png,10.png,0,None,None,None,None
trials,283,1,11,2,1,neutral,extinction,empty.png,17.png,0,None,None,None,None
trials,283,1,12,2,NA,NA,NA,25.png,19.png,0,None,None,None,None
trials,283,1,13,2,2,negative,acquisition,2141.JPG,23.png,0,None,None,None,None
trials,283,1,14,2,1,positive,acquisition,1604.JPG,3.png,0,None,None,None,None
trials,283,1,15,2,1,neutral,extinction,empty.png,11.png,0,None,None,None,None
trials,283,1,16,2,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,283,1,17,2,1,positive,extinction,empty.png,18.png,0,None,None,None,None
trials,283,1,18,2,NA,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,283,1,19,2,1,positive,extinction,empty.png,21.png,0,None,None,None,None
trials,283,1,20,2,2,positive,acquisition,1463.JPG,9.png,0,None,None,None,None
trials,283,1,21,2,NA,NA,NA,27.png,6.png,0,None,None,None,None
trials,283,1,22,2,3,neutral,acquisition,7080.JPG,20.png,0,None,None,None,None
trials,283,1,23,2,1,negative,extinction,empty.png,1.png,0,None,None,None,None
trials,283,1,24,2,2,positive,extinction,empty.png,18.png,0,None,None,None,None
trials,283,1,25,2,1,neutral,acquisition,7004.JPG,8.png,0,None,None,None,None
trials,283,1,26,2,NA,NA,NA,13.png,15.png,0,None,None,None,None
trials,283,1,27,2,2,negative,extinction,empty.png,10.png,0,None,None,None,None
trials,283,1,28,2,NA,NA,NA,13.png,15.png,0,None,None,None,None
trials,283,1,29,2,NA,NA,NA,5250.JPG,5660.JPG,0,None,None,None,None
trials,283,1,30,2,NA,NA,NA,empty.png,9000.JPG,0,None,None,None,None
trials,283,1,31,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,283,1,32,2,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,283,1,33,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,283,1,34,2,2,neutral,extinction,empty.png,7.png,0,None,None,None,None
