phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,258,1,1,1,1,positive,extinction,1.png,empty.png,0,None,None,None,None
trials,258,1,2,1,1,negative,acquisition,14.png,2141.JPG,0,None,None,None,None
trials,258,1,3,1,1,negative,extinction,7.png,empty.png,0,None,None,None,None
trials,258,1,4,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,5,1,1,neutral,extinction,8.png,empty.png,0,None,None,None,None
trials,258,1,6,1,1,neutral,acquisition,24.png,7004.JPG,0,None,None,None,None
trials,258,1,7,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,8,1,NA,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,258,1,9,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,10,1,1,positive,acquisition,10.png,1604.JPG,0,None,None,None,None
trials,258,1,11,1,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,258,1,12,1,2,neutral,extinction,8.png,empty.png,0,None,None,None,None
trials,258,1,13,1,NA,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,258,1,14,1,1,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,258,1,15,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,16,1,NA,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,258,1,17,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,18,1,2,negative,extinction,7.png,empty.png,0,None,None,None,None
trials,258,1,19,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,20,1,1,positive,acquisition,21.png,1460.JPG,0,None,None,None,None
trials,258,1,21,1,NA,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,258,1,22,1,1,positive,acquisition,9.png,1750.JPG,0,None,None,None,None
trials,258,1,23,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,24,1,NA,NA,NA,13.png,15.png,0,None,None,None,None
trials,258,1,25,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,258,1,26,1,1,negative,acquisition,17.png,9432.JPG,0,None,None,None,None
trials,258,1,27,1,1,positive,extinction,23.png,empty.png,0,None,None,None,None
trials,258,1,28,1,2,positive,acquisition,21.png,1460.JPG,0,None,None,None,None
trials,258,1,29,1,1,negative,extinction,11.png,empty.png,0,None,None,None,None
trials,258,1,30,1,1,neutral,acquisition,18.png,7705.JPG,0,None,None,None,None
trials,258,1,31,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,32,1,1,neutral,acquisition,5.png,7000.JPG,0,None,None,None,None
trials,258,1,33,1,NA,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,258,1,34,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,258,1,35,1,NA,NA,NA,5970.JPG,5611.JPG,0,None,None,None,None
trials,258,1,36,1,3,negative,extinction,7.png,empty.png,0,None,None,None,None
trials,258,1,37,1,2,positive,extinction,1.png,empty.png,0,None,None,None,None
trials,258,1,38,1,2,neutral,acquisition,24.png,7004.JPG,0,None,None,None,None
trials,258,1,39,1,2,positive,extinction,23.png,empty.png,0,None,None,None,None
trials,258,1,40,1,1,negative,extinction,20.png,empty.png,0,None,None,None,None
trials,258,1,41,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,258,1,42,1,2,negative,acquisition,17.png,9432.JPG,0,None,None,None,None
trials,258,1,43,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,258,1,44,1,NA,NA,NA,5970.JPG,5611.JPG,0,None,None,None,None
trials,258,1,45,1,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,258,1,46,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,47,1,3,positive,acquisition,21.png,1460.JPG,0,None,None,None,None
trials,258,1,48,1,2,neutral,acquisition,18.png,7705.JPG,0,None,None,None,None
trials,258,1,49,1,3,positive,extinction,1.png,empty.png,0,None,None,None,None
trials,258,1,50,1,1,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,258,1,51,1,NA,NA,NA,5780.JPG,9000.JPG,0,None,None,None,None
trials,258,1,52,1,2,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,258,1,53,1,2,negative,extinction,20.png,empty.png,0,None,None,None,None
trials,258,1,54,1,NA,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,258,1,55,1,3,neutral,acquisition,24.png,7004.JPG,0,None,None,None,None
trials,258,1,56,1,3,neutral,extinction,8.png,empty.png,0,None,None,None,None
trials,258,1,57,1,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,258,1,58,1,NA,NA,NA,13.png,15.png,0,None,None,None,None
trials,258,1,59,1,NA,NA,NA,6.png,19.png,0,None,None,None,None
trials,258,1,60,1,NA,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,258,1,61,1,NA,NA,NA,5970.JPG,5611.JPG,0,None,None,None,None
trials,258,1,62,1,NA,NA,NA,empty.png,16.png,0,None,None,None,None
trials,258,1,63,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,64,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,258,1,65,1,4,negative,extinction,7.png,empty.png,1,1,1,1,None
trials,258,1,66,1,3,neutral,acquisition,18.png,7705.JPG,0,None,None,None,None
trials,258,1,67,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,68,1,NA,NA,NA,5250.JPG,empty.png,0,None,None,None,None
trials,258,1,69,1,3,positive,extinction,23.png,empty.png,0,None,None,None,None
trials,258,1,70,1,1,neutral,extinction,12.png,empty.png,0,None,None,None,None
trials,258,1,71,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,72,1,2,neutral,extinction,12.png,empty.png,0,None,None,None,None
trials,258,1,73,1,NA,NA,NA,5780.JPG,9000.JPG,0,None,None,None,None
trials,258,1,74,1,NA,NA,NA,empty.png,9280.JPG,0,None,None,None,None
trials,258,1,75,1,2,negative,acquisition,14.png,2141.JPG,0,None,None,None,None
trials,258,1,76,1,NA,NA,NA,5780.JPG,9000.JPG,0,None,None,None,None
trials,258,1,77,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,78,1,3,negative,acquisition,17.png,9432.JPG,0,None,None,None,None
trials,258,1,79,1,3,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,258,1,80,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,81,1,3,negative,acquisition,14.png,2141.JPG,0,None,None,None,None
trials,258,1,82,1,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,258,1,83,1,2,positive,extinction,26.png,empty.png,0,None,None,None,None
trials,258,1,84,1,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,258,1,85,1,4,positive,extinction,23.png,empty.png,1,0,0,0,None
trials,258,1,86,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,258,1,87,1,NA,NA,NA,empty.png,16.png,0,None,None,None,None
trials,258,1,88,1,3,negative,extinction,20.png,empty.png,0,None,None,None,None
trials,258,1,89,1,NA,NA,NA,empty.png,16.png,0,None,None,None,None
