phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,272,7.png,extinction,neutral,17
globalratings,272,8.png,extinction,neutral,9
globalratings,272,24.png,positive,extinction,6
globalratings,272,18.png,neutral,extinction,8
globalratings,272,1.png,neutral,extinction,13
globalratings,272,26.png,extinction,neutral,3
globalratings,272,20.png,negative,extinction,11
globalratings,272,12.png,extinction,negative,6
globalratings,272,17.png,negative,extinction,9
globalratings,272,23.png,extinction,positive,17
globalratings,272,9.png,extinction,positive,10
globalratings,272,3.png,extinction,negative,8
globalratings,272,14.png,extinction,positive,6
globalratings,272,21.png,positive,extinction,12
globalratings,272,10.png,positive,extinction,6
globalratings,272,5.png,neutral,extinction,14
globalratings,272,11.png,negative,extinction,14
globalratings,272,4.png,extinction,negative,15
c2ratings,272,3.png,extinction,negative,11
c2ratings,272,11.png,negative,extinction,13
c2ratings,272,9.png,extinction,positive,8
c2ratings,272,5.png,neutral,extinction,14
c2ratings,272,14.png,extinction,positive,5
c2ratings,272,17.png,negative,extinction,8
c2ratings,272,20.png,negative,extinction,11
c2ratings,272,1.png,neutral,extinction,15
c2ratings,272,26.png,extinction,neutral,2
c2ratings,272,21.png,positive,extinction,12
c2ratings,272,8.png,extinction,neutral,13
c2ratings,272,24.png,positive,extinction,6
c2ratings,272,4.png,extinction,negative,15
c2ratings,272,10.png,positive,extinction,6
c2ratings,272,18.png,neutral,extinction,8
c2ratings,272,12.png,extinction,negative,11
c2ratings,272,7.png,extinction,neutral,18
c2ratings,272,23.png,extinction,positive,17
c1ratings,272,23.png,extinction,positive,17
c1ratings,272,1.png,neutral,extinction,15
c1ratings,272,11.png,negative,extinction,16
c1ratings,272,24.png,positive,extinction,9
c1ratings,272,3.png,extinction,negative,7
c1ratings,272,12.png,extinction,negative,8
c1ratings,272,20.png,negative,extinction,8
c1ratings,272,26.png,extinction,neutral,1
c1ratings,272,5.png,neutral,extinction,15
c1ratings,272,21.png,positive,extinction,12
c1ratings,272,9.png,extinction,positive,8
c1ratings,272,7.png,extinction,neutral,17
c1ratings,272,17.png,negative,extinction,6
c1ratings,272,8.png,extinction,neutral,11
c1ratings,272,18.png,neutral,extinction,9
c1ratings,272,4.png,extinction,negative,14
c1ratings,272,10.png,positive,extinction,10
c1ratings,272,14.png,extinction,positive,4
