subjnr;adaptation_target;us_valence;eval_rating;cs_filename
14;pas_5;negative;16;V   A   S   P
14;pas_2;positive;4;H   E   M   K
14;pas_2;positive;11;K   L   E   M
14;pas_5;negative;14;S   P   A   V
14;pas_5;negative;19;S   A   P   V
14;pas_5;positive;17;F   O   R   B
14;pas_5;positive;12;J   O   R   B
14;pas_2;positive;14;L   E   M   K
14;pas_2;negative;4;T   U   N   G
14;pas_5;positive;15;F   R   O   B
14;pas_5;negative;19;W   A   P   S
14;pas_2;negative;17;Z   U   N   T
14;pas_2;positive;13;H   E   L   K
14;pas_5;positive;12;B   O   R   F
14;pas_5;positive;3;B   J   O   F
14;pas_5;positive;16;J   O   B   F
14;pas_2;positive;14;K   E   H   M
14;pas_2;negative;2;N   U   G   Z
14;pas_2;positive;13;K   L   E   H
14;pas_2;negative;15;Z   U   N   G
14;pas_5;negative;18;S   W   A   P
14;pas_2;negative;15;G   U   T   Z
14;pas_5;negative;7;P   S   A   V
14;pas_5;positive;4;J   O   R   F
14;pas_2;positive;12;K   E   L   M
14;pas_5;negative;7;P   A   W   S
14;pas_2;negative;11;G   U   N   T
14;pas_2;negative;2;G   N   U   Z
14;pas_2;positive;7;M   E   H   K
14;pas_5;positive;9;R   O   B   F
14;pas_2;negative;12;T   U   G   Z
14;pas_5;negative;19;V   A   P   S
