subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating;VF_pos;VF_neg
14;1;1;pas_5;negative;P   A   W   S;maske_1.bmp;maske_2.bmp;Destruction 2.jpg;0.127;1;1;12;0.0005;1;no;yes
14;1;2;pas_2;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Collaboration 1.jpg;0.0935;1;1;8;0.0005;1;yes;no
14;1;3;pas_5;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.1275;1;1;12;0.0005;1;yes;no
14;1;4;pas_2;negative;N   U   G   Z;maske_2.bmp;maske_1.bmp;Angry face 4.jpg;0.094;1;1;8;0.0005;1;no;yes
14;1;5;pas_2;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Fire 7.jpg;0.0945;1;1;8;0.0005;1;no;yes
14;1;6;pas_2;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;Baby 8.jpg;0.095;1;1;8;0.0005;1;yes;no
14;1;7;pas_5;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Dessert 8.jpg;0.128;1;1;12;0.0005;4;yes;no
14;1;8;pas_5;negative;S   A   P   V;maske_1.bmp;maske_2.bmp;Dog 23.jpg;0.1285;1;-1;13;0.0005;6;yes;no
14;1;9;pas_5;negative;V   A   P   S;maske_1.bmp;maske_2.bmp;Flood 1.jpg;0.128;-1;1;14;0.0005;1;no;yes
14;1;10;pas_5;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Cemetery 5.jpg;0.1285;1;-1;15;0.0005;6;no;yes
14;1;11;pas_2;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Bird 3.jpg;0.0955;1;-1;9;0.0005;4;yes;no
14;1;12;pas_5;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Cat 5.jpg;0.128;-1;-1;15;0.0005;5;yes;no
14;1;13;pas_5;negative;P   S   A   V;maske_2.bmp;maske_1.bmp;Hangover 1.jpg;0.128;-1;-1;15;0.0005;6;no;yes
14;1;14;pas_2;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Mother 5.jpg;0.095;-1;-1;9;0.0005;3;yes;no
14;1;15;pas_2;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Sad face 9.jpg;0.095;-1;1;10;0.0005;1;no;yes
14;1;16;pas_5;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Couple 8.jpg;0.1275;-1;-1;15;0.0005;5;yes;no
14;1;17;pas_5;negative;W   A   P   S;maske_1.bmp;maske_2.bmp;Frustrated pose 7.jpg;0.1275;-1;-1;15;0.0005;6;no;yes
14;1;18;pas_5;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Baby 2.jpg;0.127;-1;-1;15;0.0005;6;yes;no
14;1;19;pas_2;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Sad face 1.jpg;0.0955;1;1;10;0.0005;3;no;yes
14;1;20;pas_5;positive;F   O   R   B;maske_1.bmp;maske_2.bmp;Birthday 1.jpg;0.1265;-1;-1;15;0.0005;6;yes;no
14;1;21;pas_2;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Feces 1.jpg;0.0955;1;1;10;0.0005;3;no;yes
14;1;22;pas_5;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Destruction 7.jpg;0.126;-1;-1;15;0.0005;6;no;yes
14;1;23;pas_5;positive;J   O   R   F;maske_2.bmp;maske_1.bmp;Dessert 5.jpg;0.1255;-1;1;16;0.0005;2;yes;no
14;1;24;pas_2;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Children 1.jpg;0.0955;1;1;10;0.0005;2;no;yes
