subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating
5;2;11;pas_2;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Dirt 3.jpg;0.089;-1;-1;3;0.001;3
5;2;12;pas_2;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.089;-1;1;4;0.001;2
5;2;13;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Bark 2.jpg;0.16;1;-1;1;0.004;6
5;2;14;pas_2;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.09;1;1;4;0.001;2
5;2;15;pas_2;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.091;1;-1;5;0.001;4
5;2;16;pas_5;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.156;-1;-1;1;0.004;6
5;3;1;pas_2;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Pinecone 2.jpg;0.09;-1;1;6;0.0005;2
5;3;2;pas_2;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Office supplies 3.jpg;0.0905;1;1;6;0.0005;1
5;3;3;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Neutral face 1.jpg;0.152;-1;-1;1;0.004;5
5;3;4;pas_2;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Bark 4.jpg;0.091;1;-1;7;0.0005;5
5;3;5;pas_5;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.152;-1;-1;1;0.004;6
5;3;6;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Roofing 3.jpg;0.148;-1;-1;1;0.004;6
5;3;7;pas_5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.144;-1;-1;1;0.004;6
5;3;8;pas_2;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.0905;-1;1;8;0.0005;2
5;3;9;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Fence 5.jpg;0.14;-1;-1;1;0.004;6
5;3;10;pas_5;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Neutral pose 3.jpg;0.136;-1;-1;1;0.004;6
5;3;11;pas_2;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.091;1;1;8;0.0005;3
5;3;12;pas_2;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.091;1;1;8;0.0005;2
5;3;13;pas_5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Drink 2.jpg;0.132;-1;-1;1;0.004;5
5;3;14;pas_2;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Crow 2.jpg;0.0915;1;1;8;0.0005;2
5;3;15;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Barrels 1.jpg;0.132;-1;-1;1;0.004;5
5;3;16;pas_2;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.092;1;1;8;0.0005;3
5;4;1;pas_2;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Fence 5.jpg;0.092;1;1;8;0.0005;1
5;4;2;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Railroad 1.jpg;0.132;-1;-1;1;0.004;5
5;4;3;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Car 2.jpg;0.132;-1;-1;1;0.004;6
5;4;4;pas_5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Neutral face 4.jpg;0.128;-1;-1;1;0.004;6
5;4;5;pas_2;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Rocks 3.jpg;0.0925;1;-1;9;0.0005;5
5;4;6;pas_2;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Rocks 2.jpg;0.092;-1;1;10;0.0005;2
5;4;7;pas_5;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.124;-1;-1;1;0.004;6
5;4;8;pas_2;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Cups 4.jpg;0.0925;1;-1;11;0.0005;4
5;4;9;pas_2;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Prison 1.jpg;0.092;-1;1;12;0.0005;2
5;4;10;pas_2;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Dirt 3.jpg;0.0925;1;-1;13;0.0005;4
5;4;11;pas_5;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Roofing 2.jpg;0.12;-1;-1;1;0.004;5
5;4;12;pas_2;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Bark 2.jpg;0.092;-1;-1;13;0.0005;3
5;4;13;pas_2;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.092;-1;-1;13;0.0005;0
5;4;14;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.12;-1;1;2;0.001;2
5;4;15;pas_5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.121;1;1;2;0.001;4
5;4;16;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.122;1;1;2;0.001;3
5;5;1;pas_2;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Bed 1.jpg;0.092;-1;1;14;0.0005;1
5;5;2;pas_5;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Neutral pose 3.jpg;0.123;1;1;2;0.001;5
5;5;3;pas_2;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.0925;1;1;14;0.0005;3
5;5;4;pas_5;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.123;1;1;2;0.001;5
5;5;5;pas_5;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.123;1;1;2;0.001;3
5;5;6;pas_2;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Keyboard 2.jpg;0.0925;1;1;14;0.0005;3
5;5;7;pas_5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.124;1;1;2;0.001;5
5;5;8;pas_2;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.0925;1;1;14;0.0005;2
5;5;9;pas_2;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.093;1;-1;15;0.0005;4
5;5;10;pas_5;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.124;1;1;2;0.001;5
5;5;11;pas_2;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.0925;-1;-1;15;0.0005;4
5;5;12;pas_2;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.092;-1;-1;15;0.0005;4
5;5;13;pas_5;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Fence 1.jpg;0.124;1;-1;3;0.001;6
5;5;14;pas_5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.123;-1;1;4;0.001;4
5;5;15;pas_5;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Cardboard 2.jpg;0.124;1;-1;5;0.001;6
5;5;16;pas_2;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Roofing 4.jpg;0.0915;-1;-1;15;0.0005;3
