subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating
6;1;1;pas_2;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.07;0;0;0;0.004;0
6;1;2;pas_5;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Skyscraper 1.jpg;0.12;0;1;0;0.004;2
6;1;3;pas_5;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.124;1;1;0;0.004;5
6;1;4;pas_2;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Roofing 2.jpg;0.07;0;1;0;0.004;1
6;1;5;pas_2;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Neutral pose 3.jpg;0.074;1;1;0;0.004;1
6;1;6;pas_2;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Car 2.jpg;0.078;1;1;0;0.004;2
6;1;7;pas_5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.124;1;1;0;0.004;1
6;1;8;pas_5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Fence 3.jpg;0.128;1;1;0;0.004;5
6;1;9;pas_2;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Fire hydrant 1.jpg;0.082;1;1;0;0.004;2
6;1;10;pas_5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Prison 1.jpg;0.128;1;1;0;0.004;5
6;1;11;pas_2;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Bark 2.jpg;0.086;1;-1;1;0.004;5
6;1;12;pas_5;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Fire hydrant 4.jpg;0.128;1;1;0;0.004;5
6;1;13;pas_2;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Cardboard 2.jpg;0.082;-1;-1;1;0.004;4
6;1;14;pas_2;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Office supplies 4.jpg;0.078;-1;1;2;0.001;2
6;1;15;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.128;1;-1;1;0.004;6
6;1;16;pas_5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Rocks 2.jpg;0.124;-1;1;2;0.001;2
6;2;1;pas_5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Neutral face 4.jpg;0.125;1;1;2;0.001;4
6;2;2;pas_5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Roofing 1.jpg;0.126;1;-1;3;0.001;6
6;2;3;pas_2;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Alcohol 3.jpg;0.079;1;1;2;0.001;2
6;2;4;pas_2;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.08;1;1;2;0.001;3
6;2;5;pas_2;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.08;1;1;2;0.001;3
6;2;6;pas_5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Drink 2.jpg;0.125;-1;-1;3;0.001;6
6;2;7;pas_5;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.124;-1;-1;3;0.001;5
6;2;8;pas_2;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.08;1;1;2;0.001;2
6;2;9;pas_5;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Roofing 3.jpg;0.124;-1;-1;3;0.001;6
6;2;10;pas_5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Roofing 4.jpg;0.123;-1;-1;3;0.001;6
6;2;11;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Railroad 1.jpg;0.122;-1;-1;3;0.001;6
6;2;12;pas_2;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Bark 4.jpg;0.081;1;-1;3;0.001;5
6;2;13;pas_2;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Crow 2.jpg;0.08;-1;-1;3;0.001;3
6;2;14;pas_2;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Pinecone 2.jpg;0.08;-1;-1;3;0.001;4
6;2;15;pas_5;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.121;-1;1;4;0.001;3
6;2;16;pas_2;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.079;-1;1;4;0.001;2
6;3;1;pas_5;neutral;K   N   E   G;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.122;1;1;4;0.001;3
6;3;2;pas_2;neutral;Z   U   H   L;maske_2.bmp;maske_1.bmp;Cups 4.jpg;0.08;1;1;4;0.001;2
6;3;3;pas_5;neutral;K   U   L   G;maske_1.bmp;maske_2.bmp;Bored pose 1.jpg;0.123;1;1;4;0.001;5
6;3;4;pas_2;neutral;G   E   M   T;maske_1.bmp;maske_2.bmp;Prison 1.jpg;0.081;1;-1;5;0.001;4
6;3;5;pas_5;neutral;G   U   H   M;maske_2.bmp;maske_1.bmp;Rocks 2.jpg;0.123;1;-1;5;0.001;6
6;3;6;pas_2;neutral;N   E   H   Z;maske_2.bmp;maske_1.bmp;Fence 5.jpg;0.08;-1;-1;5;0.001;3
6;3;7;pas_5;neutral;T   E   L   G;maske_2.bmp;maske_1.bmp;Keys 1.jpg;0.122;-1;-1;5;0.001;6
6;3;8;pas_2;neutral;T   U   L   M;maske_1.bmp;maske_2.bmp;Cups 2.jpg;0.08;-1;-1;5;0.001;3
6;3;9;pas_5;neutral;T   E   L   G;maske_1.bmp;maske_2.bmp;Dirt 3.jpg;0.121;-1;1;6;0.0005;3
6;3;10;pas_2;neutral;N   E   H   Z;maske_1.bmp;maske_2.bmp;Bark 5.jpg;0.08;-1;1;6;0.0005;2
6;3;11;pas_2;neutral;T   U   L   M;maske_2.bmp;maske_1.bmp;Bed 1.jpg;0.0805;1;-1;7;0.0005;4
6;3;12;pas_5;neutral;K   N   E   G;maske_1.bmp;maske_2.bmp;Pinecone 2.jpg;0.1215;1;1;6;0.0005;3
6;3;13;pas_5;neutral;K   U   L   G;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.122;1;1;6;0.0005;3
6;3;14;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.1225;1;1;6;0.0005;4
6;3;15;pas_2;neutral;Z   U   H   L;maske_1.bmp;maske_2.bmp;Office supplies 3.jpg;0.08;-1;1;8;0.0005;2
6;3;16;pas_2;neutral;G   E   M   T;maske_2.bmp;maske_1.bmp;Keyboard 2.jpg;0.0805;1;-1;9;0.0005;4
6;4;1;pas_5;neutral;G   U   H   M;maske_1.bmp;maske_2.bmp;Car 2.jpg;0.123;1;-1;7;0.0005;6
