subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating;VF_pos;VF_neg
13;1;1;pas_5;negative;S   A   P   V;maske_1.bmp;maske_2.bmp;Destruction 2.jpg;0.1285;1;1;8;0.0005;3;no;yes
13;1;2;pas_5;positive;B   J   O   F;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.129;1;1;8;0.0005;3;yes;no
13;1;3;pas_2;negative;H   E   L   K;maske_1.bmp;maske_2.bmp;Ferret 1.jpg;0.09;1;1;6;0.0005;2;no;yes
13;1;4;pas_5;positive;B   O   R   F;maske_2.bmp;maske_1.bmp;Sunset 3.jpg;0.1295;1;1;8;0.0005;4;yes;no
13;1;5;pas_2;positive;G   U   T   Z;maske_2.bmp;maske_1.bmp;Guitar 1.jpg;0.0905;1;1;6;0.0005;2;yes;no
13;1;6;pas_2;negative;H   E   M   K;maske_1.bmp;maske_2.bmp;Angry face 4.jpg;0.091;1;1;6;0.0005;2;no;yes
13;1;7;pas_2;negative;K   L   E   M;maske_2.bmp;maske_1.bmp;Garbage dump 8.jpg;0.0915;1;1;6;0.0005;3;no;yes
13;1;8;pas_5;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Excited face 3.jpg;0.13;1;1;8;0.0005;4;yes;no
13;1;9;pas_5;positive;F   R   O   B;maske_2.bmp;maske_1.bmp;Dessert 8.jpg;0.1305;1;1;8;0.0005;4;yes;no
13;1;10;pas_5;negative;P   A   W   S;maske_1.bmp;maske_2.bmp;Garbage dump 6.jpg;0.131;1;1;8;0.0005;3;no;yes
13;1;11;pas_2;positive;G   U   N   T;maske_2.bmp;maske_1.bmp;Lake 12.jpg;0.0915;1;1;6;0.0005;2;yes;no
13;1;12;pas_2;negative;M   E   H   K;maske_1.bmp;maske_2.bmp;Toilet 4.jpg;0.092;1;1;6;0.0005;2;no;yes
13;1;13;pas_5;negative;P   S   A   V;maske_2.bmp;maske_1.bmp;Animal carcass 1.jpg;0.1315;1;1;8;0.0005;4;no;yes
13;1;14;pas_2;negative;K   E   L   M;maske_2.bmp;maske_1.bmp;Depressed pose 1.jpg;0.0925;1;-1;7;0.0005;4;no;yes
13;1;15;pas_2;positive;N   U   G   Z;maske_1.bmp;maske_2.bmp;Sunflower 1.jpg;0.092;-1;1;8;0.0005;1;yes;no
13;1;16;pas_5;negative;V   A   S   P;maske_1.bmp;maske_2.bmp;Sad face 9.jpg;0.132;1;1;8;0.0005;4;no;yes
13;1;17;pas_2;negative;L   E   M   K;maske_1.bmp;maske_2.bmp;Depressed pose 3.jpg;0.0925;1;1;8;0.0005;2;no;yes
13;1;18;pas_5;negative;S   W   A   P;maske_2.bmp;maske_1.bmp;Garbage dump 1.jpg;0.1325;1;1;8;0.0005;2;no;yes
13;1;19;pas_2;positive;Z   U   N   T;maske_2.bmp;maske_1.bmp;Birthday 1.jpg;0.093;1;1;8;0.0005;2;yes;no
13;1;20;pas_5;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Beach 6.jpg;0.133;1;1;8;0.0005;4;yes;no
13;1;21;pas_2;negative;K   E   H   M;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.0935;1;1;8;0.0005;3;no;yes
13;1;22;pas_5;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Elephant 1.jpg;0.1335;1;1;8;0.0005;4;yes;no
