subjnr;adaptation_target;us_valence;eval_rating;cs_filename
8;pas_5;negative;17;B   O   R   F
8;pas_5;positive;4;P   S   A   V
8;pas_2;negative;2;T   U   G   Z
8;pas_2;negative;6;T   U   N   G
8;pas_2;negative;11;Z   U   N   T
8;pas_2;positive;9;K   E   H   M
8;pas_5;positive;8;S   A   P   V
8;pas_2;negative;12;G   U   T   Z
8;pas_5;negative;8;J   O   R   B
8;pas_2;negative;9;G   N   U   Z
8;pas_5;negative;11;R   O   B   F
8;pas_5;negative;11;F   O   R   B
8;pas_5;positive;8;S   W   A   P
8;pas_5;negative;12;F   R   O   B
8;pas_2;negative;12;G   U   N   T
8;pas_5;positive;6;V   A   S   P
8;pas_2;positive;12;K   E   L   M
8;pas_2;positive;10;M   E   H   K
8;pas_5;positive;8;V   A   P   S
8;pas_2;positive;8;H   E   M   K
8;pas_2;negative;8;N   U   G   Z
8;pas_5;negative;17;J   O   R   F
8;pas_5;positive;14;P   A   W   S
8;pas_2;negative;6;Z   U   N   G
8;pas_5;positive;5;S   P   A   V
8;pas_2;positive;9;K   L   E   M
8;pas_5;negative;11;J   O   B   F
8;pas_5;positive;9;W   A   P   S
8;pas_2;positive;9;H   E   L   K
8;pas_5;negative;11;B   J   O   F
8;pas_2;positive;11;L   E   M   K
8;pas_2;positive;11;K   L   E   H
