subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals; stepsize; pas_rating;VF_pos;VF_neg
12;1;1;pas_2;negative;B   J   O   F;maske_2.bmp;maske_1.bmp;Sad face 9.jpg;0.02;-1;1;21;0.0005;2;no;yes
12;1;2;pas_5;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Fireworks 2.jpg;0.156;1;1;0;0.004;4;yes;no
12;1;3;pas_5;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Miserable pose 4.jpg;0.16;1;1;0;0.004;4;yes;no
12;1;4;pas_5;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Angry pose 1.jpg;0.164;1;1;0;0.004;4;yes;no
12;1;5;pas_5;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Father 1.jpg;0.168;1;1;0;0.004;4;yes;no
12;1;6;pas_2;positive;P   S   A   V;maske_2.bmp;maske_1.bmp;Parade 1.jpg;0.0205;1;-1;22;0.0005;5;yes;no
12;1;7;pas_2;positive;S   W   A   P;maske_1.bmp;maske_2.bmp;Mother 5.jpg;0.02;-1;1;23;0.0005;4;yes;no
12;1;8;pas_5;positive;K   E   H   M;maske_2.bmp;maske_1.bmp;Beach 6.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;9;pas_2;negative;F   R   O   B;maske_1.bmp;maske_2.bmp;Prison 2.jpg;0.0205;1;-1;24;0.0005;5;yes;no
12;1;10;pas_5;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Coffee 1.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;11;pas_2;positive;S   A   P   V;maske_2.bmp;maske_1.bmp;Bird 3.jpg;0.02;-1;1;25;0.0005;4;yes;no
12;1;12;pas_2;negative;J   O   R   F;maske_1.bmp;maske_2.bmp;Cockroach 1.jpg;0.0205;1;-1;26;0.0005;4;yes;no
12;1;13;pas_5;positive;H   E   M   K;maske_2.bmp;maske_1.bmp;Yoga 3.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;14;pas_2;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Lake 12.jpg;0.02;-1;1;27;0.0005;5;yes;no
12;1;15;pas_5;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Pollution 1.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;16;pas_2;positive;P   A   W   S;maske_1.bmp;maske_2.bmp;Dog 2.jpg;0.0205;1;-1;28;0.0005;5;yes;no
12;1;17;pas_2;negative;J   O   B   F;maske_1.bmp;maske_2.bmp;Garbage dump 8.jpg;0.02;-1;1;29;0.0005;5;yes;no
12;1;18;pas_5;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Sad face 1.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;19;pas_5;negative;G   U   N   T;maske_1.bmp;maske_2.bmp;Animal carcass 3.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;20;pas_2;positive;V   A   S   P;maske_1.bmp;maske_2.bmp;Zebra 1.jpg;0.0205;1;-1;30;0.0005;5;yes;no
12;1;21;pas_2;positive;S   P   A   V;maske_1.bmp;maske_2.bmp;Sunset 3.jpg;0.02;-1;1;31;0.0005;5;yes;no
12;1;22;pas_5;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Toilet 4.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;23;pas_5;negative;Z   U   N   T;maske_1.bmp;maske_2.bmp;Frustrated pose 5.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;24;pas_2;negative;B   O   R   F;maske_2.bmp;maske_1.bmp;Angry face 3.jpg;0.0205;1;1;31;0.0005;3;yes;no
12;1;25;pas_5;positive;M   E   H   K;maske_1.bmp;maske_2.bmp;Collaboration 1.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;26;pas_2;negative;J   O   R   B;maske_1.bmp;maske_2.bmp;Depressed pose 1.jpg;0.0205;1;-1;32;0.0005;5;yes;no
12;1;27;pas_5;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Baby 6.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;28;pas_5;negative;T   U   N   G;maske_1.bmp;maske_2.bmp;Cemetery 5.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;29;pas_2;negative;R   O   B   F;maske_1.bmp;maske_2.bmp;Angry face 5.jpg;0.02;-1;1;33;0.0005;5;yes;no
12;1;30;pas_2;positive;W   A   P   S;maske_2.bmp;maske_1.bmp;Excited face 3.jpg;0.0205;1;-1;34;0.0005;5;yes;no
12;1;31;pas_2;negative;F   O   R   B;maske_2.bmp;maske_1.bmp;Hallway 1.jpg;0.02;-1;1;35;0.0005;5;yes;no
12;1;32;pas_5;positive;H   E   L   K;maske_2.bmp;maske_1.bmp;Cat 4.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;33;pas_2;negative;J   O   R   B;maske_2.bmp;maske_1.bmp;Jail 1.jpg;0.0205;1;-1;36;0.0005;5;yes;no
12;1;34;pas_5;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Bird 1.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;35;pas_5;negative;Z   U   N   G;maske_1.bmp;maske_2.bmp;Gun 5.jpg;0.172;1;1;0;0.004;5;no;yes
12;1;36;pas_5;positive;L   E   M   K;maske_2.bmp;maske_1.bmp;Mother 6.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;37;pas_2;negative;B   J   O   F;maske_1.bmp;maske_2.bmp;Frustrated pose 3.jpg;0.02;-1;1;37;0.0005;5;yes;no
12;1;38;pas_5;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Miserable face 2.jpg;0.172;1;1;0;0.004;5;no;yes
12;1;39;pas_2;negative;J   O   R   F;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.0205;1;-1;38;0.0005;5;yes;no
12;1;40;pas_5;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Flood 2.jpg;0.172;1;1;0;0.004;5;no;yes
12;1;41;pas_2;positive;P   A   W   S;maske_2.bmp;maske_1.bmp;Siblings 1.jpg;0.02;-1;1;39;0.0005;5;yes;no
12;1;42;pas_5;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Flood 1.jpg;0.172;1;1;0;0.004;5;no;yes
12;1;43;pas_5;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Birthday 1.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;44;pas_5;positive;M   E   H   K;maske_2.bmp;maske_1.bmp;Excited face 5.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;45;pas_2;positive;P   S   A   V;maske_1.bmp;maske_2.bmp;Chipmunk 1.jpg;0.0205;1;-1;40;0.0005;5;yes;no
12;1;46;pas_5;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Present 2.jpg;0.172;1;1;0;0.004;5;yes;no
12;1;47;pas_2;negative;F   R   O   B;maske_2.bmp;maske_1.bmp;Ferret 1.jpg;0.02;-1;1;41;0.0005;5;yes;no
12;1;48;pas_2;negative;R   O   B   F;maske_2.bmp;maske_1.bmp;Baby 7.jpg;0.0205;1;-1;42;0.0005;5;yes;no
12;1;49;pas_2;negative;F   O   R   B;maske_1.bmp;maske_2.bmp;Car crash 1.jpg;0.02;-1;1;43;0.0005;5;no;yes
12;1;50;pas_2;positive;V   A   S   P;maske_2.bmp;maske_1.bmp;Dessert 8.jpg;0.0205;1;-1;44;0.0005;4;no;yes
12;1;51;pas_2;positive;V   A   P   S;maske_2.bmp;maske_1.bmp;Gazing 6.jpg;0.02;-1;1;45;0.0005;4;no;yes
12;1;52;pas_5;positive;K   E   H   M;maske_1.bmp;maske_2.bmp;Guitar 1.jpg;0.172;1;1;0;0.004;4;yes;no
12;1;53;pas_5;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Sad pose 1.jpg;0.176;1;1;0;0.004;4;yes;no
12;1;54;pas_5;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Massage 1.jpg;0.18;1;1;0;0.004;4;yes;no
12;1;55;pas_2;positive;S   A   P   V;maske_1.bmp;maske_2.bmp;Dessert 5.jpg;0.0205;1;-1;46;0.0005;4;yes;no
12;1;56;pas_5;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Destruction 7.jpg;0.184;1;1;0;0.004;5;yes;no
12;1;57;pas_2;positive;S   W   A   P;maske_2.bmp;maske_1.bmp;Cat 5.jpg;0.02;-1;1;47;0.0005;5;yes;no
12;1;58;pas_5;positive;H   E   M   K;maske_1.bmp;maske_2.bmp;Couple 8.jpg;0.184;1;1;0;0.004;5;yes;no
