subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
7,gelben Wesen,ending_melody,no,yes,no,no,0,1442490,1449969
7,grünen Wesen,starting_melody,yes,no,no,no,1,1452238,1454975
7,lila Wesen,ending_scream,no,no,no,yes,2,1457245,1459770
7,roten Wesen,starting_scream,no,no,yes,no,3,1462040,1464249
