subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
76,roten Wesen,ending_scream,no,no,no,yes,0,1391505,1395310
76,grünen Wesen,ending_melody,no,yes,no,no,1,1397581,1401796
76,lila Wesen,starting_melody,yes,no,no,no,2,1404067,1407794
76,gelben Wesen,starting_scream,no,no,yes,no,3,1410064,1412054
