subject_nr,color_counter,target_color,target_role,target_1,target_2,target_3,target_4,eval_rating, trial_nr,time_rate_form,time_rate_delay
29,ES_purple,purple,ending_scream,IAT_purple2.bmp,IAT_purple3.bmp,IAT_purple4.bmp,IAT_purple1.bmp,4,0,1473716,1490195
29,ES_purple,green,starting_melody,IAT_green4.bmp,IAT_green3.bmp,IAT_green2.bmp,IAT_green1.bmp,6,1,1492468,1496188
29,ES_purple,yellow,ending_melody,IAT_yellow1.bmp,IAT_yellow4.bmp,IAT_yellow2.bmp,IAT_yellow3.bmp,2,2,1498461,1501615
29,ES_purple,red,starting_scream,IAT_red2.bmp,IAT_red1.bmp,IAT_red4.bmp,IAT_red3.bmp,0,3,1503888,1506329
