subject_nr,target,target_role,start_melody,end_melody,start_scream,end_scream,trial_nr,time_mem_form,time_mem_delay
74,lila Wesen,starting_melody,yes,no,no,no,0,1486353,1490399
74,roten Wesen,ending_scream,no,no,yes,no,1,1492670,1496502
74,gelben Wesen,starting_scream,no,no,yes,no,2,1498772,1503137
74,grünen Wesen,ending_melody,no,yes,no,no,3,1505409,1510156
